chargesheet_id,case_id,court_id,court_name,filing_date,filing_officer_id,chargesheet_status
CHG000626,CR002614,CRT0012,Belagavi Senior Civil Court,2026-12-01,EMP000966,Filed
CHG000627,CR002616,CRT0110,Mandya Special Court,2025-04-09,EMP006645,Filed
CHG000628,CR002627,CRT0108,Mandya Civil Judge and JMFC Court,2025-03-28,EMP006690,Filed
CHG000629,CR002628,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2025-06-25,EMP003305,Filed
CHG000630,CR002633,CRT0079,Hassan Family Court,2026-07-08,EMP004661,Filed
CHG000631,CR002634,CRT0125,Shivamogga Special Court,2025-03-03,EMP008336,Filed
CHG000632,CR002635,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2024-11-20,EMP009353,Accepted
CHG000633,CR002638,CRT0068,Dharwad Civil Judge and JMFC Court,2025-12-12,EMP004162,Accepted
CHG000634,CR002640,CRT0121,Shivamogga District and Sessions Court,2025-02-02,EMP008034,Filed
CHG000635,CR002642,CRT0106,Mandya District and Sessions Court,2025-09-29,EMP006770,Accepted
CHG000636,CR002644,CRT0012,Belagavi Senior Civil Court,2026-04-26,EMP000655,Accepted
CHG000637,CR002648,CRT0058,Dakshina Kannada Civil Judge and JMFC Court,2025-11-22,EMP003430,Filed
CHG000638,CR002649,CRT0089,Kalaburagi Family Court,2026-03-22,EMP005463,Filed
CHG000639,CR002654,CRT0012,Belagavi Senior Civil Court,2025-12-04,EMP000786,Accepted
CHG000640,CR002655,CRT0015,Belagavi Special Court,2026-07-03,EMP000686,Accepted
CHG000641,CR002656,CRT0049,Chikkamagaluru Family Court,2026-04-04,EMP003310,Returned for Correction
CHG000642,CR002657,CRT0023,Bengaluru South Civil Judge and JMFC Court,2025-06-28,EMP001624,Filed
CHG000643,CR002660,CRT0122,Shivamogga Senior Civil Court,2026-04-09,EMP008253,Filed
CHG000644,CR002671,CRT0110,Mandya Special Court,2026-02-13,EMP006910,Accepted
CHG000645,CR002674,CRT0047,Chikkamagaluru Senior Civil Court,2025-10-12,EMP003310,Returned for Correction
CHG000646,CR002677,CRT0113,Mysuru Civil Judge and JMFC Court,2025-07-01,EMP007216,Filed
CHG000647,CR002680,CRT0118,Raichur Civil Judge and JMFC Court,2025-07-09,EMP007756,Accepted
CHG000648,CR002684,CRT0046,Chikkamagaluru District and Sessions Court,2025-05-16,EMP003310,Filed
CHG000649,CR002687,CRT0066,Dharwad District and Sessions Court,2025-03-15,EMP004191,Filed
CHG000650,CR002693,CRT0050,Chikkamagaluru Special Court,2026-01-22,EMP003300,Filed
CHG000651,CR002700,CRT0127,Tumakuru Senior Civil Court,2024-12-17,EMP008519,Filed
CHG000652,CR002707,CRT0095,Kodagu Special Court,2025-03-09,EMP005799,Filed
CHG000653,CR002712,CRT0014,Belagavi Family Court,2025-06-12,EMP000718,Filed
CHG000654,CR002715,CRT0109,Mandya Family Court,2025-07-20,EMP006986,Filed
CHG000655,CR002716,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-09-29,EMP008447,Filed
CHG000656,CR002717,CRT0136,Uttara Kannada District and Sessions Court,2025-06-18,EMP009327,Filed
CHG000657,CR002725,CRT0026,Bengaluru Urban District and Sessions Court,2025-07-26,EMP002645,Accepted
CHG000658,CR002750,CRT0137,Uttara Kannada Senior Civil Court,2026-05-18,EMP009232,Filed
CHG000659,CR002753,CRT0115,Mysuru Special Court,2025-09-02,EMP007161,Filed
CHG000660,CR002755,CRT0045,Chikkaballapura Special Court,2025-08-31,EMP003283,Accepted
CHG000661,CR002758,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-10-03,EMP008538,Accepted
CHG000662,CR002760,CRT0042,Chikkaballapura Senior Civil Court,2025-09-14,EMP003287,Filed
CHG000663,CR002763,CRT0097,Kolar Senior Civil Court,2026-02-05,EMP006066,Accepted
CHG000664,CR002771,CRT0118,Raichur Civil Judge and JMFC Court,2025-11-27,EMP007933,Accepted
CHG000665,CR002779,CRT0116,Raichur District and Sessions Court,2026-03-07,EMP007943,Filed
CHG000666,CR002785,CRT0108,Mandya Civil Judge and JMFC Court,2026-07-24,EMP006681,Filed
CHG000667,CR002788,CRT0076,Hassan District and Sessions Court,2024-12-25,EMP004703,Filed
CHG000668,CR002799,CRT0039,Chamarajanagar Family Court,2026-12-05,EMP003255,Accepted
CHG000669,CR002802,CRT0096,Kolar District and Sessions Court,2025-03-03,EMP006365,Returned for Correction
CHG000670,CR002805,CRT0113,Mysuru Civil Judge and JMFC Court,2025-08-08,EMP007373,Filed
CHG000671,CR002806,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-11-21,EMP008599,Accepted
CHG000672,CR002807,CRT0022,Bengaluru South Senior Civil Court,2026-01-22,EMP001631,Filed
CHG000673,CR002810,CRT0044,Chikkaballapura Family Court,2026-11-03,EMP003288,Filed
CHG000674,CR002811,CRT0121,Shivamogga District and Sessions Court,2025-08-10,EMP008184,Accepted
CHG000675,CR002822,CRT0019,Bengaluru Rural Family Court,2025-02-28,EMP001329,Returned for Correction
CHG000676,CR002823,CRT0020,Bengaluru Rural Special Court,2025-05-30,EMP001440,Accepted
CHG000677,CR002826,CRT0044,Chikkaballapura Family Court,2025-08-07,EMP003288,Filed
CHG000678,CR002834,CRT0054,Chitradurga Family Court,2025-12-01,EMP003349,Accepted
CHG000679,CR002839,CRT0049,Chikkamagaluru Family Court,2025-12-28,EMP003302,Returned for Correction
CHG000680,CR002848,CRT0049,Chikkamagaluru Family Court,2026-01-12,EMP003306,Filed
CHG000681,CR002855,CRT0027,Bengaluru Urban Senior Civil Court,2026-05-13,EMP002765,Accepted
CHG000682,CR002863,CRT0125,Shivamogga Special Court,2026-06-19,EMP008034,Accepted
CHG000683,CR002864,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2026-06-23,EMP002543,Filed
CHG000684,CR002866,CRT0062,Davanagere Senior Civil Court,2025-11-15,EMP004096,Returned for Correction
CHG000685,CR002867,CRT0080,Hassan Special Court,2026-08-29,EMP004974,Accepted
CHG000686,CR002870,CRT0035,Bidar Special Court,2026-01-16,EMP003028,Filed
CHG000687,CR002873,CRT0154,Yadgir Family Court,2026-08-02,EMP010003,Filed
CHG000688,CR002876,CRT0139,Uttara Kannada Family Court,2026-02-06,EMP009402,Filed
CHG000689,CR002877,CRT0050,Chikkamagaluru Special Court,2026-10-17,EMP003295,Filed
CHG000690,CR002882,CRT0029,Bengaluru Urban Family Court,2026-05-13,EMP002281,Filed
CHG000691,CR002883,CRT0047,Chikkamagaluru Senior Civil Court,2024-12-31,EMP003301,Filed
CHG000692,CR002885,CRT0096,Kolar District and Sessions Court,2025-05-09,EMP006163,Filed
CHG000693,CR002890,CRT0011,Belagavi District and Sessions Court,2025-05-20,EMP000895,Filed
CHG000694,CR002892,CRT0079,Hassan Family Court,2024-08-31,EMP004900,Filed
CHG000695,CR002906,CRT0016,Bengaluru Rural District and Sessions Court,2024-09-22,EMP001301,Filed
CHG000696,CR002907,CRT0108,Mandya Civil Judge and JMFC Court,2025-04-19,EMP006751,Accepted
CHG000697,CR002917,CRT0013,Belagavi Civil Judge and JMFC Court,2026-09-24,EMP000754,Accepted
CHG000698,CR002920,CRT0009,Ballari Family Court,2025-03-30,EMP000463,Accepted
CHG000699,CR002924,CRT0061,Davanagere District and Sessions Court,2025-05-30,EMP004093,Filed
CHG000700,CR002926,CRT0044,Chikkaballapura Family Court,2025-10-29,EMP003282,Accepted
CHG000701,CR002927,CRT0016,Bengaluru Rural District and Sessions Court,2025-12-13,EMP001320,Filed
CHG000702,CR002928,CRT0111,Mysuru District and Sessions Court,2024-11-02,EMP007213,Filed
CHG000703,CR002929,CRT0137,Uttara Kannada Senior Civil Court,2025-09-04,EMP009153,Filed
CHG000704,CR002931,CRT0150,Vijayapura Special Court,2025-12-31,EMP009736,Filed
CHG000705,CR002935,CRT0014,Belagavi Family Court,2024-09-15,EMP000549,Filed
CHG000706,CR002936,CRT0044,Chikkaballapura Family Court,2025-03-11,EMP003269,Accepted
CHG000707,CR002938,CRT0004,Bagalkote Family Court,2026-06-01,EMP000025,Filed
CHG000708,CR002953,CRT0079,Hassan Family Court,2026-06-04,EMP004784,Filed
CHG000709,CR002954,CRT0126,Tumakuru District and Sessions Court,2025-05-13,EMP008517,Accepted
CHG000710,CR002955,CRT0080,Hassan Special Court,2025-10-23,EMP004964,Accepted
CHG000711,CR002963,CRT0110,Mandya Special Court,2024-11-19,EMP006926,Filed
CHG000712,CR002965,CRT0080,Hassan Special Court,2026-03-27,EMP004939,Filed
CHG000713,CR002970,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-02-27,EMP008431,Filed
CHG000714,CR002973,CRT0112,Mysuru Senior Civil Court,2025-06-25,EMP007240,Accepted
CHG000715,CR002977,CRT0017,Bengaluru Rural Senior Civil Court,2026-07-31,EMP001378,Filed
CHG000716,CR002978,CRT0045,Chikkaballapura Special Court,2025-08-18,EMP003294,Accepted
CHG000717,CR002979,CRT0121,Shivamogga District and Sessions Court,2026-06-21,EMP008017,Filed
CHG000718,CR002981,CRT0107,Mandya Senior Civil Court,2026-01-07,EMP006709,Filed
CHG000719,CR002982,CRT0046,Chikkamagaluru District and Sessions Court,2025-01-01,EMP003298,Filed
CHG000720,CR002984,CRT0085,Haveri Special Court,2026-05-13,EMP005096,Filed
CHG000721,CR002988,CRT0021,Bengaluru South District and Sessions Court,2026-04-09,EMP001644,Filed
CHG000722,CR002993,CRT0053,Chitradurga Civil Judge and JMFC Court,2026-10-10,EMP003357,Filed
CHG000723,CR002995,CRT0111,Mysuru District and Sessions Court,2025-01-29,EMP007507,Accepted
CHG000724,CR002996,CRT0107,Mandya Senior Civil Court,2025-10-10,EMP006872,Accepted
CHG000725,CR003003,CRT0016,Bengaluru Rural District and Sessions Court,2025-02-11,EMP001464,Filed
CHG000726,CR003005,CRT0045,Chikkaballapura Special Court,2025-09-08,EMP003270,Filed
CHG000727,CR003007,CRT0086,Kalaburagi District and Sessions Court,2026-08-07,EMP005456,Filed
CHG000728,CR003010,CRT0097,Kolar Senior Civil Court,2024-12-11,EMP006300,Accepted
CHG000729,CR003011,CRT0107,Mandya Senior Civil Court,2026-03-03,EMP006706,Accepted
CHG000730,CR003017,CRT0056,Dakshina Kannada District and Sessions Court,2026-06-02,EMP003615,Filed
CHG000731,CR003018,CRT0030,Bengaluru Urban Special Court,2026-04-14,EMP002423,Filed
CHG000732,CR003021,CRT0109,Mandya Family Court,2025-02-13,EMP006773,Accepted
CHG000733,CR003028,CRT0065,Davanagere Special Court,2026-04-10,EMP004104,Accepted
CHG000734,CR003029,CRT0017,Bengaluru Rural Senior Civil Court,2025-02-02,EMP001412,Filed
CHG000735,CR003044,CRT0030,Bengaluru Urban Special Court,2025-08-02,EMP001810,Filed
CHG000736,CR003045,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-10-24,EMP008515,Filed
CHG000737,CR003046,CRT0076,Hassan District and Sessions Court,2025-08-06,EMP004651,Filed
CHG000738,CR003049,CRT0078,Hassan Civil Judge and JMFC Court,2026-09-24,EMP004873,Accepted
CHG000739,CR003050,CRT0121,Shivamogga District and Sessions Court,2025-01-22,EMP007981,Filed
CHG000740,CR003055,CRT0097,Kolar Senior Civil Court,2026-04-24,EMP006236,Filed
CHG000741,CR003056,CRT0022,Bengaluru South Senior Civil Court,2025-02-18,EMP001531,Filed
CHG000742,CR003061,CRT0007,Ballari Senior Civil Court,2026-07-15,EMP000455,Filed
CHG000743,CR003063,CRT0047,Chikkamagaluru Senior Civil Court,2025-04-27,EMP003298,Filed
CHG000744,CR003067,CRT0041,Chikkaballapura District and Sessions Court,2026-06-20,EMP003266,Filed
CHG000745,CR003068,CRT0125,Shivamogga Special Court,2025-12-19,EMP008191,Filed
CHG000746,CR003072,CRT0105,Koppal Special Court,2025-07-29,EMP006487,Accepted
CHG000747,CR003092,CRT0045,Chikkaballapura Special Court,2025-10-15,EMP003267,Filed
CHG000748,CR003094,CRT0024,Bengaluru South Family Court,2024-11-15,EMP001682,Accepted
CHG000749,CR003105,CRT0109,Mandya Family Court,2026-04-02,EMP006806,Filed
CHG000750,CR003106,CRT0057,Dakshina Kannada Senior Civil Court,2025-11-10,EMP003475,Accepted
CHG000751,CR003111,CRT0139,Uttara Kannada Family Court,2026-04-17,EMP009460,Filed
CHG000752,CR003112,CRT0077,Hassan Senior Civil Court,2025-07-02,EMP004846,Filed
CHG000753,CR003118,CRT0109,Mandya Family Court,2026-03-26,EMP006634,Accepted
CHG000754,CR003123,CRT0078,Hassan Civil Judge and JMFC Court,2025-03-29,EMP004705,Filed
CHG000755,CR003127,CRT0023,Bengaluru South Civil Judge and JMFC Court,2025-05-11,EMP001667,Filed
CHG000756,CR003134,CRT0087,Kalaburagi Senior Civil Court,2025-11-21,EMP005431,Filed
CHG000757,CR003140,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2026-09-23,EMP003290,Filed
CHG000758,CR003147,CRT0055,Chitradurga Special Court,2026-11-01,EMP003358,Accepted
CHG000759,CR003148,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2026-01-22,EMP003280,Returned for Correction
CHG000760,CR003162,CRT0078,Hassan Civil Judge and JMFC Court,2026-06-08,EMP004973,Filed
CHG000761,CR003163,CRT0127,Tumakuru Senior Civil Court,2024-12-26,EMP008593,Filed
CHG000762,CR003164,CRT0100,Kolar Special Court,2026-07-01,EMP006234,Filed
CHG000763,CR003166,CRT0112,Mysuru Senior Civil Court,2025-05-12,EMP007452,Filed
CHG000764,CR003168,CRT0077,Hassan Senior Civil Court,2026-03-26,EMP004889,Returned for Correction
CHG000765,CR003173,CRT0129,Tumakuru Family Court,2025-07-21,EMP008616,Filed
CHG000766,CR003175,CRT0055,Chitradurga Special Court,2025-07-13,EMP003344,Accepted
CHG000767,CR003177,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-08-15,EMP001622,Filed
CHG000768,CR003178,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2025-08-27,EMP001857,Filed
CHG000769,CR003183,CRT0094,Kodagu Family Court,2026-12-19,EMP005942,Filed
CHG000770,CR003188,CRT0117,Raichur Senior Civil Court,2025-01-24,EMP007801,Filed
CHG000771,CR003190,CRT0119,Raichur Family Court,2025-01-06,EMP007681,Filed
CHG000772,CR003196,CRT0137,Uttara Kannada Senior Civil Court,2026-06-23,EMP009286,Accepted
CHG000773,CR003198,CRT0002,Bagalkote Senior Civil Court,2024-10-28,EMP000166,Filed
CHG000774,CR003199,CRT0152,Yadgir Senior Civil Court,2024-12-24,EMP009974,Filed
CHG000775,CR003200,CRT0047,Chikkamagaluru Senior Civil Court,2026-06-25,EMP003302,Filed
CHG000776,CR003201,CRT0051,Chitradurga District and Sessions Court,2026-05-22,EMP003360,Accepted
CHG000777,CR003211,CRT0054,Chitradurga Family Court,2026-04-23,EMP000886,Filed
CHG000778,CR003212,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2025-04-03,EMP003271,Filed
CHG000779,CR003213,CRT0026,Bengaluru Urban District and Sessions Court,2025-07-01,EMP002352,Filed
CHG000780,CR003220,CRT0029,Bengaluru Urban Family Court,2025-10-12,EMP002131,Accepted
CHG000781,CR003226,CRT0109,Mandya Family Court,2026-04-13,EMP006887,Filed
CHG000782,CR003227,CRT0146,Vijayapura District and Sessions Court,2025-09-10,EMP009641,Returned for Correction
CHG000783,CR003233,CRT0078,Hassan Civil Judge and JMFC Court,2025-01-29,EMP004843,Returned for Correction
CHG000784,CR003236,CRT0139,Uttara Kannada Family Court,2025-06-05,EMP009369,Filed
CHG000785,CR003241,CRT0114,Mysuru Family Court,2025-05-06,EMP007373,Accepted
CHG000786,CR003254,CRT0067,Dharwad Senior Civil Court,2025-01-17,EMP004299,Accepted
CHG000787,CR003260,CRT0033,Bidar Civil Judge and JMFC Court,2026-07-16,EMP003135,Filed
CHG000788,CR003262,CRT0124,Shivamogga Family Court,2025-10-02,EMP008147,Accepted
CHG000789,CR003264,CRT0125,Shivamogga Special Court,2024-12-12,EMP008031,Filed
CHG000790,CR003266,CRT0099,Kolar Family Court,2026-04-08,EMP006302,Accepted
CHG000791,CR003268,CRT0097,Kolar Senior Civil Court,2025-11-05,EMP006083,Accepted
CHG000792,CR003269,CRT0011,Belagavi District and Sessions Court,2026-01-10,EMP000984,Accepted
CHG000793,CR003276,CRT0024,Bengaluru South Family Court,2025-09-07,EMP001649,Filed
CHG000794,CR003277,CRT0044,Chikkaballapura Family Court,2025-09-25,EMP003288,Returned for Correction
CHG000795,CR003289,CRT0129,Tumakuru Family Court,2025-05-16,EMP008404,Filed
CHG000796,CR003291,CRT0100,Kolar Special Court,2025-06-11,EMP006064,Filed
CHG000797,CR003293,CRT0112,Mysuru Senior Civil Court,2024-12-05,EMP007639,Filed
CHG000798,CR003297,CRT0007,Ballari Senior Civil Court,2025-06-28,EMP000318,Filed
CHG000799,CR003298,CRT0112,Mysuru Senior Civil Court,2025-09-09,EMP007265,Filed
CHG000800,CR003300,CRT0122,Shivamogga Senior Civil Court,2025-07-12,EMP000884,Filed
CHG000801,CR003301,CRT0132,Udupi Senior Civil Court,2026-07-12,EMP000890,Filed
CHG000802,CR003307,CRT0124,Shivamogga Family Court,2026-08-23,EMP008076,Filed
CHG000803,CR003312,CRT0060,Dakshina Kannada Special Court,2026-04-09,EMP003393,Accepted
CHG000804,CR003313,CRT0136,Uttara Kannada District and Sessions Court,2024-12-08,EMP009168,Filed
CHG000805,CR003318,CRT0015,Belagavi Special Court,2024-12-24,EMP001021,Accepted
CHG000806,CR003319,CRT0051,Chitradurga District and Sessions Court,2026-04-17,EMP003369,Filed
CHG000807,CR003330,CRT0126,Tumakuru District and Sessions Court,2025-03-04,EMP008590,Filed
CHG000808,CR003331,CRT0091,Kodagu District and Sessions Court,2026-03-30,EMP005855,Filed
CHG000809,CR003332,CRT0122,Shivamogga Senior Civil Court,2025-12-18,EMP008199,Filed
CHG000810,CR003333,CRT0041,Chikkaballapura District and Sessions Court,2025-06-07,EMP003287,Filed
CHG000811,CR003343,CRT0050,Chikkamagaluru Special Court,2025-09-24,EMP003296,Filed
CHG000812,CR003347,CRT0079,Hassan Family Court,2026-08-31,EMP004789,Filed
CHG000813,CR003350,CRT0076,Hassan District and Sessions Court,2025-05-26,EMP004779,Accepted
CHG000814,CR003351,CRT0109,Mandya Family Court,2026-03-03,EMP006623,Filed
CHG000815,CR003371,CRT0107,Mandya Senior Civil Court,2026-08-02,EMP006688,Accepted
CHG000816,CR003372,CRT0136,Uttara Kannada District and Sessions Court,2025-02-16,EMP009277,Filed
CHG000817,CR003375,CRT0087,Kalaburagi Senior Civil Court,2026-10-29,EMP005431,Accepted
CHG000818,CR003377,CRT0011,Belagavi District and Sessions Court,2025-04-17,EMP000817,Accepted
CHG000819,CR003379,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2025-03-20,EMP001989,Filed
CHG000820,CR003380,CRT0041,Chikkaballapura District and Sessions Court,2024-11-10,EMP003293,Filed
CHG000821,CR003385,CRT0140,Uttara Kannada Special Court,2025-01-05,EMP009238,Filed
CHG000822,CR003388,CRT0049,Chikkamagaluru Family Court,2025-07-18,EMP003302,Filed
CHG000823,CR003389,CRT0126,Tumakuru District and Sessions Court,2026-06-23,EMP008392,Filed
CHG000824,CR003398,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2026-01-14,EMP001235,Accepted
CHG000825,CR003407,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2026-03-31,EMP003272,Filed
CHG000826,CR003411,CRT0012,Belagavi Senior Civil Court,2025-06-08,EMP000702,Filed
CHG000827,CR003413,CRT0125,Shivamogga Special Court,2025-08-07,EMP008056,Filed
CHG000828,CR003419,CRT0022,Bengaluru South Senior Civil Court,2026-08-20,EMP001533,Accepted
CHG000829,CR003424,CRT0107,Mandya Senior Civil Court,2026-10-25,EMP006794,Filed
CHG000830,CR003425,CRT0125,Shivamogga Special Court,2026-11-03,EMP007986,Filed
CHG000831,CR003428,CRT0080,Hassan Special Court,2024-11-07,EMP004854,Accepted
CHG000832,CR003429,CRT0148,Vijayapura Civil Judge and JMFC Court,2025-12-29,EMP009616,Filed
CHG000833,CR003434,CRT0076,Hassan District and Sessions Court,2026-08-12,EMP004765,Filed
CHG000834,CR003441,CRT0121,Shivamogga District and Sessions Court,2025-07-17,EMP008095,Accepted
CHG000835,CR003446,CRT0136,Uttara Kannada District and Sessions Court,2025-11-22,EMP009157,Accepted
CHG000836,CR003452,CRT0032,Bidar Senior Civil Court,2025-05-26,EMP003084,Accepted
CHG000837,CR003456,CRT0129,Tumakuru Family Court,2025-11-20,EMP008599,Filed
CHG000838,CR003458,CRT0046,Chikkamagaluru District and Sessions Court,2026-10-02,EMP003303,Filed
CHG000839,CR003470,CRT0130,Tumakuru Special Court,2025-03-20,EMP008596,Filed
CHG000840,CR003471,CRT0112,Mysuru Senior Civil Court,2025-01-07,EMP007108,Accepted
CHG000841,CR003483,CRT0109,Mandya Family Court,2026-02-20,EMP003308,Filed
CHG000842,CR003484,CRT0106,Mandya District and Sessions Court,2025-08-28,EMP006844,Accepted
CHG000843,CR003488,CRT0136,Uttara Kannada District and Sessions Court,2026-02-14,EMP009217,Accepted
CHG000844,CR003497,CRT0106,Mandya District and Sessions Court,2025-10-02,EMP006936,Filed
CHG000845,CR003504,CRT0051,Chitradurga District and Sessions Court,2026-05-31,EMP003330,Filed
CHG000846,CR003505,CRT0002,Bagalkote Senior Civil Court,2025-08-21,EMP000140,Filed
CHG000847,CR003511,CRT0127,Tumakuru Senior Civil Court,2024-10-15,EMP008592,Filed
CHG000848,CR003515,CRT0100,Kolar Special Court,2026-10-31,EMP006060,Filed
CHG000849,CR003519,CRT0122,Shivamogga Senior Civil Court,2026-07-18,EMP000891,Filed
CHG000850,CR003520,CRT0078,Hassan Civil Judge and JMFC Court,2025-06-21,EMP004672,Accepted
CHG000851,CR003523,CRT0065,Davanagere Special Court,2026-01-21,EMP004078,Filed
CHG000852,CR003524,CRT0078,Hassan Civil Judge and JMFC Court,2026-08-22,EMP004848,Accepted
CHG000853,CR003527,CRT0129,Tumakuru Family Court,2024-12-14,EMP008890,Accepted
CHG000854,CR003535,CRT0055,Chitradurga Special Court,2025-05-16,EMP000889,Filed
CHG000855,CR003537,CRT0099,Kolar Family Court,2025-12-04,EMP006232,Filed
CHG000856,CR003539,CRT0129,Tumakuru Family Court,2024-08-13,EMP001624,Filed
CHG000857,CR003546,CRT0107,Mandya Senior Civil Court,2026-08-21,EMP006716,Filed
CHG000858,CR003551,CRT0046,Chikkamagaluru District and Sessions Court,2026-05-20,EMP003301,Filed
CHG000859,CR003552,CRT0116,Raichur District and Sessions Court,2025-11-26,EMP007793,Filed
CHG000860,CR003556,CRT0110,Mandya Special Court,2025-05-15,EMP006697,Filed
CHG000861,CR003557,CRT0131,Udupi District and Sessions Court,2025-01-02,EMP008951,Filed
CHG000862,CR003563,CRT0107,Mandya Senior Civil Court,2025-03-30,EMP006924,Accepted
CHG000863,CR003564,CRT0029,Bengaluru Urban Family Court,2025-06-29,EMP001889,Filed
CHG000864,CR003565,CRT0045,Chikkaballapura Special Court,2026-01-26,EMP003276,Filed
CHG000865,CR003570,CRT0096,Kolar District and Sessions Court,2025-02-04,EMP006125,Filed
CHG000866,CR003572,CRT0015,Belagavi Special Court,2024-12-25,EMP000685,Filed
CHG000867,CR003573,CRT0042,Chikkaballapura Senior Civil Court,2025-08-29,EMP003279,Filed
CHG000868,CR003574,CRT0065,Davanagere Special Court,2026-04-03,EMP003849,Filed
CHG000869,CR003575,CRT0066,Dharwad District and Sessions Court,2025-11-27,EMP004313,Filed
CHG000870,CR003578,CRT0026,Bengaluru Urban District and Sessions Court,2026-07-08,EMP002302,Filed
CHG000871,CR003586,CRT0027,Bengaluru Urban Senior Civil Court,2026-05-08,EMP002378,Filed
CHG000872,CR003591,CRT0127,Tumakuru Senior Civil Court,2026-06-18,EMP008590,Filed
CHG000873,CR003602,CRT0081,Haveri District and Sessions Court,2026-02-06,EMP005090,Filed
CHG000874,CR003604,CRT0117,Raichur Senior Civil Court,2025-02-17,EMP007750,Accepted
CHG000875,CR003605,CRT0155,Yadgir Special Court,2026-07-19,EMP009939,Filed
CHG000876,CR003607,CRT0126,Tumakuru District and Sessions Court,2025-02-10,EMP008887,Filed
CHG000877,CR003608,CRT0107,Mandya Senior Civil Court,2026-06-08,EMP006864,Filed
CHG000878,CR003609,CRT0139,Uttara Kannada Family Court,2025-03-03,EMP009155,Accepted
CHG000879,CR003616,CRT0011,Belagavi District and Sessions Court,2026-04-21,EMP000599,Filed
CHG000880,CR003628,CRT0105,Koppal Special Court,2026-05-18,EMP006400,Filed
CHG000881,CR003630,CRT0129,Tumakuru Family Court,2026-05-02,EMP008806,Filed
CHG000882,CR003632,CRT0015,Belagavi Special Court,2025-07-03,EMP000699,Filed
CHG000883,CR003635,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2026-01-25,EMP001398,Filed
CHG000884,CR003639,CRT0038,Chamarajanagar Civil Judge and JMFC Court,2025-08-26,EMP003257,Accepted
CHG000885,CR003644,CRT0056,Dakshina Kannada District and Sessions Court,2026-04-30,EMP003523,Filed
CHG000886,CR003647,CRT0020,Bengaluru Rural Special Court,2025-03-01,EMP001246,Accepted
CHG000887,CR003651,CRT0022,Bengaluru South Senior Civil Court,2026-08-07,EMP001509,Accepted
CHG000888,CR003652,CRT0031,Bidar District and Sessions Court,2026-09-29,EMP002949,Accepted
CHG000889,CR003654,CRT0053,Chitradurga Civil Judge and JMFC Court,2025-10-21,EMP003336,Returned for Correction
CHG000890,CR003660,CRT0041,Chikkaballapura District and Sessions Court,2026-06-19,EMP003290,Filed
CHG000891,CR003661,CRT0037,Chamarajanagar Senior Civil Court,2026-01-03,EMP003258,Filed
CHG000892,CR003664,CRT0050,Chikkamagaluru Special Court,2025-07-28,EMP003309,Filed
CHG000893,CR003665,CRT0015,Belagavi Special Court,2026-10-15,EMP000553,Filed
CHG000894,CR003670,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2026-07-25,EMP009505,Accepted
CHG000895,CR003672,CRT0080,Hassan Special Court,2026-07-05,EMP004739,Filed
CHG000896,CR003676,CRT0100,Kolar Special Court,2025-10-13,EMP006164,Accepted
CHG000897,CR003678,CRT0017,Bengaluru Rural Senior Civil Court,2026-06-12,EMP001360,Filed
CHG000898,CR003692,CRT0127,Tumakuru Senior Civil Court,2026-05-04,EMP008629,Accepted
CHG000899,CR003701,CRT0126,Tumakuru District and Sessions Court,2025-02-16,EMP008295,Filed
CHG000900,CR003704,CRT0078,Hassan Civil Judge and JMFC Court,2026-05-30,EMP004731,Accepted
CHG000901,CR003707,CRT0046,Chikkamagaluru District and Sessions Court,2025-07-21,EMP003310,Filed
CHG000902,CR003708,CRT0039,Chamarajanagar Family Court,2024-10-18,EMP003259,Filed
CHG000903,CR003719,CRT0039,Chamarajanagar Family Court,2026-03-30,EMP003259,Filed
CHG000904,CR003720,CRT0140,Uttara Kannada Special Court,2025-07-16,EMP009445,Returned for Correction
CHG000905,CR003735,CRT0042,Chikkaballapura Senior Civil Court,2025-12-08,EMP003270,Filed
CHG000906,CR003741,CRT0108,Mandya Civil Judge and JMFC Court,2025-11-27,EMP006965,Accepted
CHG000907,CR003743,CRT0122,Shivamogga Senior Civil Court,2025-03-08,EMP008160,Filed
CHG000908,CR003749,CRT0127,Tumakuru Senior Civil Court,2025-05-14,EMP001621,Filed
CHG000909,CR003753,CRT0118,Raichur Civil Judge and JMFC Court,2026-08-29,EMP007804,Filed
CHG000910,CR003755,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2026-08-04,EMP002594,Filed
