occurrence_id,case_id,occurrence_datetime,time_slot,district,taluk,gram_panchayat,village,police_station,crime_latitude,crime_longitude
OCC001618,CR001618,2026-01-06 06:20:33,Afternoon,Chikkamagaluru,Chikkamagaluru,Lakya,Devarahalli,Koppa PS,13.326693,75.789196
OCC001619,CR001619,2025-08-28 13:30:45,Morning,Belagavi,Yaragatti,Akkisagar,Akkisagar,APMC Yard PS,15.869351,74.474358
OCC001620,CR001620,2025-02-17 04:00:05,Evening,Kalaburagi,Yadrami,Kachapura,Dumadri,University PS,17.352197,76.844502
OCC001621,CR001621,2025-09-30 19:50:58,Afternoon,Udupi,Brahmavara,38 Kalathur,38 Kalthur,Byndoor PS,13.361149,74.713328
OCC001622,CR001622,2025-04-07 10:00:15,Morning,Bengaluru Rural,Devanahalli,Kundana,Venkatapura,Nelamangala Rural PS,13.249658,77.55831
OCC001623,CR001623,2024-12-09 19:26:48,Evening,Kolar,Kolar,Sulur,Nagalapura,Nangli PS,13.158671,78.145114
OCC001624,CR001624,2025-12-27 06:36:51,Morning,Kolar,Srinivaspur,Hodali,Kotraguli,Rayalpad PS,13.161316,78.135007
OCC001625,CR001625,2026-06-26 23:35:46,Evening,Bengaluru Urban,Yelahanka,Doddajala,Doddajala,Nandini Layout PS,12.977255,77.576942
OCC001626,CR001626,2026-03-11 11:59:32,Afternoon,Belagavi,Savadatti,Badli,Ganiyal,Harugeri PS,15.871756,74.446132
OCC001627,CR001627,2024-10-01 09:44:34,Night,Kolar,Bangarapet,Soolikunte,Kuppanhalli,Gulpet PS,13.172854,78.11715
OCC001628,CR001628,2024-10-29 07:55:05,Evening,Chikkamagaluru,Chikkamagaluru,Shiravase,Suguduvani,Koppa PS,13.343081,75.821112
OCC001629,CR001629,2025-07-11 23:16:00,Evening,Hassan,Channarayapatna,Sundahalli,Hosahally,Channarayapatna Traffic PS,12.988831,76.097699
OCC001630,CR001630,2025-07-21 12:39:53,Afternoon,Chikkamagaluru,Narasimharajapura,Unknown,Thadasa,Jayapura PS,13.277905,75.719268
OCC001631,CR001631,2026-01-22 06:10:50,Evening,Shivamogga,Shivamogga,Unknown,Tevarachatnahalli,Bhadravathi Rural PS,13.904336,75.555115
OCC001632,CR001632,2024-11-28 22:46:28,Morning,Kolar,Bangarapet,Karahalli,Kavaraganahalli,Kamasamudram PS,13.101523,78.139562
OCC001633,CR001633,2025-09-11 09:08:53,Morning,Raichur,Lingasugur,Kota,Medinapur,Maski PS,16.171932,77.364924
OCC001634,CR001634,2026-04-19 19:31:56,Afternoon,Kalaburagi,Kalagi,Gotor,Kansoor,Ragavendranagar PS,17.350282,76.810267
OCC001635,CR001635,2024-10-20 14:34:09,Afternoon,Kolar,Malur,Araleri,Upparahalli,KGF CEN Crime PS,13.14539,78.146836
OCC001636,CR001636,2026-02-15 19:36:49,Evening,Chitradurga,Molakalmuru,Rayapura,Siddaiahnakote,Chitradurga Extension PS,14.2347,76.397066
OCC001637,CR001637,2026-02-14 03:58:11,Night,Chamarajanagar,Gundlupet,Kabballi,Halladapura,Chamarajanagar Traffic PS,11.9135,76.961417
OCC001638,CR001638,2025-03-04 02:36:07,Night,Kalaburagi,Kamalapur,Kinni Sadak,Bachnal,Alland PS,17.332528,76.827316
OCC001639,CR001639,2026-07-11 23:49:31,Evening,Raichur,Sirwar,Ballatagi,Dewatgal,Hutti PS,16.186358,77.326616
OCC001640,CR001640,2026-01-13 09:32:26,Afternoon,Kolar,Kolar,Beglihosahalli,Kallandur,Gownapalli PS,13.133992,78.129577
OCC001641,CR001641,2025-10-30 19:39:07,Morning,Kolar,Kolar Gold Field,Ramasagara,Nernahalli,Oorgaum PS,13.184834,78.08461
OCC001642,CR001642,2026-04-30 05:35:12,Evening,Dakshina Kannada,Beltangadi,Neriya,Neriya,Surathkal PS,12.871446,74.882216
OCC001643,CR001643,2025-08-01 14:34:01,Afternoon,Belagavi,Belagavi,Sulebhavi,Khanagaon (B.K),Chikkodi Town Traffic PS,15.873796,74.487292
OCC001644,CR001644,2026-01-30 14:29:28,Afternoon,Haveri,Hangal,Hullatti,Hullatti,Adur PS,14.783736,75.390633
OCC001645,CR001645,2025-06-11 17:46:41,Morning,Belagavi,Mudalgi,Munyal,Rangapur,Nesargi PS,15.863495,74.535412
OCC001646,CR001646,2024-11-20 04:57:35,Afternoon,Mysuru,Piriyapatna,Komalapura,Seegekorekaval,Bylakuppe PS,12.260347,76.67237
OCC001647,CR001647,2025-02-03 08:52:28,Evening,Dharwad,Dharwad,Pudkalakatti,Pudakalakatti,Gudageri PS,15.453266,74.974607
OCC001648,CR001648,2026-07-03 04:48:54,Afternoon,Yadgir,Yadgir,Mundargi,Kurkumbal,Saidapur PS,16.794315,77.157917
OCC001649,CR001649,2026-06-21 05:06:18,Night,Raichur,Lingasugur,Hunur,Byalihal,Yeregera PS,16.221814,77.335883
OCC001650,CR001650,2025-02-24 18:33:25,Morning,Tumakuru,Gubbi,Belavatha,Belavatha,Amruthur PS,13.387909,77.08182
OCC001651,CR001651,2025-10-18 20:12:36,Night,Tumakuru,Chiknayakanhalli,Kandikere,Gotigenahalli,Kibbanhalli PS,13.349958,77.134596
OCC001652,CR001652,2025-02-22 04:30:23,Morning,Udupi,Kapu,Mudarangadi,Santhoor,Shankaranarayana PS,13.320066,74.729408
OCC001653,CR001653,2026-07-12 01:49:02,Morning,Chamarajanagar,Gundlupet,Puttanapura,Putthanapura,Chamarajanagar Traffic PS,11.903814,76.974534
OCC001654,CR001654,2026-04-29 21:05:35,Morning,Kolar,Bangarapet,Chikka Ankandahally,Bhavarahalli,Gownapalli PS,13.108981,78.104447
OCC001655,CR001655,2026-05-24 11:44:06,Morning,Chitradurga,Challakere,Belagere,Gorlathu,Chitradurga CEN Crime PS,14.207357,76.385195
OCC001656,CR001656,2025-12-29 17:20:16,Night,Hassan,Sakleshpur,Kuniganahalli,Harakanahalli,Dudda PS,13.014584,76.11055
OCC001657,CR001657,2025-10-01 01:25:30,Morning,Belagavi,Savadatti,Goravanakolla,Ramanagar,Belgaum North Traffic PS,15.88349,74.544871
OCC001658,CR001658,2026-04-09 16:08:51,Morning,Kalaburagi,Kamalapur,Muddadaga,Murdi,Ferhatabad PS,17.301932,76.825666
OCC001659,CR001659,2026-01-12 02:51:28,Night,Kolar,Malur,Thrunasi,Durasandahalli,Gulpet PS,13.135576,78.126057
OCC001660,CR001660,2025-08-11 12:16:53,Late Night,Mysuru,Nanjangud,Hemmaragala,Kumbarahalli,Nanjanagudu Rural PS,12.334157,76.619823
OCC001661,CR001661,2025-01-02 16:14:12,Afternoon,Bengaluru South,Magadi,Chikkahalli,Sannenahalli,Harohalli PS,13.009914,77.590221
OCC001662,CR001662,2025-01-18 20:56:08,Night,Bengaluru Urban,Anekal,Ballur,Arehalli,East Zone Women PS,12.920583,77.604607
OCC001663,CR001663,2025-06-14 19:18:44,Night,Mysuru,Nanjangud,Duggahalli,Yalehalli,Ashokpuram PS,12.347341,76.605965
OCC001664,CR001664,2025-08-08 12:37:40,Morning,Raichur,Maski,Vatagal,Parasapur,Manvi PS,16.193409,77.369755
OCC001665,CR001665,2026-05-15 19:14:51,Morning,Kodagu,Somvarpet,Madapura,Iggodlu,Kushalanagar Rural PS,12.38113,75.77352
OCC001666,CR001666,2024-11-19 16:46:12,Night,Tumakuru,Koratagere,Budagavi,Marenayakanahalli,Thirumani PS,13.290822,77.13461
OCC001667,CR001667,2026-05-02 15:58:44,Night,Mandya,Pandavapura,Haravoo,Shyadanahalli,Belakavadi PS,12.57417,76.87799
OCC001668,CR001668,2025-10-09 17:19:17,Night,Tumakuru,Turuvekere,Dandinashivara,Siddapura,Nonavinakere PS,13.360489,77.094661
OCC001669,CR001669,2025-02-04 03:43:47,Evening,Mandya,Nagamangala,Tuppadamadu,Kallukomari,Mandya CEN Crime PS,12.55165,76.908057
OCC001670,CR001670,2026-04-18 18:45:43,Morning,Bengaluru Urban,Bengaluru East,Manduru,Thirumenahalli,Viveknagar PS,12.988055,77.593235
OCC001671,CR001671,2026-05-05 00:35:09,Evening,Kolar,Mulbagal,Mallanayakanahalli,Puttenahalli,Kyasamballi Police Station,13.107891,78.12244
OCC001672,CR001672,2025-02-04 05:07:57,Evening,Tumakuru,Madhugiri,Kodlapura,Immadagondanahalli,Madhugiri PS,13.312337,77.085847
OCC001673,CR001673,2025-08-31 13:14:12,Night,Kalaburagi,Sedam,Lingampalli,Bomdepalli,Mudhol PS,17.348529,76.842062
OCC001674,CR001674,2024-12-23 13:22:37,Afternoon,Chikkaballapura,Gauribidanur,Kurudi,Kurudi,Peresandra PS,13.453694,77.690681
OCC001675,CR001675,2024-09-23 06:16:33,Evening,Mysuru,Saraguru,Bidarahalli,Bettadavare Hundi,Yelawala PS,12.331371,76.604978
OCC001676,CR001676,2025-12-08 10:52:47,Afternoon,Kalaburagi,Yadrami,Malli,Malli,Chittapura PS,17.383738,76.84785
OCC001677,CR001677,2025-08-18 08:46:32,Afternoon,Belagavi,Khanapur,Godoli,Godholi,Belgaum North Traffic PS,15.875854,74.518651
OCC001678,CR001678,2025-09-18 16:28:45,Evening,Dharwad,Navalgund,Shirur,Shirur,Dharwad Sub-Urban PS,15.429224,74.961375
OCC001679,CR001679,2025-05-14 03:40:31,Night,Mysuru,Piriyapatna,Haranahalli,Ganganakuppe,Saraswathipuram PS,12.249048,76.651841
OCC001680,CR001680,2025-10-29 17:56:10,Morning,Tumakuru,Gubbi,Chellur,Seegenahalli,Chelur PS,13.307735,77.10723
OCC001681,CR001681,2026-06-11 01:04:55,Night,Kalaburagi,Jevargi,Biriyal B.,Malla (B),Wadi PS,17.38196,76.851576
OCC001682,CR001682,2025-02-10 12:26:52,Evening,Kalaburagi,Aland,Jidaga,Shakhapur,Malkhed PS,17.36512,76.869672
OCC001683,CR001683,2024-10-14 05:52:22,Morning,Belagavi,Bailahongala,Chikkabagewadi,Benachinamardi,Khanapur PS,15.882253,74.501203
OCC001684,CR001684,2024-07-23 11:32:02,Night,Haveri,Savanur,Kunimellihalli,Melligatti,Haveri Women PS,14.820448,75.431078
OCC001685,CR001685,2026-01-09 01:39:34,Evening,Bengaluru Urban,Yelahanka,Bettahalasooru,Gadenahalli,Soladevanahalli PS,12.956643,77.585921
OCC001686,CR001686,2024-12-05 00:48:14,Afternoon,Raichur,Lingasugur,Gorebal,Halbhavi,Hutti PS,16.195678,77.32897
OCC001687,CR001687,2024-12-17 02:41:00,Night,Davanagere,Channagiri,Kariganur,Kallenahalli,Davanagere CEN Crime PS,14.448521,75.887511
OCC001688,CR001688,2024-07-26 20:46:15,Evening,Kalaburagi,Aland,Nimbal,Khedomerga,Roza PS,17.312985,76.868336
OCC001689,CR001689,2025-02-17 06:11:21,Morning,Kolar,Bangarapet,Doddavalagamadi,Maliyangurki Amanikere,Kolar CEN Crime PS,13.129825,78.128744
OCC001690,CR001690,2026-04-30 17:03:37,Night,Kolar,Mulbagal,Emmenatha,Padakasti,Champion Reefs PS,13.164704,78.173334
OCC001691,CR001691,2025-09-25 22:15:41,Evening,Kolar,Srinivaspur,Nelavanki,Nelavanki,Bangarpet PS,13.107295,78.102608
OCC001692,CR001692,2025-07-06 03:41:43,Evening,Tumakuru,Tiptur,Huchhagondanahalli,Chikkamarapanahalli,Tavarekere PS,13.30711,77.143048
OCC001693,CR001693,2024-10-10 07:04:50,Night,Chikkaballapura,Sidlaghatta,Thimmanayakana Halli,Rayappanahalli,Nandi Giridhama PS,13.428123,77.6972
OCC001694,CR001694,2026-02-24 04:23:03,Morning,Tumakuru,Kunigal,Begur,Mallagatta,Badavanahalli PS,13.326,77.086121
OCC001695,CR001695,2025-07-25 23:00:22,Night,Tumakuru,Gubbi,Nittur,Bagur,Tiptur Town PS,13.318,77.070863
OCC001696,CR001696,2026-06-28 21:08:56,Morning,Bengaluru Urban,Yelahanka,Singanayakanahalli,Singanayakanahalli,K.R.Puram Traffic PS,12.965015,77.60109
OCC001697,CR001697,2025-06-18 08:37:53,Night,Chitradurga,Hosdurga,Srirampura,Kachapura,Srirampura PS,14.206513,76.442942
OCC001698,CR001698,2026-06-08 03:16:41,Morning,Chikkaballapura,Chintamani,Kadadanamari,Gummasettihalli,Nandi Giridhama PS,13.434717,77.711137
OCC001699,CR001699,2024-12-18 00:07:42,Night,Tumakuru,Sira,Dodda Agrahara,Nimbemaradahalli,Chelur PS,13.300603,77.111216
OCC001700,CR001700,2025-11-17 02:13:13,Morning,Chamarajanagar,Gundlupet,Padaguru,Hooradahalli,Chamarajanagar Traffic PS,11.901418,76.973224
OCC001701,CR001701,2025-07-18 21:35:33,Morning,Tumakuru,Tumakuru,Sitakallu,Seethakal,Handanakere PS,13.332697,77.058019
OCC001702,CR001702,2024-09-21 18:57:46,Night,Haveri,Savanur,Shirabadagi,Shirabadgi,Bankapura PS,14.783166,75.379627
OCC001703,CR001703,2024-09-29 07:01:31,Afternoon,Bagalkote,Bilgi,Sunag,Sunaga,Ilakal Rural PS,16.20901,75.678772
OCC001704,CR001704,2025-02-21 23:25:07,Night,Belagavi,Hukkeri,Naganur K D,Bidrewadi,Shahapura PS,15.869692,74.466349
OCC001705,CR001705,2025-11-06 15:13:40,Evening,Mandya,Maddur,Hosakere,Lakkasandra,Belakavadi PS,12.56671,76.869934
OCC001706,CR001706,2024-10-15 15:06:24,Afternoon,Chikkamagaluru,Kadur,Garje,G.Madapura,Koppa PS,13.345699,75.808163
OCC001707,CR001707,2025-02-05 18:04:58,Morning,Raichur,Manvi,Pothnal,Jeenur,Idapanur PS,16.235595,77.384275
OCC001708,CR001708,2025-09-22 22:40:53,Morning,Raichur,Lingasugur,Kalapur,Aidanhal,Market Yard PS,16.155851,77.31973
OCC001709,CR001709,2025-12-08 01:44:28,Night,Vijayapura,Talikoti,B.Salawadagi,Salawadagi,Alamatti PS,16.844253,75.722597
OCC001710,CR001710,2024-09-27 18:50:29,Afternoon,Hassan,Arsikere,Madalu,Yachagondanahalli,Hassan CEN Crime PS,13.032903,76.077284
OCC001711,CR001711,2026-01-26 09:28:49,Afternoon,Chikkaballapura,Sidlaghatta,Venkatapura,Baluvanahalli,Nandi Giridhama PS,13.401845,77.701077
OCC001712,CR001712,2026-06-27 04:48:19,Night,Mandya,Mandya,Mudagandur,M. Honnenahalli,Malavalli Town PS,12.484461,76.917835
OCC001713,CR001713,2026-03-21 12:11:54,Night,Shivamogga,Sorab,Mavali,Arekoppa,Shikaripura Rural PS,13.909685,75.618707
OCC001714,CR001714,2024-10-16 16:48:06,Morning,Belagavi,Mudalgi,Avaradi,Avaradi,Ankalgi PS,15.859891,74.510224
OCC001715,CR001715,2025-12-26 10:46:37,Night,Raichur,Maski,Halapur,Yeddal Dinni,Shakti Nagar PS,16.200245,77.357489
OCC001716,CR001716,2025-02-23 20:30:57,Afternoon,Shivamogga,Shikarpur,Guddadathummenakatte,Guddada Thumminakatte,Bhadravathi Old Town PS,13.955201,75.53198
OCC001717,CR001717,2026-04-17 11:24:06,Evening,Yadgir,Yadgir,Haligera,Halgera,Gogi PS,16.749505,77.124508
OCC001718,CR001718,2025-11-08 16:04:18,Evening,Belagavi,Ramdurg,Haletorgal,Ramapur,Katkol PS,15.902249,74.48347
OCC001719,CR001719,2025-01-14 10:30:00,Evening,Tumakuru,Chiknayakanhalli,Dasodi,Dasudi,Kora PS,13.369459,77.122517
OCC001720,CR001720,2025-01-05 17:08:31,Morning,Bagalkote,Badami,Alur-Sk,Talakawad,Mahalingapur PS,16.179902,75.667543
OCC001721,CR001721,2025-05-20 14:16:07,Morning,Kalaburagi,Kalagi,Unknown,Donnur,Jewargi PS,17.353206,76.81205
OCC001722,CR001722,2026-01-24 08:13:39,Afternoon,Mysuru,Mysuru,Keelanapura,Keelanapura,Bylakuppe PS,12.285257,76.662907
OCC001723,CR001723,2026-02-15 02:47:42,Morning,Kolar,Kolar Gold Field,Gatta Madamangala,Ghattamadamangala,Budikote Police Station,13.164802,78.114244
OCC001724,CR001724,2025-12-23 07:28:30,Evening,Kalaburagi,Kalaburagi,Nandikoor,Nandikur,Afzalpur PS,17.309761,76.838938
OCC001725,CR001725,2025-04-19 07:31:44,Morning,Tumakuru,Turuvekere,Dandinashivara,Siddapura,Nonavinakere PS,13.360119,77.093144
OCC001726,CR001726,2025-05-23 21:23:44,Morning,Davanagere,Nyamathi,Chinnikatte,Belalakatte,Honnali PS,14.471437,75.926969
OCC001727,CR001727,2026-02-26 08:58:30,Evening,Bengaluru South,Harohalli,Doddamaralavadi,Hosahalli,Kodihalli PS,12.937671,77.612636
OCC001728,CR001728,2024-08-27 18:29:15,Night,Hassan,Alur,Hunasavalli,Mavanoor,Dudda PS,12.99826,76.126763
OCC001729,CR001729,2026-05-16 19:52:20,Morning,Chitradurga,Hosdurga,Sanihalli,Kabbinakere,Chitrahalli Gate PS,14.256822,76.406704
OCC001730,CR001730,2025-09-29 09:17:51,Night,Mysuru,Hunsur,Mukanhalli,Kirijaji,Kuvempunagar PS,12.291232,76.641314
OCC001731,CR001731,2024-12-10 05:31:03,Evening,Koppal,Kushtagi,Adavibhavi,Mudhotagi,Gangavathi Rural PS,15.301432,76.121041
OCC001732,CR001732,2025-02-02 21:35:23,Afternoon,Tumakuru,Chiknayakanhalli,Barakanallu,Belavadi,Y.N. Hosakote PS,13.375016,77.079287
OCC001733,CR001733,2025-02-06 17:53:41,Night,Mandya,Mandya,Mangala,Hebbakavadi,K.R. Pet Rural PS,12.505125,76.84845
OCC001734,CR001734,2025-02-18 04:04:14,Evening,Dharwad,Navalgund,Yemanur,Arekurahatti,Navalgund PS,15.442048,74.973731
OCC001735,CR001735,2024-09-03 16:54:00,Night,Mysuru,Tirumakudal - Narsipur,Holesalu,Koppalu (Kalihundi),Mysuru CEN Crime PS,12.322203,76.693998
OCC001736,CR001736,2026-06-29 19:38:57,Evening,Tumakuru,Madhugiri,Dabbeghatta,Dabbeghatta,Pavagada PS,13.374822,77.113035
OCC001737,CR001737,2024-09-22 18:51:00,Night,Chitradurga,Challakere,Bedareddihalli,Byadareddyhalli,Chitrahalli Gate PS,14.25009,76.421771
OCC001738,CR001738,2024-09-09 23:19:07,Late Night,Kolar,Mulbagal,Kappalamadugu,Srirangapura,Malur PS,13.138398,78.092204
OCC001739,CR001739,2024-11-09 17:18:37,Night,Davanagere,Channagiri,Nalluru,Nallur,KTJ Nagar PS,14.46707,75.880438
OCC001740,CR001740,2025-01-27 14:42:42,Afternoon,Belagavi,Khanapur,Halakarni,Dukkarwadi,Nippani Town PS,15.814795,74.533947
OCC001741,CR001741,2024-10-08 08:55:26,Night,Hassan,Arsikere,Narasipura,Jannavara,Hallymysore PS,13.041517,76.099682
OCC001742,CR001742,2025-10-28 18:51:55,Late Night,Kolar,Malur,Doddashivara,Haripura,Oorgaum PS,13.156106,78.089032
OCC001743,CR001743,2025-10-12 14:40:29,Evening,Kalaburagi,Afzalpur,Goura B,Shirwad,Sedam PS,17.320766,76.846359
OCC001744,CR001744,2025-11-16 01:43:59,Morning,Kolar,Mulbagal,Hebbani,Punyahalli,Andersonpet PS,13.170618,78.108214
OCC001745,CR001745,2025-09-03 03:38:17,Evening,Kolar,Srinivaspur,Kurigepalli,Baddipalli,Bethamangala PS,13.166015,78.102745
OCC001746,CR001746,2026-03-06 21:17:29,Evening,Shivamogga,Sorab,Gendla,Nittakki,Vinobanagara PS,13.921712,75.574613
OCC001747,CR001747,2024-07-30 13:00:28,Evening,Hassan,Belur,Chatchatnahalli,Chatchatnahalli,Halebeedu PS,12.986344,76.100234
OCC001748,CR001748,2025-09-05 00:17:39,Morning,Belagavi,Belagavi,Unknown,Belagavi,Marihal PS,15.872913,74.525269
OCC001749,CR001749,2024-08-19 05:27:52,Evening,Tumakuru,Madhugiri,Unknown,Thirumaladevarahalli,Arasikere PS,13.312241,77.071292
OCC001750,CR001750,2025-11-27 18:26:58,Afternoon,Kalaburagi,Kalaburagi,Heroor B,Maniyal,Malkhed PS,17.349052,76.831265
OCC001751,CR001751,2025-09-10 22:57:33,Morning,Kalaburagi,Jevargi,Jeratgi,Yatnoor,Kalaburagi CEN Crime PS,17.363587,76.875655
OCC001752,CR001752,2024-12-19 08:51:11,Morning,Mysuru,Nanjangud,Hallare,Malkundi,Alanahally PS,12.317263,76.602721
OCC001753,CR001753,2025-07-05 22:22:33,Morning,Chikkamagaluru,Chikkamagaluru,Avuthi,Masagali,Koppa PS,13.312789,75.808819
OCC001754,CR001754,2026-06-16 23:38:14,Night,Hassan,Hassan,Hanumanthapura,Kabbinahalli,Arasikere Rural PS,13.012153,76.119295
OCC001755,CR001755,2025-10-31 02:11:39,Morning,Dharwad,Dharwad,Halligeri,Mavinakoppa,Navalgund PS,15.444092,74.99285
OCC001756,CR001756,2025-12-12 19:01:23,Morning,Bengaluru Urban,Bengaluru South,Chunchanakuppe,Seshagiripura,Halasur Gate Traffic PS,12.989169,77.611935
OCC001757,CR001757,2025-04-05 10:16:45,Night,Kolar,Srinivaspur,Nelavanki,Manchineellakote,Budikote Police Station,13.166466,78.082048
OCC001758,CR001758,2025-03-20 00:39:34,Night,Uttara Kannada,Kumta,Hanehalli,Bankikodla,Chittakula PS,14.767744,74.672185
OCC001759,CR001759,2025-02-22 16:31:39,Evening,Kalaburagi,Sedam,Ribbanpalli,Anantapur,Alland PS,17.342272,76.845221
OCC001760,CR001760,2025-03-27 18:34:33,Morning,Chikkamagaluru,Sringeri,Menase,Halandur,Jayapura PS,13.255318,75.731606
OCC001761,CR001761,2025-08-26 16:13:16,Evening,Kalaburagi,Sedam,Malkhed,Malkhed (J),Shahabad Town PS,17.30651,76.823453
OCC001762,CR001762,2024-07-21 05:37:58,Morning,Kalaburagi,Kalaburagi,Bhopal Tegnur,Venkatbennur,Roza PS,17.332717,76.863021
OCC001763,CR001763,2024-08-01 22:48:18,Morning,Uttara Kannada,Siddapur,Halgeri,Nagarbhavi,Bhatkal Rural PS,14.828151,74.738927
OCC001764,CR001764,2026-02-05 20:03:01,Evening,Dakshina Kannada,Sulya,Balila,Mupperia,Ullal PS,12.956688,74.833843
OCC001765,CR001765,2024-09-11 09:17:26,Evening,Koppal,Kushtagi,Jumlapur,Muddalgundi,Yelburga PS,15.40295,76.136371
OCC001766,CR001766,2024-08-10 00:35:17,Night,Tumakuru,Tumakuru,Unknown,Kyatsandra,Kallambella PS,13.296009,77.105388
OCC001767,CR001767,2025-11-11 22:31:30,Evening,Mysuru,Krishnarajanagara,Hosaagrahara,Hosa Agrahara,H.D. Kote PS,12.258286,76.688131
OCC001768,CR001768,2024-07-15 12:15:29,Morning,Kalaburagi,Kalaburagi,Nandikoor,Nandikur,Afzalpur PS,17.312787,76.842324
OCC001769,CR001769,2025-12-07 08:36:00,Afternoon,Bengaluru Urban,Bengaluru East,Kittaganuru,Kithiganur,Kadugodi PS,13.001179,77.636358
OCC001770,CR001770,2026-06-10 23:47:12,Morning,Uttara Kannada,Bhatkal,Hadavalli,Kurandur,Karwar Town PS,14.822289,74.65274
OCC001771,CR001771,2024-11-07 10:44:33,Night,Chitradurga,Holalkere,Upparigenahalli,Shankaranahalli,Chitradurga CEN Crime PS,14.1766,76.373424
OCC001772,CR001772,2026-01-11 03:44:43,Evening,Dharwad,Kalghatgi,Tavargeri,Yalavadal,Hubli North Traffic PS,15.487424,75.060739
OCC001773,CR001773,2026-06-04 01:52:30,Afternoon,Bagalkote,Bagalkot,Chikkamyageri,Chick Myageri,Ilakal PS,16.221581,75.709616
OCC001774,CR001774,2026-01-31 14:03:32,Night,Tumakuru,Gubbi,Nittur,Nittur,Handanakere PS,13.30999,77.087218
OCC001775,CR001775,2024-07-25 12:35:58,Morning,Chikkaballapura,Gauribidanur,Muddalodu,Gollahalli,Peresandra PS,13.470254,77.725739
OCC001776,CR001776,2024-09-22 22:52:42,Night,Dakshina Kannada,Beltangadi,Neriya,Neriya,Surathkal PS,12.868895,74.88061
OCC001777,CR001777,2026-01-18 05:05:43,Afternoon,Dakshina Kannada,Mangaluru,Gurupura,Mulur (Ct),Puttur Town PS,12.917285,74.860438
OCC001778,CR001778,2025-11-14 06:04:57,Evening,Kolar,Kolar,Madderi,Devarahalli,Gulpet PS,13.149396,78.118956
OCC001779,CR001779,2024-12-30 22:29:19,Evening,Chikkamagaluru,Ajjampura,Begur,Guddadahalli,Koppa PS,13.349688,75.796017
OCC001780,CR001780,2024-12-24 03:38:00,Night,Mysuru,Hunsur,Neralakuppe,Habbanakuppe K.G,Jayalakshmipuram PS,12.308749,76.653295
OCC001781,CR001781,2024-09-05 21:52:15,Late Night,Tumakuru,Koratagere,Bichapura,Hanumenahalli,Medigeshi PS,13.317044,77.046052
OCC001782,CR001782,2024-09-15 13:02:36,Late Night,Bengaluru South,Channapatna,Bhoohally,Bukkasagara,Akkur PS,12.930289,77.566019
OCC001783,CR001783,2024-09-10 07:44:50,Evening,Uttara Kannada,Sirsi,Bhairumbe,Golikoppa,UK CEN Crime PS,14.773476,74.658618
OCC001784,CR001784,2026-04-19 21:42:46,Night,Hassan,Belur,Adagooru,Kodihalli,Belur PS,12.966239,76.10716
OCC001785,CR001785,2024-12-26 05:56:38,Evening,Dakshina Kannada,Beltangadi,Arasinamakki,Rekhya,Konaje PS,12.936809,74.851531
OCC001786,CR001786,2025-01-06 18:05:35,Evening,Kodagu,Kushalnagar,Guddehosur,Guddehosuru,Napoklu PS,12.293134,75.828522
OCC001787,CR001787,2024-09-17 06:44:33,Evening,Dakshina Kannada,Puttur,Aryapu,Aryapu (Rural),Belthangadi PS,12.863724,74.907172
OCC001788,CR001788,2025-08-13 04:40:52,Afternoon,Yadgir,Gurmitakal,Chinnakara,Gunjunur,Saidapur PS,16.790714,77.172458
OCC001789,CR001789,2025-10-05 17:03:44,Night,Bengaluru Urban,Yelahanka,Marenahalli,Marenahalli,HSR Layout PS,12.949523,77.570488
OCC001790,CR001790,2025-05-30 10:33:50,Afternoon,Belagavi,Yaragatti,Akkisagar,Akkisagar,Kagwad PS,15.830018,74.529182
OCC001791,CR001791,2025-12-23 19:16:20,Afternoon,Chikkaballapura,Bagepalli,Ghantumvaripalli,Yalakkilavaradinne,Peresandra PS,13.477386,77.713073
OCC001792,CR001792,2025-01-15 05:21:09,Afternoon,Gadag,Shirahatti,Konchigeri,Konchigeri,Nargund PS,15.417263,75.626882
OCC001793,CR001793,2025-12-12 03:10:05,Morning,Shivamogga,Tirthahalli,Konanduru,Halavanahalli,Kumsi PS,13.928623,75.557191
OCC001794,CR001794,2025-02-10 12:31:58,Evening,Shivamogga,Sagar,Sannashanubhog,Valur,Doddapete PS,13.902661,75.609131
OCC001795,CR001795,2025-12-17 01:35:18,Evening,Dakshina Kannada,Beltangadi,Hosangady,Badakodi,Kankanady Town PS,12.932612,74.90239
OCC001796,CR001796,2025-11-30 14:42:44,Night,Kalaburagi,Yadrami,Balbatti,Kachur,Chittapura PS,17.362107,76.851937
OCC001797,CR001797,2024-07-21 10:57:08,Morning,Dakshina Kannada,Beltangadi,Thannirupantha,Thannirpantha,Bajpe PS,12.884608,74.870443
OCC001798,CR001798,2026-05-16 17:49:19,Night,Davanagere,Channagiri,Maravanji,Maravanji,Davanagere Rural PS,14.461506,75.905257
OCC001799,CR001799,2025-08-29 12:34:00,Night,Belagavi,Belagavi,Unknown,Hindalgi (Ct),Marihal PS,15.893062,74.511591
OCC001800,CR001800,2025-01-24 01:39:37,Morning,Bengaluru Urban,Bengaluru North,Kittanahalli,Bettahalli,Mico Layout PS,12.99079,77.5884
OCC001801,CR001801,2025-01-26 05:42:10,Night,Mysuru,Saligrama,Sheegavalu,Kulume Hosuru,Hebbal PS,12.298652,76.659693
