arrest_id,case_id,accused_person_id,arrest_date,arresting_officer_id
ARR001620,CR002011,A002011,2024-12-11,EMP000016
ARR001621,CR002012,A002012,2025-06-11,EMP007982
ARR001622,CR002013,A002013,2025-10-19,EMP007027
ARR001623,CR002014,A002014,2025-07-17,EMP008057
ARR001624,CR002016,A002016,2024-09-22,EMP003369
ARR001625,CR002017,A002017,2025-09-08,EMP003327
ARR001626,CR002018,A002018,2026-01-21,EMP006322
ARR001627,CR002019,A002019,2025-11-22,EMP008689
ARR001628,CR002021,A002021,2026-05-11,EMP004651
ARR001629,CR002022,A002022,2025-07-20,EMP006112
ARR001630,CR002023,A002023,2024-10-18,EMP005165
ARR001631,CR002024,A002024,2026-01-16,EMP003282
ARR001632,CR002025,A002025,2024-11-07,EMP004247
ARR001633,CR002027,A002027,2025-04-16,EMP004944
ARR001634,CR002028,A002028,2025-08-31,EMP000012
ARR001635,CR002029,A002029,2025-07-12,EMP009223
ARR001636,CR002030,A002030,2024-10-24,EMP003282
ARR001637,CR002032,A002032,2025-04-05,EMP000621
ARR001638,CR002033,A002033,2025-10-26,EMP002248
ARR001639,CR002035,A002035,2025-07-24,EMP009917
ARR001640,CR002037,A002037,2025-10-02,EMP003298
ARR001641,CR002039,A002039,2026-07-06,EMP000815
ARR001642,CR002040,A002040,2025-03-23,EMP002197
ARR001643,CR002042,A002042,2025-11-12,EMP004839
ARR001644,CR002043,A002043,2024-11-02,EMP005889
ARR001645,CR002044,A002044,2025-06-08,EMP007782
ARR001646,CR002046,A002046,2025-04-07,EMP003369
ARR001647,CR002047,A002047,2026-04-10,EMP006291
ARR001648,CR002048,A002048,2024-11-25,EMP004841
ARR001649,CR002049,A002049,2025-02-11,EMP005331
ARR001650,CR002050,A002050,2024-08-29,EMP004679
ARR001651,CR002051,A002051,2026-03-01,EMP001890
ARR001652,CR002052,A002052,2024-10-09,EMP002283
ARR001653,CR002053,A002053,2024-09-26,EMP007926
ARR001654,CR002054,A002054,2024-11-22,EMP006660
ARR001655,CR002056,A002056,2025-07-08,EMP001587
ARR001656,CR002057,A002057,2025-04-22,EMP003301
ARR001657,CR002058,A002058,2024-08-29,EMP001272
ARR001658,CR002059,A002059,2024-10-07,EMP001484
ARR001659,CR002063,A002063,2025-10-11,EMP009747
ARR001660,CR002064,A002064,2025-02-22,EMP006081
ARR001661,CR002066,A002066,2024-12-19,EMP008426
ARR001662,CR002067,A002067,2025-02-22,EMP009941
ARR001663,CR002068,A002068,2025-06-17,EMP006662
ARR001664,CR002069,A002069,2026-06-29,EMP007992
ARR001665,CR002070,A002070,2025-02-20,EMP005494
ARR001666,CR002072,A002072,2024-09-29,EMP003312
ARR001667,CR002073,A002073,2026-05-02,EMP008019
ARR001668,CR002074,A002074,2025-02-28,EMP008158
ARR001669,CR002075,A002075,2025-09-14,EMP003286
ARR001670,CR002076,A002076,2024-12-07,EMP008332
ARR001671,CR002077,A002077,2025-07-21,EMP008248
ARR001672,CR002078,A002078,2026-07-04,EMP006672
ARR001673,CR002079,A002079,2024-10-19,EMP003290
ARR001674,CR002080,A002080,2025-01-28,EMP004965
ARR001675,CR002081,A002081,2024-09-11,EMP005003
ARR001676,CR002082,A002082,2025-10-29,EMP005156
ARR001677,CR002084,A002084,2025-05-13,EMP009235
ARR001678,CR002085,A002085,2026-04-11,EMP000861
ARR001679,CR002086,A002086,2024-12-19,EMP001750
ARR001680,CR002087,A002087,2026-04-27,EMP006294
ARR001681,CR002090,A002090,2024-08-25,EMP007408
ARR001682,CR002091,A002091,2025-10-20,EMP005321
ARR001683,CR002093,A002093,2025-12-04,EMP003254
ARR001684,CR002095,A002095,2026-06-27,EMP008594
ARR001685,CR002096,A002096,2024-08-05,EMP006097
ARR001686,CR002097,A002097,2025-02-04,EMP007237
ARR001687,CR002098,A002098,2025-07-23,EMP000907
ARR001688,CR002100,A002100,2026-06-25,EMP003303
ARR001689,CR002101,A002101,2025-06-19,EMP001268
ARR001690,CR002102,A002102,2025-12-18,EMP003308
ARR001691,CR002103,A002103,2026-05-01,EMP007151
ARR001692,CR002104,A002104,2025-03-29,EMP001691
ARR001693,CR002106,A002106,2025-01-22,EMP001022
ARR001694,CR002107,A002107,2024-08-14,EMP003257
ARR001695,CR002109,A002109,2025-12-03,EMP003294
ARR001696,CR002110,A002110,2026-03-30,EMP008638
ARR001697,CR002111,A002111,2025-11-20,EMP001606
ARR001698,CR002112,A002112,2025-01-13,EMP006132
ARR001699,CR002115,A002115,2024-12-22,EMP008001
ARR001700,CR002117,A002117,2025-01-30,EMP002901
ARR001701,CR002118,A002118,2025-07-02,EMP005014
ARR001702,CR002119,A002119,2026-01-19,EMP000621
ARR001703,CR002121,A002121,2025-09-11,EMP008004
ARR001704,CR002122,A002122,2025-03-13,EMP000058
ARR001705,CR002123,A002123,2024-11-29,EMP003304
ARR001706,CR002124,A002124,2026-06-01,EMP004661
ARR001707,CR002125,A002125,2024-12-13,EMP008160
ARR001708,CR002126,A002126,2025-06-18,EMP004683
ARR001709,CR002127,A002127,2025-09-14,EMP004873
ARR001710,CR002128,A002128,2025-06-12,EMP006672
ARR001711,CR002129,A002129,2025-10-21,EMP001539
ARR001712,CR002130,A002130,2024-12-02,EMP002033
ARR001713,CR002131,A002131,2025-11-21,EMP003260
ARR001714,CR002132,A002132,2026-05-02,EMP000884
ARR001715,CR002133,A002133,2026-07-24,EMP009821
ARR001716,CR002134,A002134,2025-04-06,EMP008512
ARR001717,CR002135,A002135,2025-11-14,EMP000955
ARR001718,CR002136,A002136,2025-05-02,EMP002787
ARR001719,CR002137,A002137,2024-11-22,EMP006122
ARR001720,CR002138,A002138,2025-03-29,EMP007627
ARR001721,CR002139,A002139,2025-08-29,EMP004819
ARR001722,CR002140,A002140,2026-06-10,EMP001305
ARR001723,CR002142,A002142,2026-02-24,EMP006929
ARR001724,CR002143,A002143,2025-11-02,EMP008601
ARR001725,CR002144,A002144,2025-09-30,EMP007535
ARR001726,CR002146,A002146,2026-06-26,EMP007217
ARR001727,CR002147,A002147,2024-08-22,EMP009758
ARR001728,CR002148,A002148,2025-12-06,EMP003261
ARR001729,CR002149,A002149,2025-08-04,EMP005221
ARR001730,CR002150,A002150,2025-02-02,EMP004686
ARR001731,CR002151,A002151,2025-03-08,EMP003620
ARR001732,CR002152,A002152,2025-05-30,EMP008389
ARR001733,CR002153,A002153,2025-08-06,EMP004191
ARR001734,CR002156,A002156,2025-05-22,EMP004906
ARR001735,CR002158,A002158,2026-07-11,EMP003364
ARR001736,CR002159,A002159,2025-09-26,EMP003258
ARR001737,CR002160,A002160,2025-12-26,EMP003268
ARR001738,CR002161,A002161,2025-08-28,EMP008584
ARR001739,CR002162,A002162,2025-11-01,EMP001273
ARR001740,CR002163,A002163,2026-02-27,EMP004402
ARR001741,CR002164,A002164,2026-02-22,EMP000943
ARR001742,CR002166,A002166,2026-02-17,EMP009241
ARR001743,CR002168,A002168,2024-09-05,EMP001334
ARR001744,CR002169,A002169,2025-01-05,EMP000922
ARR001745,CR002170,A002170,2026-03-29,EMP003458
ARR001746,CR002171,A002171,2026-02-13,EMP008882
ARR001747,CR002173,A002173,2026-01-08,EMP009220
ARR001748,CR002175,A002175,2024-08-13,EMP008560
ARR001749,CR002177,A002177,2025-03-11,EMP007696
ARR001750,CR002179,A002179,2024-11-03,EMP008563
ARR001751,CR002181,A002181,2026-07-14,EMP004524
ARR001752,CR002182,A002182,2025-06-03,EMP004704
ARR001753,CR002184,A002184,2025-02-26,EMP003941
ARR001754,CR002185,A002185,2025-12-10,EMP009966
ARR001755,CR002187,A002187,2025-04-04,EMP009362
ARR001756,CR002188,A002188,2024-12-27,EMP005427
ARR001757,CR002189,A002189,2026-05-05,EMP008682
ARR001758,CR002190,A002190,2026-06-12,EMP003300
ARR001759,CR002191,A002191,2024-08-18,EMP007883
ARR001760,CR002192,A002192,2025-01-17,EMP008934
ARR001761,CR002194,A002194,2025-06-29,EMP008299
ARR001762,CR002195,A002195,2024-08-10,EMP000574
ARR001763,CR002196,A002196,2024-10-19,EMP007297
ARR001764,CR002197,A002197,2025-07-31,EMP000143
ARR001765,CR002198,A002198,2025-03-01,EMP004994
ARR001766,CR002199,A002199,2026-04-04,EMP004929
ARR001767,CR002200,A002200,2025-08-25,EMP000803
ARR001768,CR002202,A002202,2025-03-03,EMP001939
ARR001769,CR002203,A002203,2025-05-20,EMP000128
ARR001770,CR002204,A002204,2025-02-11,EMP007051
ARR001771,CR002206,A002206,2024-09-24,EMP010010
ARR001772,CR002208,A002208,2026-03-21,EMP006100
ARR001773,CR002209,A002209,2025-04-19,EMP007244
ARR001774,CR002210,A002210,2024-09-03,EMP005815
ARR001775,CR002211,A002211,2024-11-24,EMP010004
ARR001776,CR002212,A002212,2024-08-31,EMP003309
ARR001777,CR002213,A002213,2026-06-16,EMP004659
ARR001778,CR002214,A002214,2025-10-15,EMP007837
ARR001779,CR002215,A002215,2026-03-28,EMP009861
ARR001780,CR002216,A002216,2025-12-11,EMP009959
ARR001781,CR002217,A002217,2026-02-14,EMP004510
ARR001782,CR002219,A002219,2026-01-19,EMP004714
ARR001783,CR002220,A002220,2026-05-21,EMP006302
ARR001784,CR002221,A002221,2026-05-12,EMP003286
ARR001785,CR002222,A002222,2024-12-10,EMP005966
ARR001786,CR002223,A002223,2026-01-09,EMP001450
ARR001787,CR002224,A002224,2026-01-24,EMP003300
ARR001788,CR002225,A002225,2026-06-27,EMP008629
ARR001789,CR002227,A002227,2026-04-01,EMP009506
ARR001790,CR002228,A002228,2025-08-07,EMP006462
ARR001791,CR002229,A002229,2024-11-02,EMP009307
ARR001792,CR002230,A002230,2025-07-09,EMP005390
ARR001793,CR002231,A002231,2025-08-31,EMP003297
ARR001794,CR002232,A002232,2025-02-14,EMP003305
ARR001795,CR002234,A002234,2026-01-09,EMP008553
ARR001796,CR002236,A002236,2025-08-18,EMP000125
ARR001797,CR002237,A002237,2025-07-12,EMP006697
ARR001798,CR002239,A002239,2024-12-16,EMP003300
ARR001799,CR002240,A002240,2025-03-11,EMP005469
ARR001800,CR002242,A002242,2025-03-25,EMP005568
ARR001801,CR002243,A002243,2025-08-27,EMP005134
ARR001802,CR002244,A002244,2024-08-14,EMP006487
ARR001803,CR002248,A002248,2024-08-03,EMP008278
ARR001804,CR002250,A002250,2024-09-20,EMP003270
ARR001805,CR002252,A002252,2025-12-01,EMP007418
ARR001806,CR002253,A002253,2025-07-04,EMP001649
ARR001807,CR002255,A002255,2024-12-23,EMP008514
ARR001808,CR002256,A002256,2024-11-05,EMP003357
ARR001809,CR002257,A002257,2026-05-01,EMP006082
ARR001810,CR002259,A002259,2025-07-27,EMP005157
ARR001811,CR002260,A002260,2025-10-11,EMP006182
ARR001812,CR002261,A002261,2025-05-26,EMP008531
ARR001813,CR002263,A002263,2025-10-15,EMP005757
ARR001814,CR002264,A002264,2024-10-05,EMP003265
ARR001815,CR002266,A002266,2025-02-28,EMP003303
ARR001816,CR002267,A002267,2026-03-31,EMP009405
ARR001817,CR002268,A002268,2024-09-23,EMP006062
ARR001818,CR002270,A002270,2025-06-17,EMP006284
ARR001819,CR002271,A002271,2025-05-18,EMP005768
ARR001820,CR002272,A002272,2025-12-26,EMP006485
ARR001821,CR002273,A002273,2025-11-24,EMP009974
ARR001822,CR002274,A002274,2025-07-19,EMP008606
ARR001823,CR002275,A002275,2024-12-06,EMP004843
ARR001824,CR002276,A002276,2026-03-04,EMP000887
ARR001825,CR002277,A002277,2024-11-21,EMP007757
ARR001826,CR002278,A002278,2025-01-13,EMP001438
ARR001827,CR002279,A002279,2025-03-17,EMP000887
ARR001828,CR002281,A002281,2024-09-23,EMP003935
ARR001829,CR002284,A002284,2026-03-19,EMP001943
ARR001830,CR002285,A002285,2026-08-01,EMP001610
ARR001831,CR002286,A002286,2025-06-25,EMP001345
ARR001832,CR002287,A002287,2026-01-10,EMP009153
ARR001833,CR002288,A002288,2024-08-24,EMP000891
ARR001834,CR002289,A002289,2024-12-18,EMP009231
ARR001835,CR002290,A002290,2025-09-13,EMP006833
ARR001836,CR002291,A002291,2024-11-07,EMP006064
ARR001837,CR002292,A002292,2025-01-20,EMP008338
ARR001838,CR002293,A002293,2025-10-10,EMP006447
ARR001839,CR002294,A002294,2025-01-29,EMP008808
ARR001840,CR002295,A002295,2026-01-30,EMP003277
ARR001841,CR002296,A002296,2025-01-05,EMP009380
ARR001842,CR002297,A002297,2025-12-21,EMP005829
ARR001843,CR002298,A002298,2025-10-19,EMP002151
ARR001844,CR002299,A002299,2025-02-13,EMP007984
ARR001845,CR002300,A002300,2024-07-13,EMP003503
ARR001846,CR002301,A002301,2024-12-22,EMP009228
ARR001847,CR002302,A002302,2025-07-24,EMP001250
ARR001848,CR002303,A002303,2025-07-30,EMP008549
ARR001849,CR002305,A002305,2025-05-08,EMP003283
ARR001850,CR002306,A002306,2024-11-26,EMP003830
ARR001851,CR002307,A002307,2025-01-26,EMP001572
ARR001852,CR002309,A002309,2026-03-13,EMP004950
ARR001853,CR002310,A002310,2025-04-16,EMP003259
ARR001854,CR002311,A002311,2025-02-02,EMP003052
ARR001855,CR002312,A002312,2024-12-30,EMP008505
ARR001856,CR002313,A002313,2024-09-22,EMP003258
ARR001857,CR002314,A002314,2025-01-14,EMP009613
ARR001858,CR002315,A002315,2026-04-12,EMP005586
ARR001859,CR002316,A002316,2025-10-22,EMP003255
ARR001860,CR002317,A002317,2026-07-06,EMP006711
ARR001861,CR002318,A002318,2024-10-22,EMP001978
ARR001862,CR002319,A002319,2025-01-29,EMP009155
ARR001863,CR002320,A002320,2024-12-03,EMP008320
ARR001864,CR002321,A002321,2025-09-09,EMP003291
ARR001865,CR002322,A002322,2024-10-26,EMP006118
ARR001866,CR002323,A002323,2025-08-06,EMP003335
ARR001867,CR002324,A002324,2026-05-19,EMP009481
ARR001868,CR002325,A002325,2026-03-16,EMP003296
ARR001869,CR002326,A002326,2025-12-14,EMP003326
ARR001870,CR002327,A002327,2025-07-23,EMP003287
ARR001871,CR002328,A002328,2025-06-11,EMP005903
ARR001872,CR002329,A002329,2026-01-15,EMP008187
ARR001873,CR002330,A002330,2026-02-19,EMP003538
ARR001874,CR002331,A002331,2025-12-21,EMP008527
ARR001875,CR002333,A002333,2025-12-08,EMP001394
ARR001876,CR002334,A002334,2026-07-26,EMP005754
ARR001877,CR002335,A002335,2025-01-10,EMP008508
ARR001878,CR002337,A002337,2025-12-09,EMP006033
ARR001879,CR002338,A002338,2025-03-19,EMP008548
ARR001880,CR002339,A002339,2025-08-15,EMP003263
ARR001881,CR002340,A002340,2026-04-15,EMP001632
ARR001882,CR002341,A002341,2024-11-07,EMP009787
ARR001883,CR002342,A002342,2024-11-04,EMP007208
ARR001884,CR002343,A002343,2024-08-08,EMP003301
ARR001885,CR002344,A002344,2025-04-27,EMP005492
ARR001886,CR002346,A002346,2024-09-03,EMP008467
ARR001887,CR002347,A002347,2024-08-03,EMP004151
ARR001888,CR002348,A002348,2024-10-01,EMP003373
ARR001889,CR002349,A002349,2025-02-20,EMP006671
ARR001890,CR002350,A002350,2026-06-29,EMP007799
ARR001891,CR002351,A002351,2025-03-27,EMP001624
ARR001892,CR002352,A002352,2025-03-20,EMP008583
ARR001893,CR002355,A002355,2026-03-07,EMP007011
ARR001894,CR002356,A002356,2025-07-17,EMP003290
ARR001895,CR002357,A002357,2025-06-23,EMP000132
ARR001896,CR002358,A002358,2025-08-01,EMP004046
ARR001897,CR002359,A002359,2025-03-02,EMP008618
ARR001898,CR002361,A002361,2026-02-19,EMP006692
ARR001899,CR002362,A002362,2025-03-08,EMP000951
ARR001900,CR002363,A002363,2025-11-26,EMP008306
ARR001901,CR002364,A002364,2025-06-13,EMP001104
ARR001902,CR002365,A002365,2026-06-20,EMP007693
ARR001903,CR002366,A002366,2025-07-19,EMP009765
ARR001904,CR002367,A002367,2024-12-11,EMP000068
ARR001905,CR002368,A002368,2026-07-16,EMP007277
ARR001906,CR002369,A002369,2026-03-14,EMP007754
ARR001907,CR002370,A002370,2025-12-06,EMP005571
ARR001908,CR002371,A002371,2025-01-07,EMP004589
ARR001909,CR002372,A002372,2025-06-25,EMP003585
ARR001910,CR002373,A002373,2025-04-17,EMP001363
ARR001911,CR002374,A002374,2024-12-09,EMP006341
ARR001912,CR002375,A002375,2026-06-21,EMP001821
ARR001913,CR002376,A002376,2026-06-05,EMP007982
ARR001914,CR002377,A002377,2024-07-26,EMP004539
ARR001915,CR002378,A002378,2025-04-21,EMP003309
ARR001916,CR002380,A002380,2024-09-21,EMP003257
ARR001917,CR002381,A002381,2026-04-08,EMP003308
ARR001918,CR002383,A002383,2025-03-24,EMP005574
ARR001919,CR002384,A002384,2025-05-31,EMP006268
ARR001920,CR002386,A002386,2026-05-12,EMP005397
ARR001921,CR002387,A002387,2026-03-13,EMP009231
ARR001922,CR002388,A002388,2024-12-03,EMP007809
ARR001923,CR002389,A002389,2024-11-28,EMP000125
ARR001924,CR002390,A002390,2025-09-08,EMP007706
ARR001925,CR002392,A002392,2024-11-08,EMP003371
ARR001926,CR002393,A002393,2024-11-16,EMP008500
ARR001927,CR002394,A002394,2026-04-10,EMP008152
ARR001928,CR002395,A002395,2024-10-12,EMP003982
ARR001929,CR002396,A002396,2024-10-13,EMP006650
ARR001930,CR002397,A002397,2025-04-17,EMP005372
ARR001931,CR002398,A002398,2025-07-02,EMP008012
ARR001932,CR002401,A002401,2025-10-18,EMP003291
ARR001933,CR002403,A002403,2026-07-25,EMP008410
ARR001934,CR002404,A002404,2025-05-28,EMP003352
ARR001935,CR002405,A002405,2024-08-23,EMP005853
ARR001936,CR002407,A002407,2026-03-26,EMP008180
ARR001937,CR002408,A002408,2026-06-19,EMP006175
ARR001938,CR002411,A002411,2024-09-18,EMP000465
ARR001939,CR002412,A002412,2024-08-18,EMP008487
ARR001940,CR002413,A002413,2025-05-29,EMP009572
ARR001941,CR002414,A002414,2024-12-03,EMP003295
ARR001942,CR002415,A002415,2024-10-28,EMP000608
ARR001943,CR002416,A002416,2026-05-23,EMP006427
ARR001944,CR002417,A002417,2025-04-24,EMP006168
ARR001945,CR002419,A002419,2025-07-29,EMP003289
ARR001946,CR002420,A002420,2025-09-02,EMP004631
ARR001947,CR002421,A002421,2026-05-19,EMP006024
ARR001948,CR002422,A002422,2026-08-01,EMP001727
ARR001949,CR002423,A002423,2026-02-04,EMP005136
ARR001950,CR002424,A002424,2024-11-02,EMP003254
ARR001951,CR002425,A002425,2026-03-09,EMP001491
ARR001952,CR002426,A002426,2024-09-14,EMP001625
ARR001953,CR002427,A002427,2024-10-19,EMP000045
ARR001954,CR002428,A002428,2024-12-07,EMP006836
ARR001955,CR002429,A002429,2025-05-21,EMP005322
ARR001956,CR002430,A002430,2025-02-26,EMP003299
ARR001957,CR002431,A002431,2024-08-08,EMP003870
ARR001958,CR002432,A002432,2026-01-15,EMP003049
ARR001959,CR002433,A002433,2026-05-24,EMP006666
ARR001960,CR002435,A002435,2025-11-07,EMP009824
ARR001961,CR002437,A002437,2026-02-28,EMP003289
ARR001962,CR002439,A002439,2025-12-05,EMP007318
ARR001963,CR002440,A002440,2024-11-21,EMP003228
ARR001964,CR002444,A002444,2024-09-13,EMP008411
ARR001965,CR002445,A002445,2025-07-15,EMP003394
ARR001966,CR002446,A002446,2025-12-03,EMP007364
ARR001967,CR002447,A002447,2026-04-24,EMP006077
ARR001968,CR002450,A002450,2026-02-03,EMP004795
ARR001969,CR002451,A002451,2025-08-12,EMP006036
ARR001970,CR002452,A002452,2025-07-18,EMP003273
ARR001971,CR002453,A002453,2024-12-24,EMP004624
ARR001972,CR002454,A002454,2026-07-12,EMP007196
ARR001973,CR002455,A002455,2025-09-09,EMP003288
ARR001974,CR002456,A002456,2026-03-28,EMP006671
ARR001975,CR002457,A002457,2025-11-16,EMP006845
ARR001976,CR002458,A002458,2026-03-19,EMP007832
ARR001977,CR002459,A002459,2025-04-08,EMP005334
ARR001978,CR002460,A002460,2026-02-15,EMP005753
ARR001979,CR002461,A002461,2026-03-31,EMP006142
ARR001980,CR002462,A002462,2025-06-05,EMP008648
ARR001981,CR002465,A002465,2026-06-19,EMP006034
ARR001982,CR002466,A002466,2024-11-30,EMP003720
ARR001983,CR002468,A002468,2025-08-17,EMP009931
ARR001984,CR002469,A002469,2025-05-12,EMP000933
ARR001985,CR002470,A002470,2026-01-04,EMP004833
ARR001986,CR002471,A002471,2025-02-03,EMP003771
ARR001987,CR002472,A002472,2024-08-29,EMP006935
ARR001988,CR002473,A002473,2026-03-01,EMP008021
ARR001989,CR002474,A002474,2025-04-28,EMP008228
ARR001990,CR002475,A002475,2025-03-24,EMP005441
ARR001991,CR002476,A002476,2026-04-03,EMP007824
ARR001992,CR002477,A002477,2025-01-29,EMP008159
ARR001993,CR002478,A002478,2024-11-23,EMP006470
ARR001994,CR002479,A002479,2026-01-11,EMP008144
ARR001995,CR002480,A002480,2026-05-21,EMP006156
ARR001996,CR002482,A002482,2025-11-02,EMP001982
ARR001997,CR002483,A002483,2026-07-29,EMP007895
ARR001998,CR002484,A002484,2025-04-23,EMP003263
ARR001999,CR002486,A002486,2025-06-29,EMP008588
ARR002000,CR002487,A002487,2024-08-18,EMP003324
ARR002001,CR002488,A002488,2026-06-25,EMP000118
ARR002002,CR002489,A002489,2024-12-06,EMP004212
ARR002003,CR002490,A002490,2026-01-29,EMP007739
ARR002004,CR002491,A002491,2025-08-04,EMP007705
ARR002005,CR002493,A002493,2025-11-16,EMP004758
ARR002006,CR002494,A002494,2026-06-20,EMP007982
ARR002007,CR002496,A002496,2025-06-16,EMP003773
ARR002008,CR002497,A002497,2025-03-17,EMP001623
ARR002009,CR002498,A002498,2024-11-05,EMP000889
ARR002010,CR002499,A002499,2025-01-26,EMP007897
ARR002011,CR002500,A002500,2026-02-20,EMP002894
ARR002012,CR002501,A002501,2025-02-13,EMP005159
ARR002013,CR002502,A002502,2025-01-16,EMP003259
ARR002014,CR002503,A002503,2024-12-20,EMP000890
ARR002015,CR002504,A002504,2025-10-03,EMP006082
ARR002016,CR002505,A002505,2024-08-09,EMP009481
ARR002017,CR002507,A002507,2025-01-02,EMP007269
ARR002018,CR002508,A002508,2025-05-21,EMP004553
ARR002019,CR002509,A002509,2026-03-13,EMP008288
ARR002020,CR002510,A002510,2025-03-20,EMP006033
ARR002021,CR002511,A002511,2025-07-03,EMP008025
ARR002022,CR002512,A002512,2025-08-14,EMP007996
ARR002023,CR002515,A002515,2025-02-13,EMP003932
ARR002024,CR002517,A002517,2025-12-19,EMP007744
ARR002025,CR002518,A002518,2026-07-21,EMP005439
ARR002026,CR002519,A002519,2025-09-13,EMP008085
ARR002027,CR002520,A002520,2026-04-04,EMP008757
ARR002028,CR002521,A002521,2026-07-16,EMP006124
ARR002029,CR002522,A002522,2026-02-14,EMP005528
ARR002030,CR002523,A002523,2025-05-31,EMP003267
ARR002031,CR002524,A002524,2026-04-09,EMP008329
ARR002032,CR002525,A002525,2025-02-06,EMP005972
ARR002033,CR002527,A002527,2025-08-24,EMP009330
ARR002034,CR002528,A002528,2025-06-21,EMP003283
ARR002035,CR002530,A002530,2026-03-02,EMP004812
ARR002036,CR002531,A002531,2024-08-22,EMP006099
ARR002037,CR002532,A002532,2025-02-10,EMP005135
ARR002038,CR002533,A002533,2025-01-22,EMP006050
ARR002039,CR002535,A002535,2026-07-13,EMP008260
ARR002040,CR002536,A002536,2025-01-26,EMP008650
ARR002041,CR002537,A002537,2025-11-04,EMP004750
ARR002042,CR002538,A002538,2025-04-21,EMP003269
ARR002043,CR002539,A002539,2025-09-25,EMP009335
ARR002044,CR002540,A002540,2026-05-10,EMP001346
ARR002045,CR002541,A002541,2025-06-18,EMP004944
ARR002046,CR002542,A002542,2026-03-07,EMP006667
ARR002047,CR002543,A002543,2024-11-14,EMP008145
ARR002048,CR002544,A002544,2024-10-12,EMP004753
ARR002049,CR002545,A002545,2025-07-20,EMP007706
ARR002050,CR002546,A002546,2024-09-01,EMP002094
ARR002051,CR002547,A002547,2024-12-06,EMP003308
ARR002052,CR002548,A002548,2024-11-19,EMP008547
ARR002053,CR002549,A002549,2025-09-19,EMP004320
ARR002054,CR002550,A002550,2025-12-10,EMP008560
ARR002055,CR002551,A002551,2024-12-10,EMP003275
ARR002056,CR002552,A002552,2025-05-16,EMP005559
ARR002057,CR002553,A002553,2026-01-12,EMP003280
ARR002058,CR002554,A002554,2025-06-25,EMP008039
ARR002059,CR002555,A002555,2026-01-13,EMP006057
ARR002060,CR002556,A002556,2026-04-03,EMP004633
ARR002061,CR002558,A002558,2024-10-21,EMP003905
ARR002062,CR002559,A002559,2026-01-21,EMP007708
ARR002063,CR002560,A002560,2026-01-18,EMP007154
ARR002064,CR002561,A002561,2025-07-05,EMP003867
ARR002065,CR002562,A002562,2025-06-08,EMP003369
ARR002066,CR002563,A002563,2024-08-26,EMP006124
ARR002067,CR002564,A002564,2025-11-18,EMP001562
ARR002068,CR002565,A002565,2025-03-18,EMP005094
ARR002069,CR002566,A002566,2025-08-24,EMP006801
ARR002070,CR002567,A002567,2025-02-02,EMP003335
ARR002071,CR002568,A002568,2026-03-10,EMP004546
ARR002072,CR002569,A002569,2026-02-01,EMP003316
ARR002073,CR002570,A002570,2026-06-15,EMP001883
ARR002074,CR002571,A002571,2025-12-21,EMP008669
ARR002075,CR002572,A002572,2024-12-03,EMP008691
ARR002076,CR002574,A002574,2026-05-07,EMP003291
ARR002077,CR002575,A002575,2025-08-02,EMP007844
ARR002078,CR002577,A002577,2025-03-20,EMP002565
ARR002079,CR002578,A002578,2025-09-19,EMP000095
ARR002080,CR002579,A002579,2025-07-19,EMP006871
ARR002081,CR002580,A002580,2024-10-10,EMP003820
ARR002082,CR002581,A002581,2025-06-10,EMP003297
ARR002083,CR002583,A002583,2026-04-03,EMP009395
ARR002084,CR002584,A002584,2025-05-05,EMP004082
ARR002085,CR002585,A002585,2025-08-25,EMP008619
ARR002086,CR002586,A002586,2024-08-04,EMP000543
ARR002087,CR002587,A002587,2024-08-21,EMP006017
ARR002088,CR002588,A002588,2025-07-31,EMP005583
ARR002089,CR002589,A002589,2025-09-18,EMP001317
ARR002090,CR002590,A002590,2025-08-11,EMP004795
ARR002091,CR002591,A002591,2025-04-29,EMP009984
ARR002092,CR002592,A002592,2024-10-29,EMP003589
ARR002093,CR002593,A002593,2026-01-03,EMP009254
ARR002094,CR002594,A002594,2026-07-16,EMP008685
ARR002095,CR002596,A002596,2024-12-24,EMP003285
ARR002096,CR002597,A002597,2025-03-16,EMP000541
ARR002097,CR002598,A002598,2025-03-06,EMP005060
ARR002098,CR002600,A002600,2025-02-15,EMP007923
ARR002099,CR002601,A002601,2026-03-23,EMP006643
ARR002100,CR002604,A002604,2026-01-03,EMP009780
ARR002101,CR002605,A002605,2026-06-09,EMP007976
ARR002102,CR002606,A002606,2026-05-10,EMP007984
ARR002103,CR002607,A002607,2025-02-24,EMP003289
ARR002104,CR002608,A002608,2026-01-24,EMP004674
ARR002105,CR002609,A002609,2026-01-07,EMP006235
ARR002106,CR002610,A002610,2025-02-24,EMP005536
ARR002107,CR002611,A002611,2026-01-01,EMP000689
ARR002108,CR002612,A002612,2025-09-27,EMP006013
ARR002109,CR002613,A002613,2026-03-06,EMP009154
ARR002110,CR002615,A002615,2025-10-27,EMP003308
ARR002111,CR002616,A002616,2024-10-30,EMP006643
ARR002112,CR002617,A002617,2025-07-01,EMP008639
ARR002113,CR002618,A002618,2025-11-11,EMP008682
ARR002114,CR002619,A002619,2025-04-10,EMP003359
ARR002115,CR002620,A002620,2025-10-06,EMP006197
ARR002116,CR002621,A002621,2025-05-25,EMP006107
ARR002117,CR002622,A002622,2025-12-14,EMP008943
