district_id,ksp_district,lgd_district,police_station_name,address,email,phone,circle,latitude,longitude,clean_name,match_type
540.0,Haveri,Haveri,Haveri Women PS,Hanagal RoadHaveri,email@ksp.gov.in,8375232333,Haveri Sub-Division,14.7874825,75.3996731,haveri,EXACT
540.0,Haveri,Haveri,Hirekerur PS,"PSI, Hirekerur PS, Near Bus Stand",hirekerurhvr@ksp.gov.in,08373-282333,Hirekerur Circle,14.4551224,75.392949,hirekerur,FUZZY (94.7)
540.0,Haveri,Haveri,Kaginele PS,"PSI, Kaginele Police Station",kaginelehvr@ksp.gov.in,08375-289233,Byadagi Circle,14.69146,75.35793,kaginele,ORIGINAL
540.0,Haveri,Haveri,Kumarapattanam PS,"PSI, Kumarapattanam PS, P.B Road",kpattanamhvr@ksp.gov.in,08373-242208,Ranebennur Rural Circle,17.4084196,76.721342,kumarapattanam,FUZZY (90.0)
540.0,Haveri,Haveri,Ranebennur Rural PS,"PSI, Ranebennur Rural PS, PB Road",rbruralhvr@ksp.gov.in,08373-266433,Ranebennur Sub-Division,14.6165795,75.6341529,ranebennur,EXACT
540.0,Haveri,Haveri,Ranebennur Town PS,"PSI, Ranebennur Town PS, Ashok Circle",rbtownhvr@ksp.gov.in,08373-266333,Ranebennur Town Circle,14.6165795,75.6341529,ranebennur,EXACT
540.0,Haveri,Haveri,Ranebennur Traffic PS,"PSI, Ranebennur Traffic PS, Near Taluk Office",rbtraffichvr@ksp.gov.in,08373-268333,Ranebennur Town Circle,14.6165795,75.6341529,ranebennur,EXACT
540.0,Haveri,Haveri,Rattihalli PS,"PSI, Rattihalli PS, Chikkayadachi Road",rattihallihvr@ksp.gov.in,08376-286233,Hirekerur Circle,14.421473,75.5148233,rattihalli,EXACT
540.0,Haveri,Haveri,Savanoor PS,"PI, Savanur Police Station",savanurhvr@ksp.gov.in,08378-241633,Shiggaon Sub-Division,14.97743,75.33776,savanoor,ORIGINAL
540.0,Haveri,Haveri,Shiggaon PS,"PSI, Shiggaon PS, Near Govt. Hospital",shiggaonhvr@ksp.gov.in,08378-255233,Shiggaon Circle,14.9899007,75.2234815,shiggaon,EXACT
540.0,Haveri,Haveri,Tadas PS,"PSI, Tadas PS, Hubli Road",tadashvr@ksp.gov.in,08378-257433,Shiggaon Circle,15.1259806,75.1256015,tadas,EXACT
528.0,Ballari,Ballari,APMC Yard PS,address,apmcblr@ksp.gov.in,0832-250033,Bellary City Sub-Division,16.4802379,75.3917995,,EXACT
528.0,Ballari,Ballari,Ballari CEN Crime PS,Ballari Town,email@ksp.gov.in,8888-888888,Ballari District,15.1430224,76.9173277,ballari,EXACT
528.0,Ballari,Ballari,Ballari Women PS,BallariBallari,womenpsblr@ksp.gov.in,8392274100,Bellary City Sub-Division,15.1430224,76.9173277,ballari,EXACT
528.0,Ballari,Ballari,Bellary Rural PS,Bellary,bellaryruralblr@ksp.gov.in,08392-276461,Bellary Rural Circle,15.1430224,76.9173277,ballari,EXACT
528.0,Ballari,Ballari,Bellary Traffic PS,Bellary,bellarytrafficblr@ksp.gov.in,08392-275722,Bellary City Sub-Division,15.1430224,76.9173277,ballari,EXACT
528.0,Ballari,Ballari,Brucepet PS,bellary,brucepetblr@ksp.gov.in,08392-276793,Bellary City Sub-Division,17.1282847,78.4594363,brucepet,FUZZY (90.0)
528.0,Ballari,Ballari,Cowlbazar PS,Bellary,cowlbazarblr@ksp.gov.in,08392-240110,Bellary City Sub-Division,17.1282847,78.4594363,cowl,FUZZY (90.0)
528.0,Ballari,Ballari,Gadiganur PS,gadiganur,gadiganurblr@ksp.gov.in,08394-248033,Sandur Circle,15.2226504,76.5961268,gadiganur,FUZZY (94.7)
528.0,Ballari,Ballari,Gandhinagar PS,Bellary,gandhinagarblr@ksp.gov.in,08392-272192,Bellary City Sub-Division,11.8779451,78.1265485,gandhinagar,EXACT
528.0,Ballari,Ballari,Hatcholli PS,Hatcholli,hatcholliblr@ksp.gov.in,08396-241613,Siruguppa Circle,15.79095,76.98731,hatcholli,ORIGINAL
528.0,Ballari,Ballari,Kampli PS,kampli,kampliblr@ksp.gov.in,08394-250333,Kampli Circle,15.4061695,76.604451,kampli,EXACT
528.0,Ballari,Ballari,Kuduthini PS,address,kuduthiniblr@ksp.gov.in,08392-248100,Kurugod Circle,15.2096,76.76243,kuduthini,ORIGINAL
528.0,Ballari,Ballari,Kurugod PS,Kurugodu,kurugodublr@ksp.gov.in,08393-263433,Kurugod Circle,15.3468509,76.8357761,kurugod,FUZZY (93.3)
528.0,Ballari,Ballari,Moka PS,moka,mokablr@ksp.gov.in,08392-293228,Bellary Rural Circle,15.2382939,77.0580422,moka,EXACT
528.0,Ballari,Ballari,P.D. Halli PS,PD halli,pdhalliblr@ksp.gov.in,08392-265010,Bellary Rural Circle,17.8409798,76.8637276,p d halli,FUZZY (90.0)
528.0,Ballari,Ballari,Sandur PS,Sandur,sandurblr@ksp.gov.in,08395-260249,Sandur Circle,15.0832754,76.543411,sandur,FUZZY (92.3)
528.0,Ballari,Ballari,Sirigeri PS,Sirigere,sirigereblr@ksp.gov.in,08396-244426,Tekkalkota Circle,15.4380202,76.8359863,sirigeri,EXACT
528.0,Ballari,Ballari,Siruguppa PS,Siruguppa,siruguppablr@ksp.gov.in,08396-220333,Siruguppa Circle,15.6345569,76.8937407,siruguppa,EXACT
528.0,Ballari,Ballari,Tekkalkota PS,tekkalakota,tekkalakotablr@ksp.gov.in,08396-248013,Tekkalkota Circle,13.5235898,74.7049501,tekkalkota,FUZZY (90.0)
528.0,Ballari,Ballari,Thoranagal PS,Toranagal,toranagalblr@ksp.gov.in,08395-250100,Sandur Circle,15.19603,76.66234,thoranagal,ORIGINAL
536.0,Hubballi Dharwad City,Dharwad,APMC Navanagar,"Bashweshawar Circle,",apmcnavanagarhdc@ksp.gov.in,0836-2233492,Hubli North Sub-Division,17.5813078,76.9645622,navanagar,FUZZY (90.0)
536.0,Hubballi Dharwad City,Dharwad,Ashoknagar PS,address,ashoknagarhdc@ksp.gov.in,0836-2233490,Hubli North Sub-Division,15.5972609,74.4503653,ashoknagar,FUZZY (95.2)
536.0,Hubballi Dharwad City,Dharwad,Bendigeri PS,Opposite Neharu College,bendigerihdc@ksp.gov.in,0836-2233526,Hubli South Sub-Division,14.6496972,75.9559217,bendigeri,EXACT
536.0,Hubballi Dharwad City,Dharwad,Dharwad Sub-Urban PS,"Opposite Mental Hospital,",dwdsbanhdc@ksp.gov.in,0836-2233511,Dharwad Sub-Division,15.4540505,75.0066516,dharwad,EXACT
536.0,Hubballi Dharwad City,Dharwad,Dharwad Town PS,Behind Old bus Stand,dwdtownhdc@ksp.gov.in,0836-2233512,Dharwad Sub-Division,15.4540505,75.0066516,dharwad,EXACT
536.0,Hubballi Dharwad City,Dharwad,Dharwad Traffic PS,Tahasildhar Office Compound,dwdtraffichdc@ksp.gov.in,0836-2233542,Traffic Sub-Division,15.4540505,75.0066516,dharwad,EXACT
536.0,Hubballi Dharwad City,Dharwad,E and N Crime PS HD city,"2ST FLOOR, HUBLI SUB-URBAN PS BUILDINGNEAR KC CIRCLE, HUBBALLI",ccbdwdhdc@ksp.gov.in,0836-2233567,Hubballi Dharwad City,15.350638,75.13926,e and n hd,ORIGINAL
536.0,Hubballi Dharwad City,Dharwad,Ghantikeri PS,Javali Sal,ghantikerihdc@ksp.gov.in,0836-2233527,Hubli South Sub-Division,14.985146,74.2518711,ghantikeri,FUZZY (90.0)
536.0,Hubballi Dharwad City,Dharwad,Gokul Road PS,Opposite New Bus Stand,gokulroadhdc@ksp.gov.in,0836-2233525,Hubli North Sub-Division,15.3496233,75.0813826,gokul road,FUZZY (90.0)
536.0,Hubballi Dharwad City,Dharwad,Hubli East Traffic PS,address,easttraffichdc@ksp.gov.in,0836-2233543,Traffic Sub-Division,15.3518378,75.1379848,hubballi,EXACT
536.0,Hubballi Dharwad City,Dharwad,Hubli North Traffic PS,Cotton Market,northtraffichdc@ksp.gov.in,0836-2233515,Traffic Sub-Division,15.3518378,75.1379848,hubballi,EXACT
536.0,Hubballi Dharwad City,Dharwad,Hubli South Traffic PS,Bammapur Oni,southtraffichdc@ksp.gov.in,0836-2233538,Traffic Sub-Division,15.3518378,75.1379848,hubballi,EXACT
536.0,Hubballi Dharwad City,Dharwad,Hubli Sub-Urban PS,"Near Mini Vidhan Soudha, Brundavan circle",suburbahdc@ksp.gov.in,0836-2233517,Hubli North Sub-Division,15.3518378,75.1379848,hubballi,EXACT
536.0,Hubballi Dharwad City,Dharwad,Hubli Town PS,Near Broadway,townhdc@ksp.gov.in,0836-2233540,Hubli South Sub-Division,15.3518378,75.1379848,hubballi,EXACT
536.0,Hubballi Dharwad City,Dharwad,Kamaripeth PS,P B Road,kamaripethhdc@ksp.gov.in,0836-2233519,Hubli North Sub-Division,15.3446,75.13678,kamaripeth,ORIGINAL
536.0,Hubballi Dharwad City,Dharwad,Kasabapeth PS,"Kasabapeth Main Road,",kasabapethhdc@ksp.gov.in,0836-2233536,Hubli South Sub-Division,15.33702,75.13319,kasabapeth,ORIGINAL
536.0,Hubballi Dharwad City,Dharwad,Keshavapur PS,"Naveen Park, Kusagul Road,",keshwapurhdc@ksp.gov.in,0836-2233518,Hubli North Sub-Division,14.1424674,76.2156206,keshavapur,FUZZY (95.2)
536.0,Hubballi Dharwad City,Dharwad,Old Hubli PS,"Near Indipump Circle,",oldhublihdc@ksp.gov.in,0836-2233541,Hubli South Sub-Division,15.3518378,75.1379848,old hubballi,FUZZY (90.0)
536.0,Hubballi Dharwad City,Dharwad,Vidyagiri PS,Saraswatpur,vidyagirihdc@ksp.gov.in,0836-2233513,Dharwad Sub-Division,15.43902,75.01139,vidyagiri,ORIGINAL
536.0,Hubballi Dharwad City,Dharwad,Vidyanagar PS,"Opposite Probas Garden, Doddamani Building,",vidyanagarhdc@ksp.gov.in,0836-2233516,Hubli North Sub-Division,13.1590291,77.6243347,vidyanagar,EXACT
542.0,K.G.F,Kolar,Andersonpet PS,"NEAR ST MARYS HIGHER PRIMARY SCHOOL, ANDERSON",andersonpetkgf@ksp.gov.in,08153-274282,Robertsonpet Circle,18.3091824,77.7707379,andersonpet,FUZZY (90.0)
542.0,K.G.F,Kolar,Bangarpet PS,"NEAR TALUK OFFICE, BANGARPET",bangarpetkgf@ksp.gov.in,08153-255228,Bangarpet  Circle,12.98822,78.1812561,bangarpet,FUZZY (90.0)
542.0,K.G.F,Kolar,BEML Nagar PS,"NEAR BEML NAGAR SPORT COMPLEX, BEML NAGAR, KGKGF District",bemlnagarkgf@ksp.gov.in,08153-263179,Oorgaum Circle,12.98082,78.2367,beml nagar,ORIGINAL
542.0,K.G.F,Kolar,Bethamangala PS,NEAR BETHAMANGALA BUS STAND,bethamnagalakgf@ksp.gov.in,08153-277623,Bangarpet  Circle,13.0053979,78.3303624,bethamangala,EXACT
542.0,K.G.F,Kolar,Budikote Police Station,Budikote,budikotekgf@ksp.gov.in,9480802746,Budikote,12.9064764,78.1268618,budikote,EXACT
542.0,K.G.F,Kolar,Champion Reefs PS,"NEAR SUPERINTENDENT OF POLICE OFFICE, KGF.",championreefskgf@ksp.gov.in,08153-274289,Champion Reefs  Circle,15.3358,76.4610201,champion reefs,FUZZY (90.0)
542.0,K.G.F,Kolar,Kamasamudram PS,NEAR KAMASAMUDRAM BUS STAND,kamasamudramkgf@ksp.gov.in,08153-259028,Bangarpet  Circle,14.5438323,78.1593018,kamasamudram,EXACT
542.0,K.G.F,Kolar,KGF CEN Crime PS,DCBKGF District,email@ksp.gov.in,88888-888888,K.G.F District,12.95611,78.272121,kgf,ORIGINAL
542.0,K.G.F,Kolar,Kyasamballi Police Station,Kyasamballi,kysamballikgf@ksp.gov.in,9480802745,Kyasamballi,12.952116,78.359262,kyasamballi,ORIGINAL
542.0,K.G.F,Kolar,Marikuppam PS,"NEAR HONCOCKs SHAFT, KGF",marikuppamkgf@ksp.gov.in,08153-274296,Champion Reefs  Circle,12.9168521,78.262181,marikuppam,EXACT
542.0,K.G.F,Kolar,Oorgaum PS,"NEAR OORGAUM RAILWAY STATION, OORGAUM KGF",oorgaumkgf@ksp.gov.in,08153-260283,Oorgaum Circle,12.95247,78.26465,oorgaum,ORIGINAL
542.0,K.G.F,Kolar,Robertsonpet PS,"NEAR MUNICIPALITY BUS STAND, ROBERTSONPET, KG",robertsonpetkgf@ksp.gov.in,08153-260224,Robertsonpet Circle,18.3091824,77.7707379,robertsonpet,FUZZY (90.0)
538.0,Kalaburagi,Kalaburagi,Afzalpur PS,Near Bus Stand Afzalpur Tq : Afzalpur,afzalpurgba@ksp.gov.in,08477-283038,Afzalpur Circle,17.2005764,76.3605783,afzalpur,EXACT
538.0,Kalaburagi,Kalaburagi,Alland PS,Aland Tq : Aland,alandgba@ksp.gov.in,08477-202222,Alland Circle,12.9278768,78.0292818,alland,FUZZY (90.0)
538.0,Kalaburagi,Kalaburagi,Chincholi PS,Near Bus Stand Chincholi Tq : Chincholi,chincholigba@ksp.gov.in,08475-273033,Chincholi Circle,17.465199,77.4189669,chincholi,EXACT
538.0,Kalaburagi,Kalaburagi,Chittapura PS,Chittapur Tq :chittapur,chittapurgba@ksp.gov.in,08474-236123,Chittapura  Circle,17.1196144,77.0858642,chittapura,EXACT
538.0,Kalaburagi,Kalaburagi,Devalagangapur PS,Devalagangapur Tq: Afzalpur,dgpurgba@ksp.gov.in,08477-274360,Afzalpur Circle,17.1809261,76.534451,devalagangapur,FUZZY (90.3)
538.0,Kalaburagi,Kalaburagi,Jewargi PS,opp. Bus stand Main Road Jewargi,jewargigba@ksp.gov.in,08442-236033,Jewargi  Circle,17.01593,76.7758,jewargi,ORIGINAL
538.0,Kalaburagi,Kalaburagi,Kalaburagi CEN Crime PS,Kalaburgi Town,email@ksp.gov.in,88888-888888,Kalaburagi District,17.3310003,76.8334228,kalaburagi,EXACT
538.0,Kalaburagi,Kalaburagi,Kalagi PS,PWD Quarters Kalagi Tq: chittapur,kalagigba@ksp.gov.in,08474-227633,Kalagi  Circle,17.353429,77.1532997,kalagi,EXACT
538.0,Kalaburagi,Kalaburagi,Kamalapur PS,Kamalapur Tq: Gulbarga,kamalapurgba@ksp.gov.in,08472-221306,Gulbarga Rural Circle,18.0632242,77.9001398,kamalapur,EXACT
538.0,Kalaburagi,Kalaburagi,Kunchavaram PS,Kunchawaram Tq : chincholi,kunchawaramgba@ksp.gov.in,08475-204001,Chincholi Circle,17.4860527,77.630103,kunchavaram,EXACT
538.0,Kalaburagi,Kalaburagi,Kurakunta PS,CCI cement Factory Quarters area Kurkunta Tq:,kurkuntagba@ksp.gov.in,08441-228543,Sedam Circle,17.1928307,77.3573835,kurakunta,EXACT
538.0,Kalaburagi,Kalaburagi,Madanahipparga PS,Madanhipparga Tq: Aland,madanhippargagba@ksp.gov.in,08440-216266,Alland Circle,17.4570037,76.3736982,madanahipparga,FUZZY (93.3)
538.0,Kalaburagi,Kalaburagi,Madbool PS,Madbool Tq: Chittapur,madboolgba@ksp.gov.in,08474-290166,Kalagi  Circle,17.2856,77.00374,madbool,ORIGINAL
538.0,Kalaburagi,Kalaburagi,Mahagoan PS,Mahagoan Tq: Gulbarga,mahagaongba@ksp.gov.in,08478-220475,Gulbarga Rural Circle,11.7021978,75.5364701,mahagoan,FUZZY (90.0)
538.0,Kalaburagi,Kalaburagi,Malkhed PS,Near Bas stand Malkhed Tq : sedam,malkhedgba@ksp.gov.in,08441-280366,Sedam Circle,17.1954492,77.1588267,malkhed,FUZZY (87.5)
538.0,Kalaburagi,Kalaburagi,Miryan PS,Miriyan Tq ; Chincholi,miriyangba@ksp.gov.in,08475-295444,Chincholi Circle,17.22132,77.2943,miryan,ORIGINAL
538.0,Kalaburagi,Kalaburagi,Mudhol PS,Mudhol Tq: Sedam,mudholgba@ksp.gov.in,08441-220811,Chincholi Sub-Division,16.3338591,75.2870794,mudhol,EXACT
538.0,Kalaburagi,Kalaburagi,Narona PS,Narona Tq:aland,naronagba@ksp.gov.in,08477-228233,Alland Circle,17.5158915,76.7185306,narona,EXACT
538.0,Kalaburagi,Kalaburagi,Nelogi PS,Nelogi Tq: Jewargi,nelogigba@ksp.gov.in,08442-225033,Jewargi  Circle,17.0590211,76.6080878,nelogi,EXACT
538.0,Kalaburagi,Kalaburagi,Nimbarga PS,Nimbarga Tq: Aland,nimbargagba@ksp.gov.in,08440-286733,Alland Circle,17.386079,76.5853421,nimbarga,EXACT
538.0,Kalaburagi,Kalaburagi,Ratkal PS,Ratkal Tq : Chincholi,ratkalgba@ksp.gov.in,08475-297833,Sulepet  Circle,17.4517,77.1068,ratkal,ORIGINAL
538.0,Kalaburagi,Kalaburagi,Revoor PS,Revoor Tq: Afzalpur,revoorgba@ksp.gov.in,08477-269436,Afzalpur Circle,17.32204,76.46487,revoor,ORIGINAL
538.0,Kalaburagi,Kalaburagi,Sedam PS,Sedam Tq: Sedam,sedamgba@ksp.gov.in,08441-276166,Sedam Circle,17.1772683,77.2823552,sedam,EXACT
538.0,Kalaburagi,Kalaburagi,Shahabad Town PS,Shahabad Tq: Chittapur,shahabadtowngba@ksp.gov.in,08474-204444,Shahabad Sub-Division,17.1241133,76.9418923,shahabad,EXACT
538.0,Kalaburagi,Kalaburagi,Sulepet PS,Sulepet Tq:  chincholi,sulepethgba@ksp.gov.in,08475-295024,Sulepet  Circle,17.2416,77.2042,sulepet,ORIGINAL
538.0,Kalaburagi,Kalaburagi,Wadi PS,Near ACC Cement Factory Wadi Tq : Chittapur,wadigba@ksp.gov.in,08474-202300,Chittapura  Circle,17.0471835,76.9921386,wadi,EXACT
538.0,Kalaburagi,Kalaburagi,Yedrami PS,Yedrami Tq: Jewargi,yedramigba@ksp.gov.in,08442-226033,Jewargi  Circle,16.85576,76.54173,yedrami,ORIGINAL
538.0,Kalaburagi City,Kalaburagi,Ashoknagar PS,"Behind Central Bus stand GDA Lay Out, Gulbarg",ashoknagargba@ksp.gov.in,08472-263617,Kalaburagi A Sub Division,15.5972609,74.4503653,ashoknagar,FUZZY (95.2)
538.0,Kalaburagi City,Kalaburagi,Brahmapur PS,"Super Market Gulbarga, Near Tashil Office, Gu",brahmapurgba@ksp.gov.in,08472-263618,Kalaburagi A Sub Division,14.0920411,76.3003723,brahmapur,FUZZY (94.7)
538.0,Kalaburagi City,Kalaburagi,Chowk PS,"Super Market , Opp Tashil Office, Gulbarga",chowkgba@ksp.gov.ion,08472-263622,Kalaburagi B Sub Division,12.5349987,74.9666113,chowk,FUZZY (90.9)
538.0,Kalaburagi City,Kalaburagi,Ferhatabad PS,Farthabad Gulbarga,farthabadgba@ksp.gov.in,08472-213033,Kalaburagi C Sub Division,17.17151,76.79334,ferhatabad,ORIGINAL
538.0,Kalaburagi City,Kalaburagi,MB Nagar PS,opp. Asha Jothi College GDA Lay Out Gulbarga,mbnagargba@ksp.gov.in,08472-263628,Kalaburagi B Sub Division,17.1938,76.5204,mb nagar,ORIGINAL
538.0,Kalaburagi City,Kalaburagi,Ragavendranagar PS,New Raghavendra Colony Gulbarga,rgnagargba@ksp.gov.in,08472-263619,Kalaburagi A Sub Division,17.33727,76.81807,ragavendranagar,ORIGINAL
538.0,Kalaburagi City,Kalaburagi,Roza PS,Near Khaja Bane Nawaz Durga Roza area Gulbarg,rozagba@ksp.gov.in,08472-263623,Kalaburagi B Sub Division,17.0838201,76.7898612,roza,FUZZY (90.0)
538.0,Kalaburagi City,Kalaburagi,Station Bazar PS,"I-Wan Shahi PWD Quarters, Near Mini Vidhana S",stationbazargba@ksp.gov.in,08472-263616,Kalaburagi A Sub Division,13.5029417,77.515738,station,FUZZY (90.0)
538.0,Kalaburagi City,Kalaburagi,University PS,University Campus Gulbarga,universitygba@ksp.gov.in,08472-263629,Kalaburagi C Sub Division,12.2660696,76.6042706,university,FUZZY (90.0)
541.0,Kodagu,Kodagu,Bhagamandala PS,"Karike Road, Bhagamandala,",bhagamandalamcr@ksp.gov.in,08272-243270,Madikeri Rural Circle,12.3857285,75.5290234,bhagamandala,EXACT
541.0,Kodagu,Kodagu,Gonikoppa PS,"Juice Factory Road, Gonikoppa Town & Post,",gonicoppamcr@ksp.gov.in,08274-247333,Gonikoppa Circle,13.533207,75.3633986,gonikoppa,FUZZY (90.0)
541.0,Kodagu,Kodagu,Kodagu CEN Crime PS,Madikere Town,email@ksp.gov.in,88888-888888,KODAGU(Madikeri) District,14.516707,75.4470424,kodagu,FUZZY (90.0)
541.0,Kodagu,Kodagu,Kodagu Women PS,"Opp: Fort, Main Road,Near Madikeri Town PS, Madikeri",email@ksp.gov.in,88888-888888,Madikeri Sub-Division,14.516707,75.4470424,kodagu,FUZZY (90.0)
541.0,Kodagu,Kodagu,Kushalanagar Rural PS,Kushal nagarKodagu,email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.4585525,75.961437,kushalanagar,EXACT
541.0,Kodagu,Kodagu,Kushalnagar PS,"Near Hospital, Kudige Road,",kushalnagarmcr@ksp.gov.in,08276-274333,Kushalnagar Circle,12.4585525,75.961437,kushalnagar,FUZZY (95.7)
541.0,Kodagu,Kodagu,Kushalnagar Traffic PS,"Kudlur Industrial Area, Kudlur Road,Kushalnagar hobli, Sowmarpet Tq, Kodagu",email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.4585525,75.961437,kushalnagar,FUZZY (95.7)
541.0,Kodagu,Kodagu,Kutta PS,"Kutta Town, Kutta Post,",kuttamcr@ksp.gov.in,08274-244100,Kutta Circle,11.9696155,76.0491296,kutta,EXACT
541.0,Kodagu,Kodagu,Madikeri Rural PS,"College Road,",madikeriruralmcr@ksp.gov.in,08272-228777,Madikeri Rural Circle,12.42149,75.7387543,madikeri,EXACT
541.0,Kodagu,Kodagu,Madikeri Town PS,"Opp: Fort, Main Road,",madikeritownmcr@ksp.gov.in,08272-229333,Madikeri Town Circle,12.42149,75.7387543,madikeri,EXACT
541.0,Kodagu,Kodagu,Madikeri Traffic PS,"Opp: Fort, Main Road,",trafficmcr@ksp.gov.in,08272-220081,Madikeri Town Circle,12.42149,75.7387543,madikeri,EXACT
541.0,Kodagu,Kodagu,Napoklu PS,"Near market, Napoklu Town",napoklumcr@ksp.gov.in,08272-237240,Madikeri Rural Circle,12.3058737,75.6884619,napoklu,EXACT
541.0,Kodagu,Kodagu,Ponnampet PS,"Gonikoppa Road, Ponnampet Town & Post,",ponnampetmcr@ksp.gov.in,08274-249044,Gonikoppa Circle,12.1443568,75.9421197,ponnampet,FUZZY (94.7)
541.0,Kodagu,Kodagu,Shanivarasanthe PS,"Shanivarasanthe Town, Shanivarasanthe,",shanivarasanthemcr@ksp.gov.in,08276-283333,Somwarpet Circle,12.7267464,75.8906418,shanivarasanthe,FUZZY (96.6)
541.0,Kodagu,Kodagu,Siddapura PS,"Near Bus Stand, Siddapura,",siddapuramcr@ksp.gov.in,08274-258333,Madikeri Town Circle,14.3409562,74.8924253,siddapura,EXACT
541.0,Kodagu,Kodagu,Somwarpet PS,"Near Private Bus Stand, Somawarpet Town,",somawarpetmcr@ksp.gov.in,08276-282040,Somwarpet Circle,12.5971883,75.8466865,somwarpet,EXACT
541.0,Kodagu,Kodagu,Srimangala PS,"Srimangala Town, Srimangala Post,",srimangalamcr@ksp.gov.in,08274-246246,Kutta Circle,12.0186047,75.9892697,srimangala,EXACT
541.0,Kodagu,Kodagu,Sunticoppa PS,"Madapura Road, Suntikoppa Town",sunticoppamcr@ksp.gov.in,08276-262333,Kushalnagar Circle,14.3166038,74.9911155,sunticoppa,FUZZY (90.0)
541.0,Kodagu,Kodagu,Virajpet Rural PS,"Meenupet, Viajpet Town",virajpetruralmcr@ksp.gov.in,08274-257462,Virajpet Circle,12.1972711,75.8033421,virajpet,EXACT
541.0,Kodagu,Kodagu,Virajpet Town PS,"Meenupet, Viajpet Town",virajpettownmcr@ksp.gov.in,08274-257333,Virajpet Circle,12.1972711,75.8033421,virajpet,EXACT
542.0,Kolar,Kolar,Gownapalli PS,"Gownipalli Police Station, Gownipalli, Sriniv",gownipalliklr@ksp.gov.in,08157-248106,Srinivasapura Circle,13.9807196,77.9188266,gownapalli,FUZZY (90.0)
542.0,Kolar,Kolar,Gulpet PS,"Gulpet Police Station, Chickaballapura Road,",gulpetklr@ksp.gov.in,08152-240596,Kolar Town Circle,13.14567,78.13095,gulpet,ORIGINAL
542.0,Kolar,Kolar,Kolar CEN Crime PS,,email@ksp.gov.in,88888-888888,Kolar District,13.1367201,78.1337246,kolar,EXACT
542.0,Kolar,Kolar,Kolar Rural PS,"Kolar Rural Police Station, Near AC Office, K",ruralklr@ksp.gov.in,08152-222616,Kolar Rural Circle,13.1367201,78.1337246,kolar,EXACT
542.0,Kolar,Kolar,Kolar Town PS,"Kolar Town Police station, Near Gandhi chowk,",townklr@ksp.gov.in,08152-222024,Kolar Town Circle,13.1367201,78.1337246,kolar,EXACT
542.0,Kolar,Kolar,Kolar Traffic PS,"Kolar Traffic Police Station, Behind Indian O",trafficklr@ksp.gov.in,08152-222025,Kolar Town Circle,13.1367201,78.1337246,kolar,EXACT
542.0,Kolar,Kolar,Kolar Women PS,Near MG CircleKolar,email@ksp.gov.in,9480802630,Kolar Town Circle,13.1367201,78.1337246,kolar,EXACT
542.0,Kolar,Kolar,Malur PS,"Office of the Circle Inspector of Police, Mar",malurklr@ksp.gov.in,08151-232220,Malur Circle,13.0058697,77.9393648,malur,FUZZY (90.9)
542.0,Kolar,Kolar,Masti PS,"Masthi Police Station, Masthi,  Malur Taluk.",masthiklr@ksp.gov.in,08151-236222,Malur Circle,12.8718538,77.9981967,masti,EXACT
542.0,Kolar,Kolar,Mulbagal Rural PS,,email@ksp.gov.in,88888-888888,Mulbagal Circle,13.1660479,78.3927241,mulabagilu,EXACT
542.0,Kolar,Kolar,Mulbagal Town PS,"Mulbagal Police Station, Near Ambedkar Circel",mulbagalklr@ksp.gov.in,08159-242040,Mulbagal Circle,13.1660479,78.3927241,mulabagilu,EXACT
542.0,Kolar,Kolar,Nangli PS,"Nangali Police Station, Nangali,   Mulbalgal",nangliklr@ksp.gov.in,08159-248126,Mulbagal Circle,13.2006003,78.5151842,nangli,FUZZY (92.3)
542.0,Kolar,Kolar,Rayalpad PS,"Rayalpadu Police Station, Rayalpadu, Srinivas",rayalpadklr@ksp.gov.in,08157-240006,Srinivasapura Circle,13.5339085,78.3375692,rayalpad,FUZZY (94.1)
542.0,Kolar,Kolar,Srinivasapura PS,"Srinivasapura Police Station, Near Mini Vidha",srinivasapuraklr@ksp.gov.in,08157-246234,Srinivasapura Circle,14.0117507,77.3209058,srinivasapura,EXACT
542.0,Kolar,Kolar,Vemagal PS,"Vemagal Police Station, Kolar Taluk",vemagalklr@ksp.gov.in,08152-246421,Kolar Rural Circle,13.1923524,78.0193456,vemagal,EXACT
543.0,Koppal,Koppal,Alwandi PS,Police Sub Inspector Alwandi Police Station A,alwandikpl@ksp.gov.in,08539-285233,Koppal Rural Circle,15.2309643,75.9800352,alwandi,FUZZY (93.3)
543.0,Koppal,Koppal,Bevoor PS,Police Sub Inspector Bevoor Police Station Be,bevoorkpl@ksp.gov.in,08534-227641,Yelburga Circle,16.20709,75.89477,bevoor,ORIGINAL
543.0,Koppal,Koppal,Gangavathi Rural PS,"Police Sub Gangavati Rural Police Station, Op",gvtruralkpl@ksp.gov.in,08533-230854,Gangavathi Rural Circle,15.4308872,76.5319723,gangavathi,EXACT
543.0,Koppal,Koppal,Gangavathi Town PS,Police Inspector Gangavati Town Police Statio,gvttownkpl@ksp.gov.in,08533-230633,Gangavathi Sub-Division,15.4308872,76.5319723,gangavathi,EXACT
