district_id,ksp_district,lgd_district,police_station_name,address,email,phone,circle,latitude,longitude,geocode_status,geocode_query
528.0,Ballari,Ballari,Gadiganur PS,gadiganur,gadiganurblr@ksp.gov.in,08394-248033,Sandur Circle,15.177564,76.945142,,
528.0,Ballari,Ballari,Gandhinagar PS,Bellary,gandhinagarblr@ksp.gov.in,08392-272192,Bellary City Sub-Division,15.128902,76.908267,,
528.0,Ballari,Ballari,Hatcholli PS,Hatcholli,hatcholliblr@ksp.gov.in,08396-241613,Siruguppa Circle,15.107415,76.902525,,
528.0,Ballari,Ballari,Kampli PS,kampli,kampliblr@ksp.gov.in,08394-250333,Kampli Circle,15.169516,76.958352,,
528.0,Ballari,Ballari,Kuduthini PS,address,kuduthiniblr@ksp.gov.in,08392-248100,Kurugod Circle,15.153767,76.946487,,
528.0,Ballari,Ballari,Kurugod PS,Kurugodu,kurugodublr@ksp.gov.in,08393-263433,Kurugod Circle,15.176714,76.957934,,
528.0,Ballari,Ballari,Moka PS,moka,mokablr@ksp.gov.in,08392-293228,Bellary Rural Circle,15.169743,76.884978,,
528.0,Ballari,Ballari,P.D. Halli PS,PD halli,pdhalliblr@ksp.gov.in,08392-265010,Bellary Rural Circle,15.164005,76.924489,,
528.0,Ballari,Ballari,Sandur PS,Sandur,sandurblr@ksp.gov.in,08395-260249,Sandur Circle,15.115409,76.928396,,
528.0,Ballari,Ballari,Sirigeri PS,Sirigere,sirigereblr@ksp.gov.in,08396-244426,Tekkalkota Circle,15.141175,76.915596,,
528.0,Ballari,Ballari,Siruguppa PS,Siruguppa,siruguppablr@ksp.gov.in,08396-220333,Siruguppa Circle,15.114648,76.90378,,
528.0,Ballari,Ballari,Tekkalkota PS,tekkalakota,tekkalakotablr@ksp.gov.in,08396-248013,Tekkalkota Circle,15.118628,76.905423,,
528.0,Ballari,Ballari,Thoranagal PS,Toranagal,toranagalblr@ksp.gov.in,08395-250100,Sandur Circle,15.142964,76.884965,,
536.0,Hubballi Dharwad City,Dharwad,APMC Navanagar,"Bashweshawar Circle,",apmcnavanagarhdc@ksp.gov.in,0836-2233492,Hubli North Sub-Division,15.435857,74.975287,,
536.0,Hubballi Dharwad City,Dharwad,Ashoknagar PS,address,ashoknagarhdc@ksp.gov.in,0836-2233490,Hubli North Sub-Division,15.459617,74.990018,,
536.0,Hubballi Dharwad City,Dharwad,Bendigeri PS,Opposite Neharu College,bendigerihdc@ksp.gov.in,0836-2233526,Hubli South Sub-Division,15.479704,75.002431,,
536.0,Hubballi Dharwad City,Dharwad,Dharwad Sub-Urban PS,"Opposite Mental Hospital,",dwdsbanhdc@ksp.gov.in,0836-2233511,Dharwad Sub-Division,15.444775,74.973884,,
536.0,Hubballi Dharwad City,Dharwad,Dharwad Town PS,Behind Old bus Stand,dwdtownhdc@ksp.gov.in,0836-2233512,Dharwad Sub-Division,15.453938,75.038327,,
536.0,Hubballi Dharwad City,Dharwad,Dharwad Traffic PS,Tahasildhar Office Compound,dwdtraffichdc@ksp.gov.in,0836-2233542,Traffic Sub-Division,15.483248,74.975494,,
536.0,Hubballi Dharwad City,Dharwad,E and N Crime PS HD city,"2ST FLOOR, HUBLI SUB-URBAN PS BUILDINGNEAR KC CIRCLE, HUBBALLI",ccbdwdhdc@ksp.gov.in,0836-2233567,Hubballi Dharwad City,15.453777,75.002363,,
536.0,Hubballi Dharwad City,Dharwad,Ghantikeri PS,Javali Sal,ghantikerihdc@ksp.gov.in,0836-2233527,Hubli South Sub-Division,15.43137,75.001111,,
536.0,Hubballi Dharwad City,Dharwad,Gokul Road PS,Opposite New Bus Stand,gokulroadhdc@ksp.gov.in,0836-2233525,Hubli North Sub-Division,15.453967,75.045058,,
536.0,Hubballi Dharwad City,Dharwad,Hubli East Traffic PS,address,easttraffichdc@ksp.gov.in,0836-2233543,Traffic Sub-Division,15.443448,75.012814,,
536.0,Hubballi Dharwad City,Dharwad,Hubli North Traffic PS,Cotton Market,northtraffichdc@ksp.gov.in,0836-2233515,Traffic Sub-Division,15.486563,75.046391,,
536.0,Hubballi Dharwad City,Dharwad,Hubli South Traffic PS,Bammapur Oni,southtraffichdc@ksp.gov.in,0836-2233538,Traffic Sub-Division,15.497047,75.01112,,
536.0,Hubballi Dharwad City,Dharwad,Hubli Sub-Urban PS,"Near Mini Vidhan Soudha, Brundavan circle",suburbahdc@ksp.gov.in,0836-2233517,Hubli North Sub-Division,15.482929,75.003889,,
536.0,Hubballi Dharwad City,Dharwad,Hubli Town PS,Near Broadway,townhdc@ksp.gov.in,0836-2233540,Hubli South Sub-Division,15.480303,75.003449,,
536.0,Hubballi Dharwad City,Dharwad,Kamaripeth PS,P B Road,kamaripethhdc@ksp.gov.in,0836-2233519,Hubli North Sub-Division,15.439546,75.034835,,
536.0,Hubballi Dharwad City,Dharwad,Kasabapeth PS,"Kasabapeth Main Road,",kasabapethhdc@ksp.gov.in,0836-2233536,Hubli South Sub-Division,15.494664,75.00332,,
536.0,Hubballi Dharwad City,Dharwad,Keshavapur PS,"Naveen Park, Kusagul Road,",keshwapurhdc@ksp.gov.in,0836-2233518,Hubli North Sub-Division,15.494774,74.971765,,
536.0,Hubballi Dharwad City,Dharwad,Old Hubli PS,"Near Indipump Circle,",oldhublihdc@ksp.gov.in,0836-2233541,Hubli South Sub-Division,15.480034,75.017591,,
536.0,Hubballi Dharwad City,Dharwad,Vidyagiri PS,Saraswatpur,vidyagirihdc@ksp.gov.in,0836-2233513,Dharwad Sub-Division,15.420692,74.998607,,
536.0,Hubballi Dharwad City,Dharwad,Vidyanagar PS,"Opposite Probas Garden, Doddamani Building,",vidyanagarhdc@ksp.gov.in,0836-2233516,Hubli North Sub-Division,15.442409,74.972887,,
542.0,K.G.F,Kolar,Andersonpet PS,"NEAR ST MARYS HIGHER PRIMARY SCHOOL, ANDERSON",andersonpetkgf@ksp.gov.in,08153-274282,Robertsonpet Circle,13.161207,78.124827,,
542.0,K.G.F,Kolar,Bangarpet PS,"NEAR TALUK OFFICE, BANGARPET",bangarpetkgf@ksp.gov.in,08153-255228,Bangarpet  Circle,13.117302,78.114995,,
542.0,K.G.F,Kolar,BEML Nagar PS,"NEAR BEML NAGAR SPORT COMPLEX, BEML NAGAR, KGKGF District",bemlnagarkgf@ksp.gov.in,08153-263179,Oorgaum Circle,13.14691,78.144255,,
542.0,K.G.F,Kolar,Bethamangala PS,NEAR BETHAMANGALA BUS STAND,bethamnagalakgf@ksp.gov.in,08153-277623,Bangarpet  Circle,13.147248,78.117257,,
542.0,K.G.F,Kolar,Budikote Police Station,Budikote,budikotekgf@ksp.gov.in,9480802746,Budikote,13.16348,78.094958,,
542.0,K.G.F,Kolar,Champion Reefs PS,"NEAR SUPERINTENDENT OF POLICE OFFICE, KGF.",championreefskgf@ksp.gov.in,08153-274289,Champion Reefs  Circle,13.161985,78.157786,,
542.0,K.G.F,Kolar,Kamasamudram PS,NEAR KAMASAMUDRAM BUS STAND,kamasamudramkgf@ksp.gov.in,08153-259028,Bangarpet  Circle,13.108874,78.15757,,
542.0,K.G.F,Kolar,KGF CEN Crime PS,DCBKGF District,email@ksp.gov.in,88888-888888,K.G.F District,13.163363,78.14768,,
542.0,K.G.F,Kolar,Kyasamballi Police Station,Kyasamballi,kysamballikgf@ksp.gov.in,9480802745,Kyasamballi,13.112954,78.111905,,
542.0,K.G.F,Kolar,Marikuppam PS,"NEAR HONCOCKs SHAFT, KGF",marikuppamkgf@ksp.gov.in,08153-274296,Champion Reefs  Circle,13.124681,78.157621,,
542.0,K.G.F,Kolar,Oorgaum PS,"NEAR OORGAUM RAILWAY STATION, OORGAUM KGF",oorgaumkgf@ksp.gov.in,08153-260283,Oorgaum Circle,13.167425,78.09361,,
542.0,K.G.F,Kolar,Robertsonpet PS,"NEAR MUNICIPALITY BUS STAND, ROBERTSONPET, KG",robertsonpetkgf@ksp.gov.in,08153-260224,Robertsonpet Circle,13.119708,78.158489,,
538.0,Kalaburagi,Kalaburagi,Afzalpur PS,Near Bus Stand Afzalpur Tq : Afzalpur,afzalpurgba@ksp.gov.in,08477-283038,Afzalpur Circle,17.290883,76.851501,,
538.0,Kalaburagi,Kalaburagi,Alland PS,Aland Tq : Aland,alandgba@ksp.gov.in,08477-202222,Alland Circle,17.33129,76.827433,,
538.0,Kalaburagi,Kalaburagi,Chincholi PS,Near Bus Stand Chincholi Tq : Chincholi,chincholigba@ksp.gov.in,08475-273033,Chincholi Circle,17.325787,76.846695,,
538.0,Kalaburagi,Kalaburagi,Chittapura PS,Chittapur Tq :chittapur,chittapurgba@ksp.gov.in,08474-236123,Chittapura  Circle,17.364613,76.862009,,
538.0,Kalaburagi,Kalaburagi,Devalagangapur PS,Devalagangapur Tq: Afzalpur,dgpurgba@ksp.gov.in,08477-274360,Afzalpur Circle,17.310406,76.84381,,
538.0,Kalaburagi,Kalaburagi,Jewargi PS,opp. Bus stand Main Road Jewargi,jewargigba@ksp.gov.in,08442-236033,Jewargi  Circle,17.368848,76.813767,,
538.0,Kalaburagi,Kalaburagi,Kalaburagi CEN Crime PS,Kalaburgi Town,email@ksp.gov.in,88888-888888,Kalaburagi District,17.360498,76.85711,,
538.0,Kalaburagi,Kalaburagi,Kalagi PS,PWD Quarters Kalagi Tq: chittapur,kalagigba@ksp.gov.in,08474-227633,Kalagi  Circle,17.361805,76.812043,,
538.0,Kalaburagi,Kalaburagi,Kamalapur PS,Kamalapur Tq: Gulbarga,kamalapurgba@ksp.gov.in,08472-221306,Gulbarga Rural Circle,17.360842,76.821562,,
538.0,Kalaburagi,Kalaburagi,Kunchavaram PS,Kunchawaram Tq : chincholi,kunchawaramgba@ksp.gov.in,08475-204001,Chincholi Circle,17.316459,76.83625,,
538.0,Kalaburagi,Kalaburagi,Kurakunta PS,CCI cement Factory Quarters area Kurkunta Tq:,kurkuntagba@ksp.gov.in,08441-228543,Sedam Circle,17.349267,76.803268,,
538.0,Kalaburagi,Kalaburagi,Madanahipparga PS,Madanhipparga Tq: Aland,madanhippargagba@ksp.gov.in,08440-216266,Alland Circle,17.33184,76.800998,,
538.0,Kalaburagi,Kalaburagi,Madbool PS,Madbool Tq: Chittapur,madboolgba@ksp.gov.in,08474-290166,Kalagi  Circle,17.349199,76.818248,,
538.0,Kalaburagi,Kalaburagi,Mahagoan PS,Mahagoan Tq: Gulbarga,mahagaongba@ksp.gov.in,08478-220475,Gulbarga Rural Circle,17.363014,76.843441,,
538.0,Kalaburagi,Kalaburagi,Malkhed PS,Near Bas stand Malkhed Tq : sedam,malkhedgba@ksp.gov.in,08441-280366,Sedam Circle,17.365569,76.848917,,
538.0,Kalaburagi,Kalaburagi,Miryan PS,Miriyan Tq ; Chincholi,miriyangba@ksp.gov.in,08475-295444,Chincholi Circle,17.332542,76.840668,,
538.0,Kalaburagi,Kalaburagi,Mudhol PS,Mudhol Tq: Sedam,mudholgba@ksp.gov.in,08441-220811,Chincholi Sub-Division,17.355178,76.831305,,
538.0,Kalaburagi,Kalaburagi,Narona PS,Narona Tq:aland,naronagba@ksp.gov.in,08477-228233,Alland Circle,17.351238,76.860774,,
538.0,Kalaburagi,Kalaburagi,Nelogi PS,Nelogi Tq: Jewargi,nelogigba@ksp.gov.in,08442-225033,Jewargi  Circle,17.306254,76.850132,,
538.0,Kalaburagi,Kalaburagi,Nimbarga PS,Nimbarga Tq: Aland,nimbargagba@ksp.gov.in,08440-286733,Alland Circle,17.324313,76.857664,,
538.0,Kalaburagi,Kalaburagi,Ratkal PS,Ratkal Tq : Chincholi,ratkalgba@ksp.gov.in,08475-297833,Sulepet  Circle,17.321953,76.849482,,
538.0,Kalaburagi,Kalaburagi,Revoor PS,Revoor Tq: Afzalpur,revoorgba@ksp.gov.in,08477-269436,Afzalpur Circle,17.315692,76.860438,,
538.0,Kalaburagi,Kalaburagi,Sedam PS,Sedam Tq: Sedam,sedamgba@ksp.gov.in,08441-276166,Sedam Circle,17.33186,76.84971,,
538.0,Kalaburagi,Kalaburagi,Shahabad Town PS,Shahabad Tq: Chittapur,shahabadtowngba@ksp.gov.in,08474-204444,Shahabad Sub-Division,17.306949,76.819211,,
538.0,Kalaburagi,Kalaburagi,Sulepet PS,Sulepet Tq:  chincholi,sulepethgba@ksp.gov.in,08475-295024,Sulepet  Circle,17.366694,76.812445,,
538.0,Kalaburagi,Kalaburagi,Wadi PS,Near ACC Cement Factory Wadi Tq : Chittapur,wadigba@ksp.gov.in,08474-202300,Chittapura  Circle,17.366659,76.860366,,
538.0,Kalaburagi,Kalaburagi,Yedrami PS,Yedrami Tq: Jewargi,yedramigba@ksp.gov.in,08442-226033,Jewargi  Circle,17.290004,76.869088,,
538.0,Kalaburagi City,Kalaburagi,Ashoknagar PS,"Behind Central Bus stand GDA Lay Out, Gulbarg",ashoknagargba@ksp.gov.in,08472-263617,Kalaburagi A Sub Division,17.361395,76.808804,,
538.0,Kalaburagi City,Kalaburagi,Brahmapur PS,"Super Market Gulbarga, Near Tashil Office, Gu",brahmapurgba@ksp.gov.in,08472-263618,Kalaburagi A Sub Division,17.363185,76.825475,,
538.0,Kalaburagi City,Kalaburagi,Chowk PS,"Super Market , Opp Tashil Office, Gulbarga",chowkgba@ksp.gov.ion,08472-263622,Kalaburagi B Sub Division,17.330702,76.843168,,
538.0,Kalaburagi City,Kalaburagi,Ferhatabad PS,Farthabad Gulbarga,farthabadgba@ksp.gov.in,08472-213033,Kalaburagi C Sub Division,17.295679,76.807731,,
538.0,Kalaburagi City,Kalaburagi,MB Nagar PS,opp. Asha Jothi College GDA Lay Out Gulbarga,mbnagargba@ksp.gov.in,08472-263628,Kalaburagi B Sub Division,17.346811,76.802152,,
538.0,Kalaburagi City,Kalaburagi,Ragavendranagar PS,New Raghavendra Colony Gulbarga,rgnagargba@ksp.gov.in,08472-263619,Kalaburagi A Sub Division,17.360827,76.797169,,
538.0,Kalaburagi City,Kalaburagi,Roza PS,Near Khaja Bane Nawaz Durga Roza area Gulbarg,rozagba@ksp.gov.in,08472-263623,Kalaburagi B Sub Division,17.328557,76.871037,,
538.0,Kalaburagi City,Kalaburagi,Station Bazar PS,"I-Wan Shahi PWD Quarters, Near Mini Vidhana S",stationbazargba@ksp.gov.in,08472-263616,Kalaburagi A Sub Division,17.355842,76.810891,,
538.0,Kalaburagi City,Kalaburagi,University PS,University Campus Gulbarga,universitygba@ksp.gov.in,08472-263629,Kalaburagi C Sub Division,17.35623,76.843993,,
541.0,Kodagu,Kodagu,Bhagamandala PS,"Karike Road, Bhagamandala,",bhagamandalamcr@ksp.gov.in,08272-243270,Madikeri Rural Circle,12.3438,75.777919,,
541.0,Kodagu,Kodagu,Gonikoppa PS,"Juice Factory Road, Gonikoppa Town & Post,",gonicoppamcr@ksp.gov.in,08274-247333,Gonikoppa Circle,12.300576,75.831079,,
541.0,Kodagu,Kodagu,Kodagu CEN Crime PS,Madikere Town,email@ksp.gov.in,88888-888888,KODAGU(Madikeri) District,12.30635,75.789224,,
541.0,Kodagu,Kodagu,Kodagu Women PS,"Opp: Fort, Main Road,Near Madikeri Town PS, Madikeri",email@ksp.gov.in,88888-888888,Madikeri Sub-Division,12.30491,75.83399,,
541.0,Kodagu,Kodagu,Kushalanagar Rural PS,Kushal nagarKodagu,email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.365645,75.787391,,
541.0,Kodagu,Kodagu,Kushalnagar PS,"Near Hospital, Kudige Road,",kushalnagarmcr@ksp.gov.in,08276-274333,Kushalnagar Circle,12.320486,75.830248,,
541.0,Kodagu,Kodagu,Kushalnagar Traffic PS,"Kudlur Industrial Area, Kudlur Road,Kushalnagar hobli, Sowmarpet Tq, Kodagu",email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.365805,75.825801,,
541.0,Kodagu,Kodagu,Kutta PS,"Kutta Town, Kutta Post,",kuttamcr@ksp.gov.in,08274-244100,Kutta Circle,12.373145,75.769389,,
541.0,Kodagu,Kodagu,Madikeri Rural PS,"College Road,",madikeriruralmcr@ksp.gov.in,08272-228777,Madikeri Rural Circle,12.305627,75.836779,,
541.0,Kodagu,Kodagu,Madikeri Town PS,"Opp: Fort, Main Road,",madikeritownmcr@ksp.gov.in,08272-229333,Madikeri Town Circle,12.334587,75.830345,,
541.0,Kodagu,Kodagu,Madikeri Traffic PS,"Opp: Fort, Main Road,",trafficmcr@ksp.gov.in,08272-220081,Madikeri Town Circle,12.299095,75.830627,,
541.0,Kodagu,Kodagu,Napoklu PS,"Near market, Napoklu Town",napoklumcr@ksp.gov.in,08272-237240,Madikeri Rural Circle,12.301496,75.846246,,
541.0,Kodagu,Kodagu,Ponnampet PS,"Gonikoppa Road, Ponnampet Town & Post,",ponnampetmcr@ksp.gov.in,08274-249044,Gonikoppa Circle,12.33782,75.836407,,
541.0,Kodagu,Kodagu,Shanivarasanthe PS,"Shanivarasanthe Town, Shanivarasanthe,",shanivarasanthemcr@ksp.gov.in,08276-283333,Somwarpet Circle,12.349319,75.838738,,
541.0,Kodagu,Kodagu,Siddapura PS,"Near Bus Stand, Siddapura,",siddapuramcr@ksp.gov.in,08274-258333,Madikeri Town Circle,12.326835,75.782124,,
541.0,Kodagu,Kodagu,Somwarpet PS,"Near Private Bus Stand, Somawarpet Town,",somawarpetmcr@ksp.gov.in,08276-282040,Somwarpet Circle,12.348196,75.841315,,
541.0,Kodagu,Kodagu,Srimangala PS,"Srimangala Town, Srimangala Post,",srimangalamcr@ksp.gov.in,08274-246246,Kutta Circle,12.303312,75.819371,,
541.0,Kodagu,Kodagu,Sunticoppa PS,"Madapura Road, Suntikoppa Town",sunticoppamcr@ksp.gov.in,08276-262333,Kushalnagar Circle,12.348365,75.836149,,
541.0,Kodagu,Kodagu,Virajpet Rural PS,"Meenupet, Viajpet Town",virajpetruralmcr@ksp.gov.in,08274-257462,Virajpet Circle,12.337646,75.812759,,
541.0,Kodagu,Kodagu,Virajpet Town PS,"Meenupet, Viajpet Town",virajpettownmcr@ksp.gov.in,08274-257333,Virajpet Circle,12.315438,75.838004,,
542.0,Kolar,Kolar,Gownapalli PS,"Gownipalli Police Station, Gownipalli, Sriniv",gownipalliklr@ksp.gov.in,08157-248106,Srinivasapura Circle,13.117055,78.111195,,
542.0,Kolar,Kolar,Gulpet PS,"Gulpet Police Station, Chickaballapura Road,",gulpetklr@ksp.gov.in,08152-240596,Kolar Town Circle,13.153364,78.135372,,
542.0,Kolar,Kolar,Kolar CEN Crime PS,,email@ksp.gov.in,88888-888888,Kolar District,13.13781,78.146482,,
542.0,Kolar,Kolar,Kolar Rural PS,"Kolar Rural Police Station, Near AC Office, K",ruralklr@ksp.gov.in,08152-222616,Kolar Rural Circle,13.157727,78.114666,,
542.0,Kolar,Kolar,Kolar Town PS,"Kolar Town Police station, Near Gandhi chowk,",townklr@ksp.gov.in,08152-222024,Kolar Town Circle,13.098971,78.132272,,
542.0,Kolar,Kolar,Kolar Traffic PS,"Kolar Traffic Police Station, Behind Indian O",trafficklr@ksp.gov.in,08152-222025,Kolar Town Circle,13.171068,78.115666,,
542.0,Kolar,Kolar,Kolar Women PS,Near MG CircleKolar,email@ksp.gov.in,9480802630,Kolar Town Circle,13.113673,78.108746,,
542.0,Kolar,Kolar,Malur PS,"Office of the Circle Inspector of Police, Mar",malurklr@ksp.gov.in,08151-232220,Malur Circle,13.143452,78.100926,,
542.0,Kolar,Kolar,Masti PS,"Masthi Police Station, Masthi,  Malur Taluk.",masthiklr@ksp.gov.in,08151-236222,Malur Circle,13.116198,78.118968,,
542.0,Kolar,Kolar,Mulbagal Rural PS,,email@ksp.gov.in,88888-888888,Mulbagal Circle,13.121408,78.1103,,
542.0,Kolar,Kolar,Mulbagal Town PS,"Mulbagal Police Station, Near Ambedkar Circel",mulbagalklr@ksp.gov.in,08159-242040,Mulbagal Circle,13.122796,78.144146,,
542.0,Kolar,Kolar,Nangli PS,"Nangali Police Station, Nangali,   Mulbalgal",nangliklr@ksp.gov.in,08159-248126,Mulbagal Circle,13.163211,78.162013,,
542.0,Kolar,Kolar,Rayalpad PS,"Rayalpadu Police Station, Rayalpadu, Srinivas",rayalpadklr@ksp.gov.in,08157-240006,Srinivasapura Circle,13.147106,78.117554,,
542.0,Kolar,Kolar,Srinivasapura PS,"Srinivasapura Police Station, Near Mini Vidha",srinivasapuraklr@ksp.gov.in,08157-246234,Srinivasapura Circle,13.162543,78.157415,,
542.0,Kolar,Kolar,Vemagal PS,"Vemagal Police Station, Kolar Taluk",vemagalklr@ksp.gov.in,08152-246421,Kolar Rural Circle,13.17235,78.164077,,
543.0,Koppal,Koppal,Alwandi PS,Police Sub Inspector Alwandi Police Station A,alwandikpl@ksp.gov.in,08539-285233,Koppal Rural Circle,15.310056,76.168035,,
543.0,Koppal,Koppal,Bevoor PS,Police Sub Inspector Bevoor Police Station Be,bevoorkpl@ksp.gov.in,08534-227641,Yelburga Circle,15.355506,76.148561,,
543.0,Koppal,Koppal,Gangavathi Rural PS,"Police Sub Gangavati Rural Police Station, Op",gvtruralkpl@ksp.gov.in,08533-230854,Gangavathi Rural Circle,15.319949,76.128557,,
543.0,Koppal,Koppal,Gangavathi Town PS,Police Inspector Gangavati Town Police Statio,gvttownkpl@ksp.gov.in,08533-230633,Gangavathi Sub-Division,15.353011,76.121797,,
543.0,Koppal,Koppal,Gangavathi Traffic PS,"Police Sub Gangavati Traffic Police Station,",gvttraffickpl@ksp.gov.in,08533-231533,Gangavathi Town PS,15.385886,76.149531,,
543.0,Koppal,Koppal,Hanumasagar PS,Police Sub-Insector Hanumsagar  Police Statio,hanumsagarkpl@ksp.gov.in,08536-270333,Kushtagi Circle,15.337105,76.157751,,
543.0,Koppal,Koppal,Kanakagiri PS,Police Sub-Insector Kanakagiri Police Station,kanakagirikpl@ksp.gov.in,08533-240233,Gangavathi Rural Circle,15.366795,76.126742,,
543.0,Koppal,Koppal,Karatagi PS,Police Sub-Insector Karatagi Police Station K,karatagikpl@ksp.gov.in,08533-275331,Gangavathi Rural Circle,15.320713,76.159467,,
543.0,Koppal,Koppal,Koppal CEN Crime PS,DCB UnitKoppal,email@ksp.gov.in,88888-888888,Koppal District,15.327522,76.177606,,
543.0,Koppal,Koppal,Koppal Rural PS,Police Sub Inspector Koppal Rural Police Stat,ruralkpl@ksp.gov.in,08539-221333,Koppal Rural Circle,15.370216,76.160476,,
543.0,Koppal,Koppal,Koppal Town PS,"Police Inspector Koppal Town Police Station,",townkpl@ksp.gov.in,08539-220333,Koppal Sub-Division,15.351732,76.189022,,
543.0,Koppal,Koppal,Koppal Traffic PS,Koppal,email@ksp.gov.in,88888-888888,Koppal Town PS,15.350623,76.189954,,
543.0,Koppal,Koppal,Koppal Women PS,"Hasan Road, Near Tippu Sultan CircleKoppal",womenpskpl@ksp.gov.in,88888-888888,Koppal Sub-Division,15.381557,76.15779,,
543.0,Koppal,Koppal,Kuknoor PS,Police Sub Inspector Kuknoor Police Station K,kuknoorkpl@ksp.gov.in,08534-230438,Yelburga Circle,15.344582,76.181148,,
543.0,Koppal,Koppal,Kushtagi PS,Police Sub-Insector Kushtagi Police Station K,kushtagikpl@ksp.gov.in,08536-267033,Kushtagi Circle,15.386481,76.122929,,
543.0,Koppal,Koppal,Munirabad PS,Police Sub Inspector Munirabad Police Station,munirabadkpl@ksp.gov.in,08539-270333,Koppal Rural Circle,15.384803,76.168206,,
543.0,Koppal,Koppal,Tavaregera PS,Police Sub-Insector Tawargera  Police Station,tawargerakpl@ksp.gov.in,08536-275322,Kushtagi Circle,15.384172,76.185423,,
543.0,Koppal,Koppal,Yelburga PS,Police Sub Inspector Yelburga Police Station,yelburgakpl@ksp.gov.in,08534-220133,Yelburga Circle,15.385246,76.140307,,
544.0,Mandya,Mandya,Arakere PS,"Arakere, Srirangaptna Taluk",arakeremdy@ksp.gov.in,08236-257233,Srirangapatna Circle,12.5519,76.912563,,
544.0,Mandya,Mandya,Basaralu PS,"Basaralu, Mandya Taluk",basaralumdy@ksp.gov.in,08232-276634,Mandya Rural Circle,12.517286,76.894217,,
544.0,Mandya,Mandya,Belakavadi PS,"Belkavadi, Malavalli Taluk",belakavadimdy@ksp.gov.in,08231-240034,Malavalli Rural Circle,12.557661,76.870232,,
544.0,Mandya,Mandya,Bellur PS,"Bellur, Nagamangala Taluk",bellurmdy@ksp.gov.in,08234-287535,Nagamangala Circle,12.48907,76.867572,,
544.0,Mandya,Mandya,Besagaraghalli PS,"Besagarahalli, Maddur Taluk",besagarahallimdy@ksp.gov.in,08232-278264,Maddur Circle,12.486938,76.855725,,
544.0,Mandya,Mandya,Bindiganavile PS,"Binidiganavile, Nagamangala Taluk",bnavilemdy@ksp.gov.in,08234-284240,Nagamangala Circle,12.550781,76.856813,,
544.0,Mandya,Mandya,Halagur PS,"MALAVALLI TQ,",halagurumdy@ksp.gov.in,08231-295322,Malavalli Rural Circle,12.486795,76.895406,,
544.0,Mandya,Mandya,K.M. Doddi PS,"K M Doddi C A kere HOBLI, MADDUR TQ.",kmdoddimdy@ksp.gov.in,08231-235032,Malavalli Sub-Division,12.497751,76.871376,,
544.0,Mandya,Mandya,K.R. Pet Rural PS,"K R Pet Town, K R Pet Taluk",krpetruralmdy@ksp.gov.in,08232-262440,K.R. Pet Circle,12.487476,76.866323,,
544.0,Mandya,Mandya,K.R. Pet Town PS,"K R Pet Town, K R Pet Taluk",krpettownmdy@ksp.gov.in,08230-262248,K.R. Pet Circle,12.5214,76.878882,,
544.0,Mandya,Mandya,K.R. Sagar PS,"K R Sagara, Srirangapatna Taluk",krsagaramdy@ksp.gov.in,08236-252027,Srirangapatna Circle,12.498365,76.924842,,
544.0,Mandya,Mandya,Keragodu PS,"Keragodu, Mandya Taluk",keragodumdy@ksp.gov.in,08232-272044,Mandya Rural Circle,12.545387,76.930678,,
544.0,Mandya,Mandya,Kesthur PS,"Kesthur, Maddur Taluk",kesturmdy@ksp.gov.in,08232-279735,Maddur Circle,12.485238,76.928644,,
544.0,Mandya,Mandya,Kikkeri PS,"Kikkeri, K R Pet Taluk",kikkerimdy@ksp.gov.in,08232-265433,K.R. Pet Circle,12.495526,76.931168,,
544.0,Mandya,Mandya,Kirugavalu PS,"Kirugavalu, Malavalli Taluk",kirugavalumdy@ksp.gov.in,082312-249481,Malavalli Rural Circle,12.495429,76.887313,,
544.0,Mandya,Mandya,Koppa PS,"Koppa, Maddur Taluk",koppamdy@ksp.gov.in,08232-248032,Maddur Circle,12.483738,76.881131,,
544.0,Mandya,Mandya,Maddur PS,Maddur Town,maddurmdy@ksp.gov.in,08232-232170,Maddur Circle,12.522471,76.923033,,
544.0,Mandya,Mandya,Maddur Traffic PS,Maddur Town,maddurtrafficmdy@ksp.gov.in,08232-232033,Maddur Circle,12.533457,76.917933,,
544.0,Mandya,Mandya,Malavalli Rural PS,Malavalli Town,malavalliruralmdy@ksp.gov.in,08231-242233,Malavalli Rural Circle,12.513299,76.902001,,
544.0,Mandya,Mandya,Malavalli Town PS,Malavalli Town,malavallitownmdy@ksp.gov.in,08231-242244,Malavalli Sub-Division,12.494109,76.932182,,
544.0,Mandya,Mandya,Mandya CEN Crime PS,Mandya Town,email@ksp.gov.in,88888-888888,Mandya Sub-Division,12.558562,76.902827,,
544.0,Mandya,Mandya,Mandya Central PS,"DC Office Road, Mandya City,Mandya Dist",email@ksp.gov.in,8232221345,Mandya Town Circle,12.502082,76.920567,,
544.0,Mandya,Mandya,Mandya East PS,"M C Road, Mandya Town",eastmdy@ksp.gov.in,08232-224777,Mandya Town Circle,12.4913,76.911945,,
544.0,Mandya,Mandya,Mandya Rural PS,"Bannur Road, Mandya Town",ruralmdy@ksp.gov.in,08232-224200,Mandya Rural Circle,12.516146,76.892308,,
