district_id,police_station_name,address,email,phone,circle,latitude,longitude
22,KGF CEN Crime PS,DCBKGF District,email@ksp.gov.in,88888-888888,K.G.F District,12.95611,78.272121
22,Kyasamballi Police Station,Kyasamballi,kysamballikgf@ksp.gov.in,9480802745,Kyasamballi,12.952116,78.359262
22,Marikuppam PS,"NEAR HONCOCKs SHAFT, KGF",marikuppamkgf@ksp.gov.in,08153-274296,Champion Reefs  Circle,12.92712,78.26591
22,Oorgaum PS,"NEAR OORGAUM RAILWAY STATION, OORGAUM KGF",oorgaumkgf@ksp.gov.in,08153-260283,Oorgaum Circle,12.95247,78.26465
22,Robertsonpet PS,"NEAR MUNICIPALITY BUS STAND, ROBERTSONPET, KG",robertsonpetkgf@ksp.gov.in,08153-260224,Robertsonpet Circle,12.95756,78.27155
23,Afzalpur PS,Near Bus Stand Afzalpur Tq : Afzalpur,afzalpurgba@ksp.gov.in,08477-283038,Afzalpur Circle,17.20287,76.35825
23,Alland PS,Aland Tq : Aland,alandgba@ksp.gov.in,08477-202222,Alland Circle,17.56166,76.56071
23,Chincholi PS,Near Bus Stand Chincholi Tq : Chincholi,chincholigba@ksp.gov.in,08475-273033,Chincholi Circle,17.2736,77.25112
23,Chittapura PS,Chittapur Tq :chittapur,chittapurgba@ksp.gov.in,08474-236123,Chittapura  Circle,17.11948,77.08355
23,Devalagangapur PS,Devalagangapur Tq: Afzalpur,dgpurgba@ksp.gov.in,08477-274360,Afzalpur Circle,17.20721,76.5431
23,Jewargi PS,opp. Bus stand Main Road Jewargi,jewargigba@ksp.gov.in,08442-236033,Jewargi  Circle,17.01593,76.7758
23,Kalaburagi CEN Crime PS,Kalaburgi Town,email@ksp.gov.in,88888-888888,Kalaburagi District,17.32788,76.83792
23,Kalagi PS,PWD Quarters Kalagi Tq: chittapur,kalagigba@ksp.gov.in,08474-227633,Kalagi  Circle,17.21655,77.09245
23,Kamalapur PS,Kamalapur Tq: Gulbarga,kamalapurgba@ksp.gov.in,08472-221306,Gulbarga Rural Circle,15.30233,76.47831
23,Kunchavaram PS,Kunchawaram Tq : chincholi,kunchawaramgba@ksp.gov.in,08475-204001,Chincholi Circle,17.4854,77.62818
23,Kurakunta PS,CCI cement Factory Quarters area Kurkunta Tq:,kurkuntagba@ksp.gov.in,08441-228543,Sedam Circle,17.17051,77.33789
23,Madanahipparga PS,Madanhipparga Tq: Aland,madanhippargagba@ksp.gov.in,08440-216266,Alland Circle,17.45725,76.37383
23,Madbool PS,Madbool Tq: Chittapur,madboolgba@ksp.gov.in,08474-290166,Kalagi  Circle,17.2856,77.00374
23,Mahagoan PS,Mahagoan Tq: Gulbarga,mahagaongba@ksp.gov.in,08478-220475,Gulbarga Rural Circle,17.3115,76.5649
23,Malkhed PS,Near Bas stand Malkhed Tq : sedam,malkhedgba@ksp.gov.in,08441-280366,Sedam Circle,17.17051,77.33789
23,Miryan PS,Miriyan Tq ; Chincholi,miriyangba@ksp.gov.in,08475-295444,Chincholi Circle,17.22132,77.2943
23,Mudhol PS,Mudhol Tq: Sedam,mudholgba@ksp.gov.in,08441-220811,Chincholi Sub-Division,16.32991,75.28498
23,Narona PS,Narona Tq:aland,naronagba@ksp.gov.in,08477-228233,Alland Circle,17.51395,76.7173
23,Nelogi PS,Nelogi Tq: Jewargi,nelogigba@ksp.gov.in,08442-225033,Jewargi  Circle,17.0305,76.3605
23,Nimbarga PS,Nimbarga Tq: Aland,nimbargagba@ksp.gov.in,08440-286733,Alland Circle,17.38713,76.58531
23,Ratkal PS,Ratkal Tq : Chincholi,ratkalgba@ksp.gov.in,08475-297833,Sulepet  Circle,17.4517,77.1068
23,Revoor PS,Revoor Tq: Afzalpur,revoorgba@ksp.gov.in,08477-269436,Afzalpur Circle,17.32204,76.46487
23,Sedam PS,Sedam Tq: Sedam,sedamgba@ksp.gov.in,08441-276166,Sedam Circle,17.17985,77.28518
23,Shahabad Town PS,Shahabad Tq: Chittapur,shahabadtowngba@ksp.gov.in,08474-204444,Shahabad Sub-Division,17.13044,76.9346
23,Sulepet PS,Sulepet Tq:  chincholi,sulepethgba@ksp.gov.in,08475-295024,Sulepet  Circle,17.2416,77.2042
23,Wadi PS,Near ACC Cement Factory Wadi Tq : Chittapur,wadigba@ksp.gov.in,08474-202300,Chittapura  Circle,17.0344,76.58537
23,Yedrami PS,Yedrami Tq: Jewargi,yedramigba@ksp.gov.in,08442-226033,Jewargi  Circle,16.85576,76.54173
24,Ashoknagar PS,"Behind Central Bus stand GDA Lay Out, Gulbarg",ashoknagargba@ksp.gov.in,08472-263617,Kalaburagi A Sub Division,12.5818,77.36369
24,Brahmapur PS,"Super Market Gulbarga, Near Tashil Office, Gu",brahmapurgba@ksp.gov.in,08472-263618,Kalaburagi A Sub Division,17.33844,76.83794
24,Chowk PS,"Super Market , Opp Tashil Office, Gulbarga",chowkgba@ksp.gov.ion,08472-263622,Kalaburagi B Sub Division,17.33814,76.83742
24,Ferhatabad PS,Farthabad Gulbarga,farthabadgba@ksp.gov.in,08472-213033,Kalaburagi C Sub Division,17.17151,76.79334
24,MB Nagar PS,opp. Asha Jothi College GDA Lay Out Gulbarga,mbnagargba@ksp.gov.in,08472-263628,Kalaburagi B Sub Division,17.1938,76.5204
24,Ragavendranagar PS,New Raghavendra Colony Gulbarga,rgnagargba@ksp.gov.in,08472-263619,Kalaburagi A Sub Division,17.33727,76.81807
24,Roza PS,Near Khaja Bane Nawaz Durga Roza area Gulbarg,rozagba@ksp.gov.in,08472-263623,Kalaburagi B Sub Division,17.34596,76.85183
24,Station Bazar PS,"I-Wan Shahi PWD Quarters, Near Mini Vidhana S",stationbazargba@ksp.gov.in,08472-263616,Kalaburagi A Sub Division,17.31685,76.82587
24,University PS,University Campus Gulbarga,universitygba@ksp.gov.in,08472-263629,Kalaburagi C Sub Division,17.3099,76.87658
25,Bangalore Cantonment Rly PS,"PF1 Cantonment Railway Station, Bangalore",blorecantrly@ksp.gov.in,8022266260,Bangalore Cantonment Rly Circle,12.9938,77.59781
25,Mysore Rly PS,"Mysore Yadavagiri, Mysore",mysorerly@ksp.gov.in,8212516579,Mysore Rly Circle,12.31715,76.64472
25,Shimoga Rly PS,"PF No.1, Shimoga Railway Station, Shimoga",shimogarly@ksp.gov.in,8182222974,Mysore Rly Circle,13.94497,75.58234
26,Bhagamandala PS,"Karike Road, Bhagamandala,",bhagamandalamcr@ksp.gov.in,08272-243270,Madikeri Rural Circle,12.38423,75.52858
26,Gonikoppa PS,"Juice Factory Road, Gonikoppa Town & Post,",gonicoppamcr@ksp.gov.in,08274-247333,Gonikoppa Circle,12.18633,75.92668
26,Kodagu CEN Crime PS,Madikere Town,email@ksp.gov.in,88888-888888,KODAGU(Madikeri) District,12.429706,75.725621
26,Kodagu Women PS,"Opp: Fort, Main Road,Near Madikeri Town PS, Madikeri",email@ksp.gov.in,88888-888888,Madikeri Sub-Division,12.42103,75.74037
26,Kushalanagar Rural PS,Kushal nagarKodagu,email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.48,75.956565
26,Kushalnagar PS,"Near Hospital, Kudige Road,",kushalnagarmcr@ksp.gov.in,08276-274333,Kushalnagar Circle,12.46028,75.9623
26,Kushalnagar Traffic PS,"Kudlur Industrial Area, Kudlur Road,Kushalnagar hobli, Sowmarpet Tq, Kodagu",email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.48,75.956565
26,Kutta PS,"Kutta Town, Kutta Post,",kuttamcr@ksp.gov.in,08274-244100,Kutta Circle,11.99386,76.35515
26,Madikeri Rural PS,"College Road,",madikeriruralmcr@ksp.gov.in,08272-228777,Madikeri Rural Circle,12.42966,75.7255
26,Madikeri Town PS,"Opp: Fort, Main Road,",madikeritownmcr@ksp.gov.in,08272-229333,Madikeri Town Circle,12.42093,75.74048
26,Madikeri Traffic PS,"Opp: Fort, Main Road,",trafficmcr@ksp.gov.in,08272-220081,Madikeri Town Circle,12.4228,75.73695
26,Napoklu PS,"Near market, Napoklu Town",napoklumcr@ksp.gov.in,08272-237240,Madikeri Rural Circle,12.31021,75.68936
26,Ponnampet PS,"Gonikoppa Road, Ponnampet Town & Post,",ponnampetmcr@ksp.gov.in,08274-249044,Gonikoppa Circle,12.15138,75.94246
26,Shanivarasanthe PS,"Shanivarasanthe Town, Shanivarasanthe,",shanivarasanthemcr@ksp.gov.in,08276-283333,Somwarpet Circle,12.7267,75.8897
26,Siddapura PS,"Near Bus Stand, Siddapura,",siddapuramcr@ksp.gov.in,08274-258333,Madikeri Town Circle,12.93963,77.59418
26,Somwarpet PS,"Near Private Bus Stand, Somawarpet Town,",somawarpetmcr@ksp.gov.in,08276-282040,Somwarpet Circle,12.51322,75.80903
26,Srimangala PS,"Srimangala Town, Srimangala Post,",srimangalamcr@ksp.gov.in,08274-246246,Kutta Circle,11.99386,76.35515
26,Sunticoppa PS,"Madapura Road, Suntikoppa Town",sunticoppamcr@ksp.gov.in,08276-262333,Kushalnagar Circle,12.4525,75.8289
26,Virajpet Rural PS,"Meenupet, Viajpet Town",virajpetruralmcr@ksp.gov.in,08274-257462,Virajpet Circle,12.19305,75.8011
26,Virajpet Town PS,"Meenupet, Viajpet Town",virajpettownmcr@ksp.gov.in,08274-257333,Virajpet Circle,12.19287,75.80102
27,Gownapalli PS,"Gownipalli Police Station, Gownipalli, Sriniv",gownipalliklr@ksp.gov.in,08157-248106,Srinivasapura Circle,13.51123,78.22563
27,Gulpet PS,"Gulpet Police Station, Chickaballapura Road,",gulpetklr@ksp.gov.in,08152-240596,Kolar Town Circle,13.14567,78.13095
27,Kolar CEN Crime PS,,email@ksp.gov.in,88888-888888,Kolar District,13.14167,78.13692
27,Kolar Rural PS,"Kolar Rural Police Station, Near AC Office, K",ruralklr@ksp.gov.in,08152-222616,Kolar Rural Circle,13.14167,78.13692
27,Kolar Town PS,"Kolar Town Police station, Near Gandhi chowk,",townklr@ksp.gov.in,08152-222024,Kolar Town Circle,13.13152,78.13352
27,Kolar Traffic PS,"Kolar Traffic Police Station, Behind Indian O",trafficklr@ksp.gov.in,08152-222025,Kolar Town Circle,13.16949,78.39958
27,Kolar Women PS,Near MG CircleKolar,email@ksp.gov.in,9480802630,Kolar Town Circle,13.131524,78.133516
27,Malur PS,"Office of the Circle Inspector of Police, Mar",malurklr@ksp.gov.in,08151-232220,Malur Circle,13.00252,77.93838
27,Masti PS,"Masthi Police Station, Masthi,  Malur Taluk.",masthiklr@ksp.gov.in,08151-236222,Malur Circle,12.87305,77.99797
27,Mulbagal Rural PS,,email@ksp.gov.in,88888-888888,Mulbagal Circle,13.058323,78.425844
27,Mulbagal Town PS,"Mulbagal Police Station, Near Ambedkar Circel",mulbagalklr@ksp.gov.in,08159-242040,Mulbagal Circle,13.1684,78.39303
27,Nangli PS,"Nangali Police Station, Nangali,   Mulbalgal",nangliklr@ksp.gov.in,08159-248126,Mulbagal Circle,13.19423,78.53718
27,Rayalpad PS,"Rayalpadu Police Station, Rayalpadu, Srinivas",rayalpadklr@ksp.gov.in,08157-240006,Srinivasapura Circle,13.53105,78.34519
27,Srinivasapura PS,"Srinivasapura Police Station, Near Mini Vidha",srinivasapuraklr@ksp.gov.in,08157-246234,Srinivasapura Circle,13.34122,78.21268
27,Vemagal PS,"Vemagal Police Station, Kolar Taluk",vemagalklr@ksp.gov.in,08152-246421,Kolar Rural Circle,13.1919,78.01713
28,Alwandi PS,Police Sub Inspector Alwandi Police Station A,alwandikpl@ksp.gov.in,08539-285233,Koppal Rural Circle,15.23163,75.99057
28,Bevoor PS,Police Sub Inspector Bevoor Police Station Be,bevoorkpl@ksp.gov.in,08534-227641,Yelburga Circle,16.20709,75.89477
28,Gangavathi Rural PS,"Police Sub Gangavati Rural Police Station, Op",gvtruralkpl@ksp.gov.in,08533-230854,Gangavathi Rural Circle,15.42611,76.52972
28,Gangavathi Town PS,Police Inspector Gangavati Town Police Statio,gvttownkpl@ksp.gov.in,08533-230633,Gangavathi Sub-Division,15.42588,76.53019
28,Gangavathi Traffic PS,"Police Sub Gangavati Traffic Police Station,",gvttraffickpl@ksp.gov.in,08533-231533,Gangavathi Town PS,15.42563,76.52996
28,Hanumasagar PS,Police Sub-Insector Hanumsagar  Police Statio,hanumsagarkpl@ksp.gov.in,08536-270333,Kushtagi Circle,15.87277,76.04762
28,Kanakagiri PS,Police Sub-Insector Kanakagiri Police Station,kanakagirikpl@ksp.gov.in,08533-240233,Gangavathi Rural Circle,15.57236,76.42374
28,Karatagi PS,Police Sub-Insector Karatagi Police Station K,karatagikpl@ksp.gov.in,08533-275331,Gangavathi Rural Circle,15.60059,76.65798
28,Koppal CEN Crime PS,DCB UnitKoppal,email@ksp.gov.in,88888-888888,Koppal District,15.35246,76.15093
28,Koppal Rural PS,Police Sub Inspector Koppal Rural Police Stat,ruralkpl@ksp.gov.in,08539-221333,Koppal Rural Circle,15.34864,76.15049
28,Koppal Town PS,"Police Inspector Koppal Town Police Station,",townkpl@ksp.gov.in,08539-220333,Koppal Sub-Division,15.34883,76.15071
28,Koppal Traffic PS,Koppal,email@ksp.gov.in,88888-888888,Koppal Town PS,15.35182,76.1576
28,Koppal Women PS,"Hasan Road, Near Tippu Sultan CircleKoppal",womenpskpl@ksp.gov.in,88888-888888,Koppal Sub-Division,15.348834,76.150712
28,Kuknoor PS,Police Sub Inspector Kuknoor Police Station K,kuknoorkpl@ksp.gov.in,08534-230438,Yelburga Circle,15.49262,75.99151
28,Kushtagi PS,Police Sub-Insector Kushtagi Police Station K,kushtagikpl@ksp.gov.in,08536-267033,Kushtagi Circle,15.75488,76.1935
28,Munirabad PS,Police Sub Inspector Munirabad Police Station,munirabadkpl@ksp.gov.in,08539-270333,Koppal Rural Circle,15.27958,76.32185
28,Tavaregera PS,Police Sub-Insector Tawargera  Police Station,tawargerakpl@ksp.gov.in,08536-275322,Kushtagi Circle,15.77005,76.40431
28,Yelburga PS,Police Sub Inspector Yelburga Police Station,yelburgakpl@ksp.gov.in,08534-220133,Yelburga Circle,15.61332,76.01221
29,Arakere PS,"Arakere, Srirangaptna Taluk",arakeremdy@ksp.gov.in,08236-257233,Srirangapatna Circle,12.41068,76.81357
29,Basaralu PS,"Basaralu, Mandya Taluk",basaralumdy@ksp.gov.in,08232-276634,Mandya Rural Circle,12.70584,76.81725
29,Belakavadi PS,"Belkavadi, Malavalli Taluk",belakavadimdy@ksp.gov.in,08231-240034,Malavalli Rural Circle,12.25664,77.12265
29,Bellur PS,"Bellur, Nagamangala Taluk",bellurmdy@ksp.gov.in,08234-287535,Nagamangala Circle,12.98144,76.73564
29,Besagaraghalli PS,"Besagarahalli, Maddur Taluk",besagarahallimdy@ksp.gov.in,08232-278264,Maddur Circle,12.63614,77.00603
29,Bindiganavile PS,"Binidiganavile, Nagamangala Taluk",bnavilemdy@ksp.gov.in,08234-284240,Nagamangala Circle,12.88119,76.63097
29,Halagur PS,"MALAVALLI TQ,",halagurumdy@ksp.gov.in,08231-295322,Malavalli Rural Circle,12.4275,77.22836
29,K.M. Doddi PS,"K M Doddi C A kere HOBLI, MADDUR TQ.",kmdoddimdy@ksp.gov.in,08231-235032,Malavalli Sub-Division,12.48931,77.03516
29,K.R. Pet Rural PS,"K R Pet Town, K R Pet Taluk",krpetruralmdy@ksp.gov.in,08232-262440,K.R. Pet Circle,12.65939,76.48833
29,K.R. Pet Town PS,"K R Pet Town, K R Pet Taluk",krpettownmdy@ksp.gov.in,08230-262248,K.R. Pet Circle,12.65924,76.48829
29,K.R. Sagar PS,"K R Sagara, Srirangapatna Taluk",krsagaramdy@ksp.gov.in,08236-252027,Srirangapatna Circle,12.40578,76.57242
29,Keragodu PS,"Keragodu, Mandya Taluk",keragodumdy@ksp.gov.in,08232-272044,Mandya Rural Circle,12.64286,76.91703
29,Kesthur PS,"Kesthur, Maddur Taluk",kesturmdy@ksp.gov.in,08232-279735,Maddur Circle,12.69169,77.06078
29,Kikkeri PS,"Kikkeri, K R Pet Taluk",kikkerimdy@ksp.gov.in,08232-265433,K.R. Pet Circle,12.76872,76.42292
29,Kirugavalu PS,"Kirugavalu, Malavalli Taluk",kirugavalumdy@ksp.gov.in,082312-249481,Malavalli Rural Circle,12.35847,76.94514
29,Koppa PS,"Koppa, Maddur Taluk",koppamdy@ksp.gov.in,08232-248032,Maddur Circle,12.70769,76.95723
29,Maddur PS,Maddur Town,maddurmdy@ksp.gov.in,08232-232170,Maddur Circle,12.58779,77.04138
29,Maddur Traffic PS,Maddur Town,maddurtrafficmdy@ksp.gov.in,08232-232033,Maddur Circle,12.58809,77.04111
29,Malavalli Rural PS,Malavalli Town,malavalliruralmdy@ksp.gov.in,08231-242233,Malavalli Rural Circle,12.38364,77.06028
29,Malavalli Town PS,Malavalli Town,malavallitownmdy@ksp.gov.in,08231-242244,Malavalli Sub-Division,12.38353,77.06044
29,Mandya CEN Crime PS,Mandya Town,email@ksp.gov.in,88888-888888,Mandya Sub-Division,12.526694,76.890722
29,Mandya Central PS,"DC Office Road, Mandya City,Mandya Dist",email@ksp.gov.in,8232221345,Mandya Town Circle,12.52304,76.88514
29,Mandya East PS,"M C Road, Mandya Town",eastmdy@ksp.gov.in,08232-224777,Mandya Town Circle,12.52846,76.90077
29,Mandya Rural PS,"Bannur Road, Mandya Town",ruralmdy@ksp.gov.in,08232-224200,Mandya Rural Circle,12.51948,76.88447
29,Mandya Traffic PS,"M C Road, Mandya Town",trafficmdy@ksp.gov.in,08232-262248,Mandya Town Circle,12.52846,76.90077
29,Mandya West PS,"R P Road, Mandya Town",westmdy@ksp.gov.in,08232-224666,Mandya Town Circle,12.52669,76.89072
29,Mandya Women PS,Mandya TownMandya Dist,email@ksp.gov.in,88888-888888,Mandya Town Circle,12.52846,76.90077
29,Melukote PS,"Melukote, Pandavapura Taluk",melukotemdy@ksp.gov.in,08236-299800,Srirangapatna Circle,12.66174,76.64808
29,Nagamangala Rural PS,address,nmangalaruralmdy@ksp.gov.in,08232-285210,Nagamangala Circle,12.83088,76.75885
29,Nagamangala Town PS,Nagamangala Town,nmangalamdy@ksp.gov.in,08234-286040,Nagamangala Circle,12.81982,76.7563
29,Pandavapura PS,"Pandavapura, Pandavapura Taluk",ppuramdy@ksp.gov.in,08236-255132,Srirangapatna Sub-Division,12.50301,76.67358
29,Shivalli PS,"Shivalli, Mandya Taluk",shivallimdy@ksp.gov.in,08232-277144,Mandya Rural Circle,12.58571,76.8239
29,Srirangapatna PS,"Behind Government First Grade College, Sriran",srpatnamdy@ksp.gov.in,08236-259235,Srirangapatna Circle,12.42399,76.68308
29,Srirangapatna Rural PS,"Behind Govt. First Grade CollegeSrirangapatna Tq, Mandya Dist",email@ksp.gov.in,8232253027,Srirangapatna Circle,12.41459,76.69136
3,APMC Yard PS,BUXITE ROAD  AZAM NAGAR BELGAUM-,apmcbgm@ksp.gov.in,0831-2405250,Market Sub Division,15.13179,76.92145
3,Bagewadi PS,ON P.B.ROAD NH4  KAKATI,bagewadibgm@ksp.gov.in,0831-2405280,Belgaum Rural Sub Division,15.77615,74.63784
3,Belagavi City CEN Crime PS,PHQ BelagaviOld PB road,ccbbgc@ksp.gov.in,8888-888888,Belagavi City,15.873568,74.529618
3,Belagavi Rural PS,VADAGON ROAD HINDWADI,ruralbgm@ksp.gov.in,0831-2405252,Belgaum Rural Sub Division,15.83317,74.51456
3,Belgaum North Traffic PS,KACHARI ROAD OPOSITE TAHASILDAR OFFICE-,trafficnorthbgm@ksp.gov.in,0831-2405240,Belagavi Traffic Sub Division,15.86323,74.51308
3,Belgaum South Traffic PS,CAMP POLICE LANE CAMP,trafficsouthbgm@ksp.gov.in,0831-2405248,Belagavi Traffic Sub Division,15.85743,74.50535
3,Camp PS,HIGH STREET CAMP,campbgm@ksp.gov.in,0831-2405234,Khadebazar Sub Division,15.85471,74.50455
3,Kakati PS,ON P.B.ROAD NH4  KAKATI,kakatibgm@ksp.gov.in,0831-2405203,Belgaum Rural Sub Division,15.92986,74.52751
3,Khadebazar PS,RISALDAR GALLI KHADE BAZAR,khadebazarbgm@ksp.gov.in,0831-2405232,Khadebazar Sub Division,15.86238,74.51074
3,Malamaruthi PS,DOUBLE ROAD SRINAGAR,malmaruthibgm@ksp.gov.in,0831-2405251,Market Sub Division,15.88174,74.52919
3,Marihal PS,BAGALKOT ROAD MARIHAL,marihalbgm@ksp.gov.in,0831-2405239,Belgaum Rural Sub Division,15.88145,74.6642
3,Market PS,OPP  CENTRAL BUS STAND,marketbgm@ksp.gov.in,0831-2405242,Market Sub Division,15.86247,74.51967
3,Shahapura PS,VADAGAON ROAD SHAHAPUR,shahapurbgm@ksp.gov.in,0831-2405244,Market Sub Division,15.838089,74.518013
3,Tilakwadi PS,NEAR NATH PAI GARDEN TILKAWADI,tilakwadibgm@ksp.gov.in,0831-2405236,Khadebazar Sub Division,15.83594,74.50154
3,Udyambag PS,NEAR STATE BANK OF INDIA  IDUSTRIAL ESTATE KH,udyambagbgm@ksp.gov.in,0831-2405238,Khadebazar Sub Division,15.82069,74.49141
30,Bajpe PS,BAJPE POST & VILLAGE,bajpemgc@ksp.gov.in,0824-2220531,North Subdivison,12.98086,74.8925
30,Barke PS,Gandhinagar,barkemgc@ksp.gov.in,0824-2220522,Central Sub Division,12.8866,74.83202
30,Cyber Crime PS Mangaluru City,Mangaloor CityMangaloor,email@ksp.gov.in,88888-888888,Mangalore COP,12.86416,74.83351
30,E and N Crime PS Mangaluru City,Mangalooru CityMangalooru,email@ksp.gov.in,88888-888888,Mangalore COP,12.85498,74.83993
30,Kankanady Town PS,"Garodi, Maroli PostMangaluru City",ccmgc@ksp.gov.in,8242220529,South Sub division,12.86983,74.87264
30,Kavoor PS,"Kavoor P.S Shanthinagara, Kavoor, Mangalore",kavoormgc@ksp.gov.in,0824-2220533,North Subdivison,12.92423,74.84935
30,Konaje PS,"Konaje Police Station, Assaigoli Post",konajemgc@ksp.gov.in,0824-2220536,South Sub division,12.8095,74.91542
30,Mangalore East PS,Kadri Hills,mangaloreeastmgc@ksp.gov.in,0824-2220520,Central Sub Division,12.8903,74.85261
30,Mangalore East Traffic PS,Kadrihills Mangalore,trafficeastmaq@ksp.gov.in,0824-2220825,Traffic Sub Division,12.8903,74.85261
30,Mangalore North PS,BUNDER      MANGALORE,mangalorenorthmgc@ksp.gov.in,0824-2220516,Central Sub Division,12.86427,74.8335
30,Mangalore Rural PS,Kulashekara,mangaloreruralmgc@ksp.gov.in,0824-2220535,South Sub division,12.8822,74.87764
30,Mangalore South PS,"Managalore South P.S, Pandeshwara",mangaloresouthmgc@ksp.gov.in,0824-2220518,Central Sub Division,12.85498,74.83993
30,Mangalore West Traffic PS,address,trafficwestmaq@ksp.gov.in,0824-2220524,Traffic Sub Division,12.85498,74.83993
30,Mangalore Women PS,"Women Police Station , Pandeshwara",womenmgc@ksp.gov.in,0824-2220525,Central Sub Division,12.85689,74.83821
30,Moodabidre PS,"Jyothinagara, Pranthya Village",moodabidremgc@ksp..gov.in,08258 - 236333,North Subdivison,13.06645,74.99993
30,Mulki PS,Bappanadu,mulkimgc@ksp.gov.in,0824-2290533,North Subdivison,13.09426,74.78928
30,Panambur PS,"PANAMBUR POLICE STATION, PANAMBUR , NEW MANGA",panamburmgc@ksp.gov.in,0824-2220530,North Subdivison,12.95256,74.8169
30,Surathkal PS,surathkal police station,surathkalmgc@ksp.gov.in,0824-2220540,North Subdivison,12.98818,74.80111
30,Traffic North Police Station,Traffic North Police Station,trafficnorthmgc@ksp.gov.in,88888-888888,Traffic Sub Division,12.96984,74.080457
30,Traffic South Police Station,"Kallapu, Near TokkottuMangaluru City",maqsysadm@ksp.gov.in,88888-888888,Traffic Sub Division,12.96984,74.08046
30,Ullal PS,"Near Abbakka Circle, Ullal Post, Mangalore",ullalmgc@ksp.gov.in,0824-2466269,South Sub division,12.81951,74.84157
30,Urva PS,Ashokanagar,urwamgc@ksp.gov.in,0824-2220521,Central Sub Division,12.89922,74.82878
31,Alanahally PS,"No 71, SB Jayarama Badavane,Alanahally, Devegowda Circle, Bannuru Ring Road",alanahallimyc@ksp.gov.in,0821-2418318,Devaraja Sub-Division,12.30712,76.70377
31,Ashokpuram PS,"ADICHUNCHANAGIR ROAD, KUVEMPUNAGARA,  MYSORE.",ashokpurammyc@ksp.gov.in,2418521,Krishnaraja Sub-Division,12.28931,76.6313
31,Devaraja PS,"DHANVANTHRI ROAD,K.R. HOSPITAL COMPUND, DEVAR",devarajamyc@ksp.gov.in,2418306,Devaraja Sub-Division,12.31282,76.64942
31,Deveraja Traffic PS,"DEEWANS  ROAD,MYSORE.        570 001",devrajatrfmyc@ksp.gov.in,2418526,Traffic Sub-Division,12.3081,76.64729
31,Hebbal PS,"NO 71 S B JAYARAMA BADAVANEALANAHALLI, NEAR DEVEGOWDA CIRCLE MYSURU",hebbalmyc@ksp.gov.in,0821-2418855,Narasimharaja Sub-Division,13.03839,77.58966
31,Jayalakshmipuram PS,"BEHIND ISWARIYA PETROL BUNK, VIJAYANAGARA 3RD",jailaxmipurammyc@ksp.gov.in,2418316,Narasimharaja Sub-Division,12.32369,76.6227
31,Krishnaraja PS,"M.G. ROAD. K.R. MOHALLA, MYSORE. 570 004",krishnarajmyc@ksp.govin,2418519,Krishnaraja Sub-Division,12.29774,76.64283
31,Krishnaraja Traffic PS,J.L.B ROAD LAXMIPURAM MYSORE. 570 004,krtrafficmyc@ksp.gov.in,2418530,Traffic Sub-Division,12.29774,76.64284
31,Kuvempunagar PS,"DAKSHINESHWARA MAIN ROAD, NEAR CHURCH, RAMAKR",kuvempunagarmyc@ksp.gov.in,2418324,Krishnaraja Sub-Division,12.28608,76.62772
31,Lashkar PS,NEHRU CIRLCE ASHOKA ROAD MYSORE. 570 001,lashkarmyc@ksp.gov.in,2418307,Devaraja Sub-Division,12.30143,76.65682
31,Laxmipuram PS,"J.L.B ROAD, LAXMIPURAM,MYSORE. 570 004",laxmipurammyc@ksp.gov.in,2418320,Krishnaraja Sub-Division,12.29774,76.64284
31,Mandi PS,KABEER ROAD MANDI MOHALLA MYSORE. 570 021,mandimyc@ksp.gov.in,2418313,Narasimharaja Sub-Division,12.31634,76.65419
31,Metagalli PS,"K.R.S ROAD, METEGALLY, MYSORE. 570 016",metagallymyc@ksp.gov.in,2418315,Narasimharaja Sub-Division,12.34713,76.63038
31,Narasimharaja PS,"RAJENADRA  NAGARA , PANCHAMUKU GANAPATHI TEMP",nsimharajamyc@ksp.gov.in,2418312,Narasimharaja Sub-Division,12.33484,76.664
31,Narasimharaja Traffic PS,"ASHOKA ROAD , LASHKAR MOHALLA MYSORE. 570 021",nrtrafficmyc@ksp.gov.in,2418527,Traffic Sub-Division,12.31986,76.65792
31,Nazarbad PS,"NAZARBAD CIRCLE, M.M. ROAD, NZARBAD MOHALLA,",nazarbadmyc@ksp.gov.in,2418308,Devaraja Sub-Division,12.30828,76.66733
31,Saraswathipuram PS,"SAHUKAR CHENNAIH ROAD, S.S. PURAM, MYSORE. 57",saraswathipurammyc@ksp.gov.in,2418323,Krishnaraja Sub-Division,12.30175,76.62396
31,Siddarthanagar Traffic PS,,email@ksp.gov.in,88888-888888,Traffic Sub-Division,12.29923,76.67921
31,Udayagiri PS,"MAHADEVAPURA MAIN ROAD, SHANTHI NAGAR MYSORE.",udayagirimyc@ksp.gov.in,2418309,Devaraja Sub-Division,12.32679,76.68094
31,V.V. Puram PS,TEMPLE ROAD V.V.MOHALLA MYSORE. 570 002,vvpurammyc@ksp.gov.in,2418314,Narasimharaja Sub-Division,12.32612,76.63284
31,Vidyaranyarpuram PS,"J.P. NAGARA MAIN RAO, J.P. NAGARA MYSORE.570",vidyaranyamyc@ksp.gov.in,2418522,Krishnaraja Sub-Division,12.29223,76.64764
