district_id,district,police_station_name,taluk
540,Haveri,Tadas PS,
538,Kalaburagi,Afzalpur PS,Afzalpur
538,Kalaburagi,Alland PS,
538,Kalaburagi,Ashoknagar PS,
538,Kalaburagi,Brahmapur PS,
538,Kalaburagi,Chincholi PS,Chincholi
538,Kalaburagi,Chittapura PS,Chittapur
538,Kalaburagi,Chowk PS,
538,Kalaburagi,Devalagangapur PS,
538,Kalaburagi,Ferhatabad PS,
538,Kalaburagi,Jewargi PS,
538,Kalaburagi,Kalaburagi CEN Crime PS,Kalaburagi
538,Kalaburagi,Kalaburagi City CENCrime PS,Kalaburagi
538,Kalaburagi,Kalaburagi City Women PS,Kalaburagi
538,Kalaburagi,Kalaburagi Rural PS,Kalaburagi
538,Kalaburagi,Kalaburagi Traffic I PS,Kalaburagi
538,Kalaburagi,Kalaburagi Traffic II PS,Kalaburagi
538,Kalaburagi,Kalaburagi Women PS,Kalaburagi
538,Kalaburagi,Kalaburgi DCRE PS,
538,Kalaburagi,Kalagi PS,Kalagi
538,Kalaburagi,Kamalapur PS,Kamalapur
538,Kalaburagi,Kunchavaram PS,
538,Kalaburagi,Kurakunta PS,
538,Kalaburagi,MB Nagar PS,
538,Kalaburagi,Madanahipparga PS,
538,Kalaburagi,Madbool PS,
538,Kalaburagi,Mahagoan PS,
538,Kalaburagi,Malkhed PS,
538,Kalaburagi,Miryan PS,
538,Kalaburagi,Mudhol PS,
538,Kalaburagi,Narona PS,
538,Kalaburagi,Nelogi PS,
538,Kalaburagi,Nimbarga PS,
538,Kalaburagi,Ragavendranagar PS,
538,Kalaburagi,Ratkal PS,
538,Kalaburagi,Revoor PS,
538,Kalaburagi,Roza PS,
538,Kalaburagi,Sedam PS,Sedam
538,Kalaburagi,Shahabad Town PS,Shahabad
538,Kalaburagi,Station Bazar PS,
538,Kalaburagi,Sulepet PS,
538,Kalaburagi,University PS,
538,Kalaburagi,Wadi PS,
538,Kalaburagi,Yedrami PS,
541,Kodagu,Bhagamandala PS,
541,Kodagu,Gonikoppa PS,
541,Kodagu,Kodagu CEN Crime PS,
541,Kodagu,Kodagu DCRE PS,
541,Kodagu,Kodagu Women PS,
541,Kodagu,Kushalanagar Rural PS,
541,Kodagu,Kushalnagar PS,Kushalnagar
541,Kodagu,Kushalnagar Traffic PS,Kushalnagar
541,Kodagu,Kutta PS,
541,Kodagu,Madikeri Rural PS,Madikeri
541,Kodagu,Madikeri Town PS,Madikeri
541,Kodagu,Madikeri Traffic PS,Madikeri
541,Kodagu,Napoklu PS,
541,Kodagu,Ponnampet PS,Ponnampet
541,Kodagu,Shanivarasanthe PS,
541,Kodagu,Siddapura PS,
541,Kodagu,Somwarpet PS,
541,Kodagu,Srimangala PS,
541,Kodagu,Sunticoppa PS,
541,Kodagu,Virajpet Rural PS,Virajpet
541,Kodagu,Virajpet Town PS,Virajpet
542,Kolar,Andersonpet PS,
542,Kolar,BEML Nagar PS,
542,Kolar,Bangarpet PS,
542,Kolar,Bethamangala PS,
542,Kolar,Budikote Police Station,
542,Kolar,Champion Reefs PS,
542,Kolar,Gownapalli PS,
542,Kolar,Gulpet PS,
542,Kolar,KGF CEN Crime PS,
542,Kolar,Kamasamudram PS,
542,Kolar,Kolar CEN Crime PS,Kolar
542,Kolar,Kolar DCRE PS,Kolar
542,Kolar,Kolar Rural PS,Kolar
542,Kolar,Kolar Town PS,Kolar
542,Kolar,Kolar Traffic PS,Kolar
542,Kolar,Kolar Women PS,Kolar
542,Kolar,Kyasamballi Police Station,
542,Kolar,Malur PS,Malur
542,Kolar,Marikuppam PS,
542,Kolar,Masti PS,
542,Kolar,Mulbagal Rural PS,Mulbagal
542,Kolar,Mulbagal Town PS,Mulbagal
542,Kolar,Nangli PS,
542,Kolar,Oorgaum PS,
542,Kolar,Rayalpad PS,
542,Kolar,Robertsonpet PS,
542,Kolar,Srinivasapura PS,
542,Kolar,Vemagal PS,
543,Koppal,Alwandi PS,
543,Koppal,Bevoor PS,
543,Koppal,Gangavathi Rural PS,
543,Koppal,Gangavathi Town PS,
543,Koppal,Gangavathi Traffic PS,
543,Koppal,Hanumasagar PS,
543,Koppal,Kanakagiri PS,Kanakagiri
543,Koppal,Karatagi PS,Karatagi
543,Koppal,Koppal CEN Crime PS,Koppal
543,Koppal,Koppal DCRE PS,Koppal
543,Koppal,Koppal Rural PS,Koppal
543,Koppal,Koppal Town PS,Koppal
543,Koppal,Koppal Traffic PS,Koppal
543,Koppal,Koppal Women PS,Koppal
543,Koppal,Kuknoor PS,
543,Koppal,Kushtagi PS,Kushtagi
543,Koppal,Munirabad PS,
543,Koppal,Tavaregera PS,
543,Koppal,Yelburga PS,
544,Mandya,Arakere PS,
544,Mandya,Basaralu PS,
544,Mandya,Belakavadi PS,
544,Mandya,Bellur PS,
544,Mandya,Besagaraghalli PS,
544,Mandya,Bindiganavile PS,
544,Mandya,Halagur PS,
544,Mandya,K.M. Doddi PS,
544,Mandya,K.R. Pet Rural PS,
544,Mandya,K.R. Pet Town PS,
544,Mandya,K.R. Sagar PS,
544,Mandya,Keragodu PS,
544,Mandya,Kesthur PS,
544,Mandya,Kikkeri PS,
544,Mandya,Kirugavalu PS,
544,Mandya,Koppa PS,
544,Mandya,Maddur PS,Maddur
544,Mandya,Maddur Traffic PS,Maddur
544,Mandya,Malavalli Rural PS,Malavalli
544,Mandya,Malavalli Town PS,Malavalli
544,Mandya,Mandya CEN Crime PS,Mandya
544,Mandya,Mandya Central PS,Mandya
544,Mandya,Mandya DCRE PS,Mandya
544,Mandya,Mandya East PS,Mandya
544,Mandya,Mandya Rural PS,Mandya
544,Mandya,Mandya Traffic PS,Mandya
544,Mandya,Mandya West PS,Mandya
544,Mandya,Mandya Women PS,Mandya
544,Mandya,Melukote PS,
544,Mandya,Nagamangala Rural PS,Nagamangala
544,Mandya,Nagamangala Town PS,Nagamangala
544,Mandya,Pandavapura PS,Pandavapura
544,Mandya,Shivalli PS,
544,Mandya,Srirangapatna PS,
544,Mandya,Srirangapatna Rural PS,
544,Mandya,Srirangapatna Traffic PS,
545,Mysuru,Alanahally PS,
545,Mysuru,Ashokpuram PS,
545,Mysuru,Bannur PS,
545,Mysuru,Beechanahalli PS,
545,Mysuru,Bettadapura PS,
545,Mysuru,Biligere PS I Badanavalu,
545,Mysuru,Bilikere PS,
545,Mysuru,Bylakuppe PS,
545,Mysuru,Cyber Crime PS Mysuru City,Mysuru
545,Mysuru,Devaraja PS,
545,Mysuru,Deveraja Traffic PS,
545,Mysuru,E and N Crime PS Mysuru City,Mysuru
545,Mysuru,H.D. Kote PS,
545,Mysuru,Hebbal PS,
545,Mysuru,Hullahalli PS,
545,Mysuru,Hunusur Rural PS,
545,Mysuru,Hunusur Town PS,
545,Mysuru,Jayalakshmipuram PS,
545,Mysuru,Jayapura PS,
545,Mysuru,K.R. Nagar PS,
545,Mysuru,Kowlande PS,
545,Mysuru,Krishnaraja PS,
545,Mysuru,Krishnaraja Traffic PS,
545,Mysuru,Kuvempunagar PS,
545,Mysuru,Lashkar PS,
545,Mysuru,Laxmipuram PS,
545,Mysuru,Mandi PS,
545,Mysuru,Metagalli PS,
545,Mysuru,Mysore South PS,
545,Mysuru,Mysuru CEN Crime PS,Mysuru
545,Mysuru,Mysuru DCRE PS,Mysuru
545,Mysuru,Mysuru Women PS,Mysuru
545,Mysuru,Nanjanagudu Rural PS,
545,Mysuru,Nanjanagudu Town PS,
545,Mysuru,Nanjangudu Traffic PS,Nanjangud
545,Mysuru,Narasimharaja PS,
545,Mysuru,Narasimharaja Traffic PS,
545,Mysuru,Nazarbad PS,
545,Mysuru,Periyapatna PS,
545,Mysuru,Saligrama PS,Saligrama
545,Mysuru,Saragur PS,
545,Mysuru,Saraswathipuram PS,
545,Mysuru,Siddarthanagar Traffic PS,
545,Mysuru,T. Narasipura PS,
545,Mysuru,Talakadu PS,
545,Mysuru,Udayagiri PS,
545,Mysuru,V V Puram Traffic PS,
545,Mysuru,V.V. Puram PS,
545,Mysuru,Varuna PS,
545,Mysuru,Vidyaranyarpuram PS,
545,Mysuru,Vijayanagar PS,
545,Mysuru,Women PS,
545,Mysuru,Yelawala PS,
546,Raichur,Balaganoor PS,
546,Raichur,Devadurga PS,Devadurga
546,Raichur,Gabbur PS,
546,Raichur,Hutti PS,
546,Raichur,Idapanur PS,
546,Raichur,Jalhalli PS,
546,Raichur,Kowthal PS,
546,Raichur,Lingasugur PS,Lingasugur
546,Raichur,Manvi PS,Manvi
546,Raichur,Market Yard PS,
546,Raichur,Maski PS,Maski
546,Raichur,Mudgal PS,
546,Raichur,Raichur CEN Crime PS,Raichur
546,Raichur,Raichur DCRE PS,Raichur
546,Raichur,Raichur Rural PS,Raichur
546,Raichur,Raichur Traffic PS,Raichur
546,Raichur,Raichur West PS,Raichur
546,Raichur,Sadar Bazar PS,
546,Raichur,Shakti Nagar PS,
546,Raichur,Sindanur Traffic PS,
546,Raichur,Sirwar PS,Sirwar
546,Raichur,Turvihal PS,
546,Raichur,Women PS,
546,Raichur,Yapaladinni PS,
546,Raichur,Yeregera PS,
547,Shivamogga,Agumbe PS,
547,Shivamogga,Anandapura PS,
547,Shivamogga,Anavatti PS,
547,Shivamogga,Bhadravathi New Town PS,
547,Shivamogga,Bhadravathi Old Town PS,
547,Shivamogga,Bhadravathi Rural PS,
547,Shivamogga,Bhadravathi Traffic PS,
547,Shivamogga,Doddapete PS,
547,Shivamogga,Holehonnur PS,
547,Shivamogga,Hosamane PS,
547,Shivamogga,Hosanagara PS,Hosanagara
547,Shivamogga,Jayanagara PS,
547,Shivamogga,Jog PS,
547,Shivamogga,Kargal PS,
547,Shivamogga,Kote PS,
547,Shivamogga,Kumsi PS,
547,Shivamogga,Malur PS,
547,Shivamogga,Nagara PS,
547,Shivamogga,Paper Town PS,
547,Shivamogga,Ripponpet PS,
547,Shivamogga,Sagar Rural PS,Sagar
547,Shivamogga,Sagar Town PS,Sagar
547,Shivamogga,Shikaripura Rural PS,
547,Shivamogga,Shikaripura Town PS,
547,Shivamogga,Shimoga East Traffic PS,
547,Shivamogga,Shimoga Rural PS,
547,Shivamogga,Shimoga Traffic PS,
547,Shivamogga,Shiralakuppa PS,
547,Shivamogga,Shivamogga CEN Crime PS,Shivamogga
547,Shivamogga,Shivamogga DCRE PS,Shivamogga
547,Shivamogga,Soraba PS,Sorab
547,Shivamogga,Thirthahalli PS,
547,Shivamogga,Tunga Nagar PS,
547,Shivamogga,Vinobanagara PS,
547,Shivamogga,Women PS,
548,Tumakuru,Amruthur PS,
548,Tumakuru,Arasikere PS,
548,Tumakuru,Badavanahalli PS,
548,Tumakuru,Bellavi PS,
548,Tumakuru,Chandrashekarpura PS,
548,Tumakuru,Chelur PS,
548,Tumakuru,Chikkanayakanahalli PS,
548,Tumakuru,Dandina Shivara PS,
548,Tumakuru,Gubbi PS,Gubbi
548,Tumakuru,Handanakere PS,
548,Tumakuru,Hebbur PS,
548,Tumakuru,Honnavalli PS,
548,Tumakuru,Huliyar PS,
548,Tumakuru,Huliyurdurga PS,
548,Tumakuru,Jayanagara PS,
548,Tumakuru,Kallambella PS,
548,Tumakuru,Kibbanhalli PS,
548,Tumakuru,Kodigenahalli PS,
548,Tumakuru,Kolala PS,
548,Tumakuru,Kora PS,
548,Tumakuru,Koratagere PS,Koratagere
548,Tumakuru,Kunigal PS,Kunigal
548,Tumakuru,Kyathasandra PS,
548,Tumakuru,Madhugiri PS,Madhugiri
548,Tumakuru,Medigeshi PS,
548,Tumakuru,New Extention PS,
548,Tumakuru,Nonavinakere PS,
548,Tumakuru,Patanayakanahalli PS,
548,Tumakuru,Pavagada PS,Pavagada
548,Tumakuru,Sira PS,Sira
548,Tumakuru,Tavarekere PS,
548,Tumakuru,Thilak Park PS,
548,Tumakuru,Thirumani PS,
548,Tumakuru,Tiptur Rural PS,Tiptur
548,Tumakuru,Tiptur Town PS,Tiptur
548,Tumakuru,Tumakuru DCRE PS,Tumakuru
548,Tumakuru,Tumkur CEN Crime PS,
548,Tumakuru,Tumkur Rural PS,
548,Tumakuru,Tumkur Town PS,
548,Tumakuru,Tumkur Traffic PS,
548,Tumakuru,Turuvekere PS,Turuvekere
548,Tumakuru,Women PS,
548,Tumakuru,Y.N. Hosakote PS,
549,Udupi,Ajekar PS,
549,Udupi,Amasebailu PS,
549,Udupi,Brahmavar PS,
549,Udupi,Byndoor PS,
549,Udupi,Gangolli PS,
549,Udupi,Hebri PS,Hebri
549,Udupi,Hiriadka PS,
549,Udupi,Kapu PS,Kapu
549,Udupi,Karkala Rural PS,Karkal
549,Udupi,Karkala Town PS,Karkal
549,Udupi,Kollur PS,
549,Udupi,Kota PS,
549,Udupi,Kundapura PS,Kundapura
549,Udupi,Kundapura Rural PS,Kundapura
549,Udupi,Kundapura Traffic PS,Kundapura
549,Udupi,Malpe PS,
549,Udupi,Manipal PS,
549,Udupi,Padubidri PS,
549,Udupi,Shankaranarayana PS,
549,Udupi,Shirva PS,
549,Udupi,Udupi CEN Crime PS,Udupi
549,Udupi,Udupi DCRE PS,Udupi
549,Udupi,Udupi Town PS,Udupi
549,Udupi,Udupi Traffic PS,Udupi
549,Udupi,Women PS,
550,Uttara Kannada,Ambikanagar PS,
550,Uttara Kannada,Ankola PS,Ankola
550,Uttara Kannada,Banavasi PS,
550,Uttara Kannada,Bhatkal Rural PS,Bhatkal
550,Uttara Kannada,Bhatkal Town PS,Bhatkal
550,Uttara Kannada,Chittakula PS,
550,Uttara Kannada,Dandeli Rural PS,Dandeli
550,Uttara Kannada,Dandeli Town PS,Dandeli
550,Uttara Kannada,Gokarna PS,
550,Uttara Kannada,Haliyal PS,Haliyal
550,Uttara Kannada,Honnavara PS,
550,Uttara Kannada,Joida PS,
550,Uttara Kannada,Kadra PS,
550,Uttara Kannada,Karwar Rural PS,Karwar
550,Uttara Kannada,Karwar Town PS,Karwar
550,Uttara Kannada,Karwar Traffic PS,Karwar
550,Uttara Kannada,Kumta PS,Kumta
550,Uttara Kannada,Mallapura PS,
550,Uttara Kannada,Manki PS,
550,Uttara Kannada,Mundgod PS,Mundgod
550,Uttara Kannada,Murudeshwar PS,
550,Uttara Kannada,New Market PS,
550,Uttara Kannada,Ramnagar PS,
550,Uttara Kannada,Siddapura PS,Siddapur
550,Uttara Kannada,Sirsi Rural PS,Sirsi
550,Uttara Kannada,Sirsi Town PS,Sirsi
550,Uttara Kannada,UK CEN Crime PS,
550,Uttara Kannada,UK Women PS,
550,Uttara Kannada,Uttara Kannada DCRE PS,
550,Uttara Kannada,Yellapura PS,Yellapur
738,Vijayanagara,Arasikere PS,
738,Vijayanagara,Chigateri PS,
738,Vijayanagara,Chittavadagi PS,
738,Vijayanagara,Gudekote PS,
738,Vijayanagara,Hadagali PS,
738,Vijayanagara,Hagaribommanahalli PS,Hagaribommanahalli
738,Vijayanagara,Halavagilu PS,
738,Vijayanagara,Hampi Tourism PS,
738,Vijayanagara,Hampi Traffic PS,
738,Vijayanagara,Harapanahalli PS,Harapanahalli
738,Vijayanagara,Hirehadagali PS,
738,Vijayanagara,Hosahalli PS,
738,Vijayanagara,Hospet Extention PS,
738,Vijayanagara,Hospet Rural PS,
738,Vijayanagara,Hospet Town PS,
738,Vijayanagara,Hospet Traffic PS,
738,Vijayanagara,Ittigi PS,
738,Vijayanagara,Kamalapur PS,
738,Vijayanagara,Kottur PS,
738,Vijayanagara,Kudligi PS,Kudligi
738,Vijayanagara,Mariyammanahalli PS,
738,Vijayanagara,T.B. Dam PS,
738,Vijayanagara,T.B. Halli PS,
738,Vijayanagara,Vijayanagara DCRE PS,
530,Vijayapura,APMC PS,
530,Vijayapura,Adarsh Nagar PS,
530,Vijayapura,Alamatti PS,
530,Vijayapura,Almel PS,Almel
530,Vijayapura,Babaleshwar PS,Babaleshwar
530,Vijayapura,Basavan Bagewadi PS,
530,Vijayapura,Bijapur Traffic PS,
530,Vijayapura,Bijapur rural PS,
530,Vijayapura,Chadachan PS,
530,Vijayapura,Devara Hipparagi PS,Devara Hipparagi
530,Vijayapura,Gandhi Chowk PS,
530,Vijayapura,Golgumbaz PS,
530,Vijayapura,Hortti PS,
530,Vijayapura,Indi PS,Indi
530,Vijayapura,Indi Rural PS,Indi
530,Vijayapura,Jalanagar PS,
530,Vijayapura,Kalkeri PS,
530,Vijayapura,Kolhar PS,Kolhar
530,Vijayapura,Kudagi PS,
530,Vijayapura,Managoli PS,
530,Vijayapura,Muddebihal PS,Muddebihal
530,Vijayapura,Nidagundi PS,Nidagundi
530,Vijayapura,Sindagi PS,
530,Vijayapura,Talikot PS,
530,Vijayapura,Tikota PS,Tikota
530,Vijayapura,Vijayapur CEN Crime PS,
530,Vijayapura,Vijayapura DCRE PS,Vijayapura
530,Vijayapura,Vijayapura Women PS,Vijayapura
530,Vijayapura,Zalaki PS,
635,Yadgir,Bheemarayanagudi PS,
635,Yadgir,Gogi PS,
635,Yadgir,Gurumitkal PS,
635,Yadgir,Hunasagi PS,Hunasagi
635,Yadgir,Kembhavi PS,
635,Yadgir,Kodekal PS,
635,Yadgir,Narayanapura PS,
635,Yadgir,Saidapur PS,
635,Yadgir,Shahapur PS,
635,Yadgir,Shorapur PS,Shorapur
635,Yadgir,Wadigere PS,
635,Yadgir,Yadgir CEN Crime PS,Yadgir
635,Yadgir,Yadgir DCRE PS,Yadgir
635,Yadgir,Yadgir Traffic PS,Yadgir
635,Yadgir,Yadgir Women PS,Yadgir
635,Yadgir,Yadgiri Rural PS,Yadgir
635,Yadgir,Yadgiri Town PS,Yadgir
