village_id,village_name,taluk_id,taluk_name,district_id,district_name,gp_id,gp_name,police_station_name,latitude,longitude
624771,Kasaragatta,5601,Nelamangala,526,Bengaluru Rural,215585.0,Kuluvanahalli,Hosakote PS,13.05664,77.79708
625381,Kasba Plantation,5603,Devanahalli,526,Bengaluru Rural,215427.0,Bidaluru,Bengaluru CEN Crime PS,13.000216,77.586786
625131,Kasuvanahalli,5602,Doddaballapura,526,Bengaluru Rural,,,Suryanagar PS,13.107652,77.367387
625656,Kattigenahalli,5604,Hosakote,526,Bengaluru Rural,215487.0,Khajihosahalli,Nelamangala Rural PS,13.11338,77.40422
625183,Kattiihosahalli,5602,Doddaballapura,526,Bengaluru Rural,215459.0,Hulikunte,Hosahalli PS,14.65468,76.47865
625455,Kavadedasarahalli,5603,Devanahalli,526,Bengaluru Rural,215432.0,Gangavara Chowdappanahalli,Doddaballapura Town PS,13.30527,77.51123
625050,Kavalahalli,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.6993,77.70583
625010,Kelaginajuganahalli,5602,Doddaballapura,526,Bengaluru Rural,215468.0,Melina Joganahalli ( S.S.Ghati),Suryanagar PS,13.109152,77.392307
625024,Kelaginanaikaradahalli,5602,Doddaballapura,526,Bengaluru Rural,215468.0,Melina Joganahalli ( S.S.Ghati),Suryanagar PS,13.083582,77.382067
625583,Kembaliganahalli,5604,Hosakote,526,Bengaluru Rural,215490.0,Mugabala,Sarjapura PS,12.84519,77.77947
625385,Kempalingapura,5603,Devanahalli,526,Bengaluru Rural,215436.0,Kannamangala,Jigani PS,12.80298,77.65793
625520,Kempapura,5604,Hosakote,526,Bengaluru Rural,215486.0,Kambalipura,Nandagudi PS,13.2021,77.89922
624836,Kempapura Agrahara,5601,Nelamangala,526,Bengaluru Rural,215576.0,Arebommanahalli,Bengaluru Dist Women PS,13.004176,77.574676
625253,Kempathimmanahalli,5603,Devanahalli,526,Bengaluru Rural,215436.0,Kannamangala,Jigani PS,12.79437,77.6539
625395,Kempathimmanahalli,5603,Devanahalli,526,Bengaluru Rural,215437.0,Karahalli,Nandagudi PS,13.21673,77.89734
624900,Kempohalli,5601,Nelamangala,526,Bengaluru Rural,215593.0,T.Begur,Suryanagar PS,13.110912,77.393767
624908,Kenchanahalli,5601,Nelamangala,526,Bengaluru Rural,215592.0,Srinivasapura,Sulibele PS,13.18346,77.81352
624800,Kenchanapura,5601,Nelamangala,526,Bengaluru Rural,215584.0,Kodigehalli,Hosahalli PS,14.63543,76.46805
624750,Kengal,5601,Nelamangala,526,Bengaluru Rural,215582.0,Honnenahalli,Doddaballapura Town PS,13.29174,77.52458
624757,Kengalkempohalli,5601,Nelamangala,526,Bengaluru Rural,215582.0,Honnenahalli,Doddaballapura Town PS,13.31304,77.50697
625230,Kenjiganahalli,5602,Doddaballapura,526,Bengaluru Rural,215461.0,Kanasavadi,Jigani PS,12.7786,77.64349
624775,Kerekattiganoor,5601,Nelamangala,526,Bengaluru Rural,215585.0,Kuluvanahalli,Hosakote PS,13.0826,77.78051
625111,Kesthur,5602,Doddaballapura,526,Bengaluru Rural,215463.0,Kesthuru,Nelamangala Rural PS,13.09496,77.40344
625676,Khajihosahalli,5604,Hosakote,526,Bengaluru Rural,215487.0,Khajihosahalli,Nelamangala Rural PS,13.10499,77.38231
938751,Khasbag,5602,Doddaballapura,526,Bengaluru Rural,,,Sarjapura PS,12.8519,77.77701
624980,Kilarlahalli,5602,Doddaballapura,526,Bengaluru Rural,215446.0,Arudi,Vijayapura PS,13.28513,77.78962
625356,Kodagurki,5603,Devanahalli,526,Bengaluru Rural,215427.0,Bidaluru,Bengaluru CEN Crime PS,12.999236,77.590296
624918,Kodappanahalli,5601,Nelamangala,526,Bengaluru Rural,215596.0,Yentaganahalli,Thyamagondlu PS,13.16312,77.36005
624838,Kodigebommanahalli,5601,Nelamangala,526,Bengaluru Rural,215576.0,Arebommanahalli,Bengaluru Dist Women PS,12.975136,77.572876
625112,Kodigehalli,5602,Doddaballapura,526,Bengaluru Rural,215464.0,Kodigehalli,Nelamangala Town PS,13.09161,77.39129
624798,Kodigehalli,5601,Nelamangala,526,Bengaluru Rural,215584.0,Kodigehalli,Hosahalli PS,14.64284,76.45866
625241,Kodihalli,5602,Doddaballapura,526,Bengaluru Rural,215449.0,Channadevi Agrahara,Anekal PS,12.71054,77.68064
625664,Kodihalli,5604,Hosakote,526,Bengaluru Rural,215499.0,Vagata,Attibele PS,12.76893,77.78565
624827,Kodihalli,5601,Nelamangala,526,Bengaluru Rural,215583.0,Kalalaghatta,Doddabelavangala PS,13.27151,77.42096
938722,Kodimanchenahalli,5603,Devanahalli,526,Bengaluru Rural,,,Bengaluru CEN Crime PS,12.995566,77.578886
624825,Kodipalya,5601,Nelamangala,526,Bengaluru Rural,215576.0,Arebommanahalli,Bengaluru Dist Women PS,13.007896,77.592196
625508,Kodipura,5604,Hosakote,526,Bengaluru Rural,215482.0,Giddappanahalli,Doddabelavangala PS,13.27221,77.43345
625261,Koira,5603,Devanahalli,526,Bengaluru Rural,215438.0,Koira,Nelamangala Rural PS,13.10902,77.39696
948555,Koira Hosur,5603,Devanahalli,526,Bengaluru Rural,215438.0,Koira,Nelamangala Rural PS,13.10648,77.39289
938733,Kokkarepadiya,5603,Devanahalli,526,Bengaluru Rural,,,Doddaballapura Town PS,13.31818,77.50686
625601,Kolalachannenahalli,5604,Hosakote,526,Bengaluru Rural,215498.0,Thavarekere,Anugondanahalli PS,12.97593,77.8261
625704,Kolathur,5604,Hosakote,526,Bengaluru Rural,215484.0,Jadigenahalli,Hosakote PS,13.08229,77.7865
625170,Koligere,5602,Doddaballapura,526,Bengaluru Rural,215470.0,Sakkare Gollahalli,Thyamagondlu PS,13.13144,77.35997
625136,Kolipura,5602,Doddaballapura,526,Bengaluru Rural,,,Jigani PS,12.78645,77.62734
625080,Kolur,5602,Doddaballapura,526,Bengaluru Rural,215464.0,Kodigehalli,Nelamangala Town PS,13.08288,77.40709
625079,Kolur Plantation,5602,Doddaballapura,526,Bengaluru Rural,215464.0,Kodigehalli,Nelamangala Town PS,13.10079,77.37784
625339,Kommasandra,5603,Devanahalli,526,Bengaluru Rural,215433.0,Godlumuddena Halli,Doddabelavangala PS,13.27946,77.41909
625410,Kommasandra,5603,Devanahalli,526,Bengaluru Rural,215444.0,Yaliyuru,Thirumalashettahalli PS,13.00131,77.79646
625090,Konaghatta,5602,Doddaballapura,526,Bengaluru Rural,215465.0,Konaghatta,Nelamangala Traffic PS,13.114651,77.396865
625431,Konaginabele,5603,Devanahalli,526,Bengaluru Rural,272722.0,I.Basapura,Vishwanathapura PS,13.29767,77.63619
625347,Kondenahalli,5603,Devanahalli,526,Bengaluru Rural,215432.0,Gangavara Chowdappanahalli,Doddaballapura Town PS,13.30633,77.5003
625458,Kondenahalli,5603,Devanahalli,526,Bengaluru Rural,215439.0,Koramangala,Nelamangala Town PS,13.11554,77.37728
625566,Kondrahalli,5604,Hosakote,526,Bengaluru Rural,215492.0,Nandagudi,Suryanagar PS,13.082072,77.373117
625142,Konenahalli,5602,Doddaballapura,526,Bengaluru Rural,215470.0,Sakkare Gollahalli,Thyamagondlu PS,13.15966,77.36082
624897,Koneripura,5601,Nelamangala,526,Bengaluru Rural,215593.0,T.Begur,Suryanagar PS,13.097032,77.397797
624881,Koolipura,5601,Nelamangala,526,Bengaluru Rural,,,Anekal PS,12.72873,77.70775
625713,Koralur,5604,Hosakote,526,Bengaluru Rural,215495.0,Samethanahalli,Vijayapura PS,13.28744,77.7926
625334,Koramangala,5603,Devanahalli,526,Bengaluru Rural,215439.0,Koramangala,Nelamangala Town PS,13.10006,77.41313
624927,Koratagere,5601,Nelamangala,526,Bengaluru Rural,215596.0,Yentaganahalli,Thyamagondlu PS,13.13389,77.36077
625559,Korati,5604,Hosakote,526,Bengaluru Rural,215475.0,Bylanarasapura,Attibele PS,12.78148,77.78465
624936,Kothanahalli,5601,Nelamangala,526,Bengaluru Rural,215590.0,Soladevanahalli,Nelamangala Traffic PS,13.115681,77.393725
625459,Kotnathevaru,5603,Devanahalli,526,Bengaluru Rural,215429.0,Budigere,Chennarayapatana PS,13.30598,77.79793
624976,Kottige Machenahalli,5602,Doddaballapura,526,Bengaluru Rural,215458.0,Hosahalli,Doddabelavangala PS,13.30171,77.41346
625257,Kottigethimmanahalli,5603,Devanahalli,526,Bengaluru Rural,215437.0,Karahalli,Nandagudi PS,13.21044,77.90641
625736,Kotur,5604,Hosakote,526,Bengaluru Rural,215491.0,Muthsandra,Sulibele PS,13.195,77.78178
624893,Krishnarajapura,5601,Nelamangala,526,Bengaluru Rural,272726.0,Gollahalli,Bengaluru CEN Crime PS,12.989186,77.573176
624789,Krishnarajapura,5601,Nelamangala,526,Bengaluru Rural,,,Hosakote PS,13.07087,77.77901
624933,Krishnarajapura,5601,Nelamangala,526,Bengaluru Rural,215584.0,Kodigehalli,Hosahalli PS,14.65252,76.46206
910094,Kudihalli (D),5602,Doddaballapura,526,Bengaluru Rural,215465.0,Konaghatta,Nelamangala Traffic PS,13.103051,77.370025
625178,Kugonahalli,5602,Doddaballapura,526,Bengaluru Rural,215463.0,Kesthuru,Nelamangala Rural PS,13.09286,77.40896
624975,Kukkalahalli,5602,Doddaballapura,526,Bengaluru Rural,215458.0,Hosahalli,Doddabelavangala PS,13.28291,77.42634
625240,Kukkanahalli,5602,Doddaballapura,526,Bengaluru Rural,215461.0,Kanasavadi,Jigani PS,12.77944,77.6461
624833,Kuluvanahalli,5601,Nelamangala,526,Bengaluru Rural,215585.0,Kuluvanahalli,Hosakote PS,13.05484,77.77299
625687,Kumbalahalli,5604,Hosakote,526,Bengaluru Rural,215488.0,Kumbalahalli,Nelamangala Town PS,13.11254,77.38594
625276,Kundana,5603,Devanahalli,526,Bengaluru Rural,215440.0,Kundana,Nelamangala Traffic PS,13.104551,77.402485
625122,Kuntanahalli,5602,Doddaballapura,526,Bengaluru Rural,215463.0,Kesthuru,Nelamangala Rural PS,13.09652,77.37985
625128,Kuntanahalli K G,5602,Doddaballapura,526,Bengaluru Rural,215466.0,Majara Hosahalli,Sarjapura PS,12.86663,77.80014
624721,Kuntbommanahalli,5601,Nelamangala,526,Bengaluru Rural,215587.0,Maralakunte,Nandagudi PS,13.19536,77.91755
625658,Kurubara Gollahalli,5604,Hosakote,526,Bengaluru Rural,215484.0,Jadigenahalli,Hosakote PS,13.05468,77.78916
625689,Kurubarahalli,5604,Hosakote,526,Bengaluru Rural,215488.0,Kumbalahalli,Nelamangala Town PS,13.11775,77.41148
625113,Kurubarahalli,5602,Doddaballapura,526,Bengaluru Rural,215464.0,Kodigehalli,Nelamangala Town PS,13.09645,77.37889
625072,Kurubarahalli,5602,Doddaballapura,526,Bengaluru Rural,215456.0,Heggadihalli,Doddaballapura Rural PS,13.28866,77.49377
625374,Kurubarakunte,5603,Devanahalli,526,Bengaluru Rural,215425.0,Avathi,Anugondanahalli PS,12.97335,77.80149
624710,Kuruvel Thimmanahalli,5601,Nelamangala,526,Bengaluru Rural,215588.0,Narasipura,Nelamangala Rural PS,13.08296,77.39189
625063,Kuruvigere,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.69322,77.68695
624753,Kuthagatta,5601,Nelamangala,526,Bengaluru Rural,215589.0,Shivagange,Nelamangala Town PS,13.08796,77.3918
625012,Lagumenahalli,5602,Doddaballapura,526,Bengaluru Rural,215468.0,Melina Joganahalli ( S.S.Ghati),Suryanagar PS,13.107902,77.383077
624814,Lakkappanahalli,5601,Nelamangala,526,Bengaluru Rural,215581.0,Hasuruvalli,Doddaballapura Rural PS,13.28635,77.52551
624844,Lakkasandra,5601,Nelamangala,526,Bengaluru Rural,215576.0,Arebommanahalli,Bengaluru Dist Women PS,12.984696,77.609976
624831,Lakkenahalli,5601,Nelamangala,526,Bengaluru Rural,215585.0,Kuluvanahalli,Hosakote PS,13.06373,77.77237
624991,Lakkenahalli,5602,Doddaballapura,526,Bengaluru Rural,215471.0,Sasalu,Vijayapura PS,13.3006,77.80232
625681,Lakkondahalli,5604,Hosakote,526,Bengaluru Rural,215489.0,Lakkondahalli,Nelamangala Traffic PS,13.092961,77.391315
624743,Lakkuru,5601,Nelamangala,526,Bengaluru Rural,215575.0,Agalakuppe,Bengaluru CEN Crime PS,12.982506,77.606126
624805,Lakshmanapura,5601,Nelamangala,526,Bengaluru Rural,215586.0,Manne,Jigani PS,12.79312,77.66315
625044,Lakshmidevipura,5602,Doddaballapura,526,Bengaluru Rural,215453.0,Hadonahalli,Bengaluru Dist Women PS,13.001036,77.582786
625366,Lakshmipura,5603,Devanahalli,526,Bengaluru Rural,215443.0,Vishwanathpura,Suryanagar PS,13.080512,77.382437
625375,Lalagondanahalli,5603,Devanahalli,526,Bengaluru Rural,215425.0,Avathi,Anugondanahalli PS,12.94258,77.80162
624979,Lingadaveeranahalli,5602,Doddaballapura,526,Bengaluru Rural,215471.0,Sasalu,Vijayapura PS,13.28974,77.78684
625285,Lingadeeragollahalli,5603,Devanahalli,526,Bengaluru Rural,215440.0,Kundana,Nelamangala Traffic PS,13.108201,77.372745
625725,Lingadeeramallasandra,5604,Hosakote,526,Bengaluru Rural,215476.0,Devanagundi,Bengaluru CEN Crime PS,12.971016,77.591246
625088,Linganahalli,5602,Doddaballapura,526,Bengaluru Rural,215465.0,Konaghatta,Nelamangala Traffic PS,13.086771,77.383355
625595,Lingapura,5604,Hosakote,526,Bengaluru Rural,272724.0,Hettakki,Anugondanahalli PS,12.97372,77.80789
625158,Lingapura,5602,Doddaballapura,526,Bengaluru Rural,215470.0,Sakkare Gollahalli,Thyamagondlu PS,13.15034,77.33346
624928,Lingenahalli,5601,Nelamangala,526,Bengaluru Rural,215596.0,Yentaganahalli,Thyamagondlu PS,13.14851,77.34681
625514,M.Sathyawara,5604,Hosakote,526,Bengaluru Rural,215486.0,Kambalipura,Nandagudi PS,13.21935,77.90504
625060,Machagondahalli,5602,Doddaballapura,526,Bengaluru Rural,215456.0,Heggadihalli,Doddaballapura Rural PS,13.3143,77.51058
624770,Machenahalli,5601,Nelamangala,526,Bengaluru Rural,215589.0,Shivagange,Nelamangala Town PS,13.11361,77.39163
624983,Machenahalli,5602,Doddaballapura,526,Bengaluru Rural,215471.0,Sasalu,Vijayapura PS,13.30687,77.80307
624873,Machonaikanahalli,5601,Nelamangala,526,Bengaluru Rural,215579.0,Bhodihal,Chennarayapatana PS,13.27893,77.78901
624718,Madaga,5601,Nelamangala,526,Bengaluru Rural,215587.0,Maralakunte,Nandagudi PS,13.19376,77.89919
625106,Madagondahalli,5602,Doddaballapura,526,Bengaluru Rural,215460.0,Kadanuru,Hosakote PS,13.07264,77.79924
625209,Madagondanahalli,5602,Doddaballapura,526,Bengaluru Rural,215460.0,Kadanuru,Hosakote PS,13.08591,77.78247
624899,Madalakote,5601,Nelamangala,526,Bengaluru Rural,215592.0,Srinivasapura,Sulibele PS,13.2041,77.78084
624792,Maddenahalli,5601,Nelamangala,526,Bengaluru Rural,215591.0,Sompura,Sarjapura PS,12.85797,77.79885
624742,Maddenahalli,5601,Nelamangala,526,Bengaluru Rural,215586.0,Manne,Jigani PS,12.79256,77.63145
625155,Madeswara,5602,Doddaballapura,526,Bengaluru Rural,215455.0,Hanabe,Dobbespet PS,13.20949,77.25992
625198,Madhurana Hosahalli,5602,Doddaballapura,526,Bengaluru Rural,215454.0,Hadripura,Chennarayapatana PS,13.27143,77.78814
625243,Madhure,5602,Doddaballapura,526,Bengaluru Rural,215449.0,Channadevi Agrahara,Anekal PS,12.6975,77.7024
625244,Madhure Amanikere,5602,Doddaballapura,526,Bengaluru Rural,215449.0,Channadevi Agrahara,Anekal PS,12.71314,77.69553
624923,Mahadevapura,5601,Nelamangala,526,Bengaluru Rural,215596.0,Yentaganahalli,Thyamagondlu PS,13.15769,77.33876
624832,Mahimapura,5601,Nelamangala,526,Bengaluru Rural,215585.0,Kuluvanahalli,Hosakote PS,13.05487,77.76528
625126,Majarahosahalli,5602,Doddaballapura,526,Bengaluru Rural,215472.0,Thippuru,Vishwanathapura PS,13.26501,77.63133
625033,Majarahosahalli,5602,Doddaballapura,526,Bengaluru Rural,215466.0,Majara Hosahalli,Sarjapura PS,12.84642,77.79727
624966,Makali,5602,Doddaballapura,526,Bengaluru Rural,215458.0,Hosahalli,Doddabelavangala PS,13.29165,77.40337
625669,Makanahalli,5604,Hosakote,526,Bengaluru Rural,215499.0,Vagata,Attibele PS,12.77049,77.76009
624795,Makanakuppe,5601,Nelamangala,526,Bengaluru Rural,215586.0,Manne,Jigani PS,12.80217,77.65264
624709,Makenahalli,5601,Nelamangala,526,Bengaluru Rural,215588.0,Narasipura,Nelamangala Rural PS,13.11846,77.37133
625362,Maligenahalli,5603,Devanahalli,526,Bengaluru Rural,215427.0,Bidaluru,Bengaluru CEN Crime PS,13.001676,77.598176
625697,Malimakanapura,5604,Hosakote,526,Bengaluru Rural,272725.0,Chokkahalli,Attibele PS,12.79697,77.76898
625173,Mallanaikanahalli,5602,Doddaballapura,526,Bengaluru Rural,215470.0,Sakkare Gollahalli,Thyamagondlu PS,13.16309,77.35098
624884,Mallapura,5601,Nelamangala,526,Bengaluru Rural,,,Bengaluru CEN Crime PS,12.978596,77.584546
624916,Mallarabanavadi,5601,Nelamangala,526,Bengaluru Rural,215596.0,Yentaganahalli,Thyamagondlu PS,13.15828,77.33466
624973,Mallasandra,5602,Doddaballapura,526,Bengaluru Rural,215458.0,Hosahalli,Doddabelavangala PS,13.30534,77.41104
625712,Mallasandra,5604,Hosakote,526,Bengaluru Rural,215495.0,Samethanahalli,Vijayapura PS,13.28633,77.79872
625101,Mallathahalli,5602,Doddaballapura,526,Bengaluru Rural,215462.0,Kantanakunte,Nandagudi PS,13.19502,77.88862
624999,Mallegowdanahalli,5602,Doddaballapura,526,Bengaluru Rural,215448.0,Bhaktarahalli,Vishwanathapura PS,13.29302,77.63719
625452,Mallenahalli,5603,Devanahalli,526,Bengaluru Rural,215441.0,Nalluru,Sarjapura PS,12.85021,77.77545
625446,Mallepura,5603,Devanahalli,526,Bengaluru Rural,215441.0,Nalluru,Sarjapura PS,12.84499,77.78091
625216,Mallohalli,5602,Doddaballapura,526,Bengaluru Rural,215449.0,Channadevi Agrahara,Anekal PS,12.70371,77.682
625585,Mallyappanahalli,5604,Hosakote,526,Bengaluru Rural,215496.0,Shivanapura,Vishwanathapura PS,13.28907,77.61406
624856,Malonagathihalli,5601,Nelamangala,526,Bengaluru Rural,215593.0,T.Begur,Suryanagar PS,13.090282,77.394967
625590,Manchappanahalli,5604,Hosakote,526,Bengaluru Rural,215498.0,Thavarekere,Anugondanahalli PS,12.96701,77.80684
624932,Manchenahalli,5601,Nelamangala,526,Bengaluru Rural,215590.0,Soladevanahalli,Nelamangala Traffic PS,13.112611,77.375445
625353,Mandibele,5603,Devanahalli,526,Bengaluru Rural,272723.0,Mandibele,Anekal PS,12.71251,77.69316
625110,Mandibyadarahalli,5602,Doddaballapura,526,Bengaluru Rural,215463.0,Kesthuru,Nelamangala Rural PS,13.0827,77.3882
624860,Mandigere,5601,Nelamangala,526,Bengaluru Rural,215579.0,Bhodihal,Chennarayapatana PS,13.27585,77.79092
938735,Mangasandra,5603,Devanahalli,526,Bengaluru Rural,,,Suryanagar PS,13.111272,77.369417
625267,Mangondanahalli,5603,Devanahalli,526,Bengaluru Rural,215438.0,Koira,Nelamangala Rural PS,13.11889,77.38228
624793,Manne,5601,Nelamangala,526,Bengaluru Rural,215586.0,Manne,Jigani PS,12.80073,77.63397
624782,Mannerampura,5601,Nelamangala,526,Bengaluru Rural,215586.0,Manne,Jigani PS,12.78735,77.63341
624948,Mantanakurchi,5601,Nelamangala,526,Bengaluru Rural,215590.0,Soladevanahalli,Nelamangala Traffic PS,13.093101,77.397395
625427,Maradiane,5603,Devanahalli,526,Bengaluru Rural,215430.0,Channarayapatna,Dobbespet PS,13.23859,77.23846
624772,Maragondanahalli,5601,Nelamangala,526,Bengaluru Rural,215589.0,Shivagange,Nelamangala Town PS,13.09389,77.3887
625657,Maragondanahalli,5604,Hosakote,526,Bengaluru Rural,215499.0,Vagata,Attibele PS,12.76661,77.75154
625292,Maragondanahalli,5603,Devanahalli,526,Bengaluru Rural,215435.0,Jalige,Hosakote PS,13.08258,77.78614
625052,Marahalli,5602,Doddaballapura,526,Bengaluru Rural,215467.0,Melekote,Sulibele PS,13.19986,77.81693
624714,Maralakunte,5601,Nelamangala,526,Bengaluru Rural,215587.0,Maralakunte,Nandagudi PS,13.20916,77.8856
625077,Maralenahalli,5602,Doddaballapura,526,Bengaluru Rural,215455.0,Hanabe,Dobbespet PS,13.2351,77.24896
625758,Maramgere,5604,Hosakote,526,Bengaluru Rural,215481.0,Ganagaluru,Doddaballapura Town PS,13.29179,77.51887
625599,Marasandahalli,5604,Hosakote,526,Bengaluru Rural,272724.0,Hettakki,Anugondanahalli PS,12.94857,77.80837
625236,Marasandra,5602,Doddaballapura,526,Bengaluru Rural,215461.0,Kanasavadi,Jigani PS,12.79877,77.63133
624857,Marohalli,5601,Nelamangala,526,Bengaluru Rural,215593.0,T.Begur,Suryanagar PS,13.112122,77.387597
625065,Masthimmanahalli,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.71804,77.68812
625419,Mattabaralu,5603,Devanahalli,526,Bengaluru Rural,215444.0,Yaliyuru,Thirumalashettahalli PS,12.97329,77.76583
625483,Mattabarlu,5604,Hosakote,526,Bengaluru Rural,215480.0,Doddaralagere,Doddaballapura Rural PS,13.28259,77.52777
625637,Mattanahalli,5604,Hosakote,526,Bengaluru Rural,215494.0,Orohalli,Thyamagondlu PS,13.15283,77.34755
624802,Mavinakommenahalli,5601,Nelamangala,526,Bengaluru Rural,215580.0,Doddabele,Dobbespet PS,13.21469,77.25426
624786,Mavinakunte,5601,Nelamangala,526,Bengaluru Rural,215584.0,Kodigehalli,Hosahalli PS,14.65839,76.45155
625260,Mayasandra,5603,Devanahalli,526,Bengaluru Rural,215438.0,Koira,Nelamangala Rural PS,13.10339,77.39937
625727,Medihalli,5604,Hosakote,526,Bengaluru Rural,215476.0,Devanagundi,Bengaluru CEN Crime PS,13.009656,77.573776
625083,Medihalli,5602,Doddaballapura,526,Bengaluru Rural,215462.0,Kantanakunte,Nandagudi PS,13.20385,77.88594
625744,Medimallasandra,5604,Hosakote,526,Bengaluru Rural,215474.0,Anugondanahalli,Anugondanahalli PS,12.94274,77.80078
625554,Medur,5604,Hosakote,526,Bengaluru Rural,215492.0,Nandagudi,Suryanagar PS,13.085962,77.382997
625250,Meesaganahalli,5603,Devanahalli,526,Bengaluru Rural,215437.0,Karahalli,Nandagudi PS,13.19303,77.8944
624774,Melekattiganoor,5601,Nelamangala,526,Bengaluru Rural,215576.0,Arebommanahalli,Bengaluru Dist Women PS,12.984176,77.605366
625053,Melekote,5602,Doddaballapura,526,Bengaluru Rural,215467.0,Melekote,Sulibele PS,13.20152,77.80014
625011,Melinajuganahalli,5602,Doddaballapura,526,Bengaluru Rural,215468.0,Melina Joganahalli ( S.S.Ghati),Suryanagar PS,13.089382,77.393787
625025,Melinanaikaradahalli,5602,Doddaballapura,526,Bengaluru Rural,215468.0,Melina Joganahalli ( S.S.Ghati),Suryanagar PS,13.083252,77.375257
625121,Menasi,5602,Doddaballapura,526,Bengaluru Rural,215463.0,Kesthuru,Nelamangala Rural PS,13.11028,77.38898
624851,Minnapura,5601,Nelamangala,526,Bengaluru Rural,215583.0,Kalalaghatta,Doddabelavangala PS,13.28408,77.4344
625254,Moodiganahalli,5603,Devanahalli,526,Bengaluru Rural,215437.0,Karahalli,Nandagudi PS,13.20186,77.92057
910080,Mopurahalli (D),5602,Doddaballapura,526,Bengaluru Rural,,,Dobbespet PS,13.22613,77.25373
625565,Mothakadahalli,5604,Hosakote,526,Bengaluru Rural,215496.0,Shivanapura,Vishwanathapura PS,13.2839,77.64069
624796,Muddalinganahalli,5601,Nelamangala,526,Bengaluru Rural,215586.0,Manne,Jigani PS,12.77848,77.63107
625259,Muddanayakanahalli,5603,Devanahalli,526,Bengaluru Rural,215437.0,Karahalli,Nandagudi PS,13.20363,77.91154
625435,Muddenahalli,5603,Devanahalli,526,Bengaluru Rural,215430.0,Channarayapatna,Dobbespet PS,13.2254,77.22979
625563,Muddenahalli,5604,Hosakote,526,Bengaluru Rural,215493.0,Nelavagilu,Thirumalashettahalli PS,12.99896,77.78397
625164,Mudlakalenahalli,5602,Doddaballapura,526,Bengaluru Rural,215448.0,Bhaktarahalli,Vishwanathapura PS,13.26599,77.61345
625312,Mudugurki,5603,Devanahalli,526,Bengaluru Rural,215442.0,Venkatagtirikote,Sulibele PS,13.18588,77.78549
625608,Mugabala,5604,Hosakote,526,Bengaluru Rural,215490.0,Mugabala,Sarjapura PS,12.86598,77.76754
625615,Mugabala Hosahalli,5604,Hosakote,526,Bengaluru Rural,215490.0,Mugabala,Sarjapura PS,12.86028,77.76505
625013,Mugachinnenahalli,5602,Doddaballapura,526,Bengaluru Rural,215468.0,Melina Joganahalli ( S.S.Ghati),Suryanagar PS,13.084082,77.368627
625182,Mugenahalli,5602,Doddaballapura,526,Bengaluru Rural,215452.0,Doddabelavangala,Bengaluru CEN Crime PS,12.997876,77.585946
625017,Mukkadigatta,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.709,77.69515
625386,Mulli Amanikere,5603,Devanahalli,526,Bengaluru Rural,215427.0,Bidaluru,Bengaluru CEN Crime PS,12.993756,77.588266
625577,Mumynahosahalli,5604,Hosakote,526,Bengaluru Rural,215496.0,Shivanapura,Vishwanathapura PS,13.28277,77.62636
625207,Muppadighatta,5602,Doddaballapura,526,Bengaluru Rural,215460.0,Kadanuru,Hosakote PS,13.06291,77.79774
625751,Muthakadahalli,5604,Hosakote,526,Bengaluru Rural,215486.0,Kambalipura,Nandagudi PS,13.19484,77.88985
625100,Muthasandra,5602,Doddaballapura,526,Bengaluru Rural,215469.0,Rajaghatta,Thirumalashettahalli PS,12.96666,77.79818
625738,Muthasandra,5604,Hosakote,526,Bengaluru Rural,215491.0,Muthsandra,Sulibele PS,13.18981,77.78688
625523,Muthasandra,5604,Hosakote,526,Bengaluru Rural,215486.0,Kambalipura,Nandagudi PS,13.1846,77.89598
625741,Muthkur,5604,Hosakote,526,Bengaluru Rural,215474.0,Anugondanahalli,Anugondanahalli PS,12.94795,77.83521
625528,Muthukadahalli,5604,Hosakote,526,Bengaluru Rural,215485.0,Kalkunte Agrahara,Jigani PS,12.7748,77.64673
625185,Muttugadahalli,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.71497,77.67936
625067,Muttugadahalli,5602,Doddaballapura,526,Bengaluru Rural,215459.0,Hulikunte,Hosahalli PS,14.66803,76.44668
938753,Mutturu,5602,Doddaballapura,526,Bengaluru Rural,,,Dobbespet PS,13.24263,77.24494
625018,Myakalahalli,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.73006,77.68962
625014,Myakalathimmanahalli,5602,Doddaballapura,526,Bengaluru Rural,215473.0,Thubugere,Anekal PS,12.69387,77.69484
624870,Mylanahalli,5601,Nelamangala,526,Bengaluru Rural,272726.0,Gollahalli,Bengaluru CEN Crime PS,12.970566,77.576396
625616,Mylapura,5604,Hosakote,526,Bengaluru Rural,215479.0,Doddanallala,Dobbespet PS,13.24773,77.22594
625562,N.Hosahalli,5604,Hosakote,526,Bengaluru Rural,215490.0,Mugabala,Sarjapura PS,12.88003,77.78839
625715,Naduvathi,5604,Hosakote,526,Bengaluru Rural,215495.0,Samethanahalli,Vijayapura PS,13.30138,77.7917
