district_id,ksp_district,lgd_district,police_station_name,address,email,phone,circle,latitude,longitude
18,Hassan,Hassan,Arasikere Town PS,B.H. ROAD,arasikeretownhsn@ksp.gov.in,08174-232233,Arasikere Sub-Division,13.31228,76.25688
18,Hassan,Hassan,Arehalli PS,MAIN ROAD,arehallyhsn@ksp.gov.in,08177-221342,Belur Circle,13.02485,75.79701
18,Hassan,Hassan,Banavara PS,BANAVARA,banavarahsn@ksp.gov.in,08174-235633,Arasikere Rural Circle,13.40478,76.16288
18,Hassan,Hassan,Belur PS,BELUR,belurhsn@ksp.gov.in,08177-222444,Arasikere Sub-Division,13.17419,75.87545
18,Hassan,Hassan,Channarayapatna Rural PS,B.M. ROAD,crpatnaruralhsn@ksp.gov.in,08176-254933,Holenarasipura Sub-Division,12.912191,76.38196
18,Hassan,Hassan,Channarayapatna Town PS,B.M. ROAD,crpatnatownhsn@ksp.gov.in,08176-252333,Holenarasipura Sub-Division,12.90332,76.38955
18,Hassan,Hassan,Channarayapatna Traffic PS,Channarayapatnahassan,email@ksp.gov.in,88888-888888,Channarayapatna Town PS,12.903317,76.389545
18,Hassan,Hassan,Dudda PS,DUDDA,duddahsn@ksp.gov.in,08172-223935,Hassan Rural Circle,13.08627,76.20483
18,Hassan,Hassan,Gandasi PS,GANDASI,gandasihsn@ksp.gov.in,08174-220630,Arasikere Rural Circle,13.15579,76.30467
18,Hassan,Hassan,Goruru PS,GORUR,gorurhsn@ksp.gov.in,08172-225475,Hassan Rural Circle,12.81843,76.06164
18,Hassan,Hassan,Halebeedu PS,Temple Road,halebeeduhsn@ksp.gov.in,08177-273201,Belur Circle,13.2173,75.99379
18,Hassan,Hassan,Hallymysore PS,Hallymysore HobliHolenarasipura Tq.,hallymysore@ksp.gov.in,88888-888888,Holenarasipura Circle,12.65799,76.25928
18,Hassan,Hassan,Hassan CEN Crime PS,Hassan TownHassan,dcbhsn@ksp.gov.in,88888-888888,Hassan District,13.312675,76.256993
18,Hassan,Hassan,Hassan City PS,N R CIRCLE,townhsn@ksp.gov.in,08172-268333,Hassan Sub-Division,13.00302,76.10057
18,Hassan,Hassan,Hassan DCRE PS,---,---,---,Hassan Circle,0.0,0.0
18,Hassan,Hassan,Hassan Extn. PS,K.R. PURAM,extensionhsn@ksp.gov.in,08172-268967,Hassan Sub-Division,13.00694,76.11359
18,Hassan,Hassan,Hassan Rural PS,N R CIRCLE,ruralhsn@ksp.gov.in,08172-268630,Hassan Sub-Division,13.01098,76.10626
18,Hassan,Hassan,Hassan Traffic PS,HOSALINE ROAD,traffichsn@ksp.gov.in,08172-272846,Hassan City Circle,13.00694,76.11359
18,Hassan,Hassan,Hassan Women PS,,email@ksp.gov.in,88888-888888,Hassan Sub-Division,13.00282,76.10761
18,Hassan,Hassan,Hirisave PS,B.M. ROAD,hirisavehsn@ksp.gov.in,08176-226888,Channarayapatna Circle,12.94391,76.55115
18,Hassan,Hassan,Holenarasipura Rural PS,MYSORE ROAD,hnpuraruralhsn@Ksp.gov.in,08175-273308,Holenarasipura Circle,12.78077,76.24741
18,Hassan,Hassan,Holenarasipura Town PS,Park Road,hnpuratownhsn@ksp.gov.in,08175-273333,Holenarasipura Circle,12.78326,76.24642
18,Hassan,Hassan,Javagal PS,address,javgalhsn@ksp.gov.in,08174-271221,Arasikere Rural Circle,13.30356,76.04668
18,Hassan,Hassan,Konanur PS,Konanur,konanurhsn@ksp.gov.in,08175-226227,Arakalagud  Circle,12.63333,76.05
18,Hassan,Hassan,Nuggehalli PS,Nuggehally,nuggehallyhsn@Ksp.gov.in,08176-233033,Channarayapatna Circle,13.00525,76.47511
18,Hassan,Hassan,Pension Mohalla PS,HOSALINE ROAD,pmohallahsn@ksp.gov.in,08172-272260,Hassan City Circle,13.00681,76.09955
18,Hassan,Hassan,Sakaleshpura Rural PS,B.M. ROAD,sakaleshapuraruralhs@ksp.gov.in,08173-245183,Sakaleshpura Circle,12.94415,75.78657
18,Hassan,Hassan,Sakaleshpura Town PS,B.M. ROAD,sakaleshapuratownhsn@ksp.gov.in,08173-244100,Sakaleshpura Circle,12.94415,75.78657
18,Hassan,Hassan,Shanthigrama PS,address,email@ksp.gov.in pensionmohallahsn@ksp.gov.in,08172-258038,Hassan Rural Circle,12.98625,76.21835
18,Hassan,Hassan,Shravanabelagola PS,Shravanabelagola,shravanabelagolahsn@ksp.gov.in,08176-257229,Channarayapatna Circle,12.85633,76.47985
18,Hassan,Hassan,Yesalur PS,Yeslur,yeslurhsn@ksp.gov.in,08173-278212,Sakaleshpura Circle,12.78403,75.86066
19,Haveri,Haveri,Adur PS,"PSI, Adur PS, Haveri Road",adurhvr@ksp.gov.in,08379-265233,Hanagal Circle,14.77354,75.25091
19,Haveri,Haveri,Bankapura PS,address,bankapurahvr@ksp.gov.in,08378-254233,Shiggaon Circle,14.91471,75.27007
19,Haveri,Haveri,Byadagi PS,"PSI, Byadagi Police Station",byadgihvr@ksp.gov.in,08375-228333,Byadagi Circle,14.68018,75.49481
19,Haveri,Haveri,Guttal PS,PSI Guttal Police Station,guttalhvr@ksp.gov.in,08375-224223,Haveri Circle,14.83988,75.63024
19,Haveri,Haveri,Halageri PS,"PSI, Halageri PS, Hirekerur Road",halagerihvr@ksp.gov.in,08373-252333,Ranebennur Rural Circle,14.55347,75.60567
19,Haveri,Haveri,Hanagal PS,"PSI, Hanagal Police Station, Darga Road",hanagalhvr@ksp.gov.in,08379-262333,Hanagal Circle,14.7721,75.12471
19,Haveri,Haveri,Hansabhavi PS,"PSI, Hansabhavi PS, Haveri Road",hansabhavihvr@ksp.gov.in,08376-289033,Hirekerur Circle,14.56998,75.36876
19,Haveri,Haveri,Haveri CEN Crime PS,Haveri Town,email@ksp.gov.in,88888-888888,Haveri District,14.78392,75.388161
19,Haveri,Haveri,Haveri DCRE PS,---,---,---,Haveri Circle,0.0,0.0
19,Haveri,Haveri,Haveri Rural PS,"PSI Haveri Rural PS, Hanagal Road",haveriruralhvr@ksp.gov.in,08375-233333,Haveri Circle,14.78392,75.38816
19,Haveri,Haveri,Haveri Town PS,"PI, Haveri Town PS",haveritownhvr@ksp.gov.in,08375-232333,Haveri Sub-Division,14.79304,75.39658
19,Haveri,Haveri,Haveri Traffic PS,"PI, Haveri Traffic PSNear Police Samudaya Bhavan, Rajendra Nagar, Haver",haveritraffichvr@ksp.gov.in,88888-888888,Haveri Sub-Division,14.793035,75.396582
19,Haveri,Haveri,Haveri Women PS,Hanagal RoadHaveri,email@ksp.gov.in,8375232333,Haveri Sub-Division,14.784032,75.388748
19,Haveri,Haveri,Hirekerur PS,"PSI, Hirekerur PS, Near Bus Stand",hirekerurhvr@ksp.gov.in,08373-282333,Hirekerur Circle,14.45598,75.39293
19,Haveri,Haveri,Kaginele PS,"PSI, Kaginele Police Station",kaginelehvr@ksp.gov.in,08375-289233,Byadagi Circle,14.69146,75.35793
19,Haveri,Haveri,Kumarapattanam PS,"PSI, Kumarapattanam PS, P.B Road",kpattanamhvr@ksp.gov.in,08373-242208,Ranebennur Rural Circle,14.52091,75.78638
19,Haveri,Haveri,Ranebennur Rural PS,"PSI, Ranebennur Rural PS, PB Road",rbruralhvr@ksp.gov.in,08373-266433,Ranebennur Sub-Division,14.62048,75.62505
19,Haveri,Haveri,Ranebennur Town PS,"PSI, Ranebennur Town PS, Ashok Circle",rbtownhvr@ksp.gov.in,08373-266333,Ranebennur Town Circle,14.62154,75.63555
19,Haveri,Haveri,Ranebennur Traffic PS,"PSI, Ranebennur Traffic PS, Near Taluk Office",rbtraffichvr@ksp.gov.in,08373-268333,Ranebennur Town Circle,14.6202,75.62083
19,Haveri,Haveri,Rattihalli PS,"PSI, Rattihalli PS, Chikkayadachi Road",rattihallihvr@ksp.gov.in,08376-286233,Hirekerur Circle,14.42712,75.50766
19,Haveri,Haveri,Savanoor PS,"PI, Savanur Police Station",savanurhvr@ksp.gov.in,08378-241633,Shiggaon Sub-Division,14.97743,75.33776
19,Haveri,Haveri,Shiggaon PS,"PSI, Shiggaon PS, Near Govt. Hospital",shiggaonhvr@ksp.gov.in,08378-255233,Shiggaon Circle,14.98939,75.22647
19,Haveri,Haveri,Tadas PS,"PSI, Tadas PS, Hubli Road",tadashvr@ksp.gov.in,08378-257433,Shiggaon Circle,15.12466,75.1242
2,Ballari,Ballari,APMC Yard PS,address,apmcblr@ksp.gov.in,0832-250033,Bellary City Sub-Division,15.13179,76.92145
2,Ballari,Ballari,Ballari CEN Crime PS,Ballari Town,email@ksp.gov.in,8888-888888,Ballari District,15.150804,76.929049
2,Ballari,Ballari,Ballari DCRE PS,---,---,---,Ballari Circle,0.0,0.0
2,Ballari,Ballari,Ballari Women PS,BallariBallari,womenpsblr@ksp.gov.in,8392274100,Bellary City Sub-Division,15.278618,76.388759
2,Ballari,Ballari,Bellary Rural PS,Bellary,bellaryruralblr@ksp.gov.in,08392-276461,Bellary Rural Circle,15.14449,76.92506
2,Ballari,Ballari,Bellary Traffic PS,Bellary,bellarytrafficblr@ksp.gov.in,08392-275722,Bellary City Sub-Division,15.278616,76.388755
2,Ballari,Ballari,Brucepet PS,bellary,brucepetblr@ksp.gov.in,08392-276793,Bellary City Sub-Division,15.13819,76.92634
2,Ballari,Ballari,Cowlbazar PS,Bellary,cowlbazarblr@ksp.gov.in,08392-240110,Bellary City Sub-Division,15.13771,76.90293
2,Ballari,Ballari,Gadiganur PS,gadiganur,gadiganurblr@ksp.gov.in,08394-248033,Sandur Circle,15.22632,76.58877
2,Ballari,Ballari,Gandhinagar PS,Bellary,gandhinagarblr@ksp.gov.in,08392-272192,Bellary City Sub-Division,15.22901,76.59158
2,Ballari,Ballari,Hatcholli PS,Hatcholli,hatcholliblr@ksp.gov.in,08396-241613,Siruguppa Circle,15.79095,76.98731
2,Ballari,Ballari,Kampli PS,kampli,kampliblr@ksp.gov.in,08394-250333,Kampli Circle,15.4061,76.59913
2,Ballari,Ballari,Kuduthini PS,address,kuduthiniblr@ksp.gov.in,08392-248100,Kurugod Circle,15.2096,76.76243
2,Ballari,Ballari,Kurugod PS,Kurugodu,kurugodublr@ksp.gov.in,08393-263433,Kurugod Circle,15.34423,76.83532
2,Ballari,Ballari,Moka PS,moka,mokablr@ksp.gov.in,08392-293228,Bellary Rural Circle,15.24156,77.05922
2,Ballari,Ballari,P.D. Halli PS,PD halli,pdhalliblr@ksp.gov.in,08392-265010,Bellary Rural Circle,15.14313,77.05214
2,Ballari,Ballari,Sandur PS,Sandur,sandurblr@ksp.gov.in,08395-260249,Sandur Circle,15.08347,76.54372
2,Ballari,Ballari,Sirigeri PS,Sirigere,sirigereblr@ksp.gov.in,08396-244426,Tekkalkota Circle,15.4413,76.83889
2,Ballari,Ballari,Siruguppa PS,Siruguppa,siruguppablr@ksp.gov.in,08396-220333,Siruguppa Circle,15.63834,76.89973
2,Ballari,Ballari,Tekkalkota PS,tekkalakota,tekkalakotablr@ksp.gov.in,08396-248013,Tekkalkota Circle,15.26537,76.34916
2,Ballari,Ballari,Thoranagal PS,Toranagal,toranagalblr@ksp.gov.in,08395-250100,Sandur Circle,15.19603,76.66234
20,Hubballi Dharwad City,Dharwad,APMC Navanagar,"Bashweshawar Circle,",apmcnavanagarhdc@ksp.gov.in,0836-2233492,Hubli North Sub-Division,15.39278,75.08157
20,Hubballi Dharwad City,Dharwad,Ashoknagar PS,address,ashoknagarhdc@ksp.gov.in,0836-2233490,Hubli North Sub-Division,12.5818,77.36369
20,Hubballi Dharwad City,Dharwad,Bendigeri PS,Opposite Neharu College,bendigerihdc@ksp.gov.in,0836-2233526,Hubli South Sub-Division,15.34255,75.15034
20,Hubballi Dharwad City,Dharwad,CEN Crime PS Hubballi Dharwad City,"2ST FLOOR, HUBLI SUB-URBAN PS BUILDING,NEAR KC CIRCLE, HUBBALLI",ccbhblhdc@ksp.gov.in,0836-2233567,Hubballi Dharwad City,0.0,0.0
20,Hubballi Dharwad City,Dharwad,Dharwad Sub-Urban PS,"Opposite Mental Hospital,",dwdsbanhdc@ksp.gov.in,0836-2233511,Dharwad Sub-Division,15.35064,75.13926
20,Hubballi Dharwad City,Dharwad,Dharwad Town PS,Behind Old bus Stand,dwdtownhdc@ksp.gov.in,0836-2233512,Dharwad Sub-Division,15.45885,75.0112
20,Hubballi Dharwad City,Dharwad,Dharwad Traffic PS,Tahasildhar Office Compound,dwdtraffichdc@ksp.gov.in,0836-2233542,Traffic Sub-Division,15.45936,75.01161
20,Hubballi Dharwad City,Dharwad,E and N Crime PS HD city,"2ST FLOOR, HUBLI SUB-URBAN PS BUILDINGNEAR KC CIRCLE, HUBBALLI",ccbdwdhdc@ksp.gov.in,0836-2233567,Hubballi Dharwad City,15.350638,75.13926
20,Hubballi Dharwad City,Dharwad,Ghantikeri PS,Javali Sal,ghantikerihdc@ksp.gov.in,0836-2233527,Hubli South Sub-Division,15.34119,75.14189
20,Hubballi Dharwad City,Dharwad,Gokul Road PS,Opposite New Bus Stand,gokulroadhdc@ksp.gov.in,0836-2233525,Hubli North Sub-Division,15.35081,75.11431
20,Hubballi Dharwad City,Dharwad,Hubli East Traffic PS,address,easttraffichdc@ksp.gov.in,0836-2233543,Traffic Sub-Division,15.36172,75.15193
20,Hubballi Dharwad City,Dharwad,Hubli North Traffic PS,Cotton Market,northtraffichdc@ksp.gov.in,0836-2233515,Traffic Sub-Division,15.355536,75.135085
20,Hubballi Dharwad City,Dharwad,Hubli South Traffic PS,Bammapur Oni,southtraffichdc@ksp.gov.in,0836-2233538,Traffic Sub-Division,15.34233,75.14938
20,Hubballi Dharwad City,Dharwad,Hubli Sub-Urban PS,"Near Mini Vidhan Soudha, Brundavan circle",suburbahdc@ksp.gov.in,0836-2233517,Hubli North Sub-Division,15.35064,75.13926
20,Hubballi Dharwad City,Dharwad,Hubli Town PS,Near Broadway,townhdc@ksp.gov.in,0836-2233540,Hubli South Sub-Division,15.34517,75.143
20,Hubballi Dharwad City,Dharwad,Kamaripeth PS,P B Road,kamaripethhdc@ksp.gov.in,0836-2233519,Hubli North Sub-Division,15.3446,75.13678
20,Hubballi Dharwad City,Dharwad,Kasabapeth PS,"Kasabapeth Main Road,",kasabapethhdc@ksp.gov.in,0836-2233536,Hubli South Sub-Division,15.33702,75.13319
20,Hubballi Dharwad City,Dharwad,Keshavapur PS,"Naveen Park, Kusagul Road,",keshwapurhdc@ksp.gov.in,0836-2233518,Hubli North Sub-Division,15.36028,75.16248
20,Hubballi Dharwad City,Dharwad,Old Hubli PS,"Near Indipump Circle,",oldhublihdc@ksp.gov.in,0836-2233541,Hubli South Sub-Division,15.33672,75.12697
20,Hubballi Dharwad City,Dharwad,Vidyagiri PS,Saraswatpur,vidyagirihdc@ksp.gov.in,0836-2233513,Dharwad Sub-Division,15.43902,75.01139
20,Hubballi Dharwad City,Dharwad,Vidyanagar PS,"Opposite Probas Garden, Doddamani Building,",vidyanagarhdc@ksp.gov.in,0836-2233516,Hubli North Sub-Division,14.43468,75.91607
20,Hubballi Dharwad City,Dharwad,Women PS,"Near Mini Vidhan Soudha, Brundavan circle",womenhdc@ksp.gov.in,0836-2233514,Hubli North Sub-Division,15.8578,74.50571
22,K.G.F,Kolar,Andersonpet PS,"NEAR ST MARYS HIGHER PRIMARY SCHOOL, ANDERSON",andersonpetkgf@ksp.gov.in,08153-274282,Robertsonpet Circle,12.93422,78.27026
22,K.G.F,Kolar,Bangarpet PS,"NEAR TALUK OFFICE, BANGARPET",bangarpetkgf@ksp.gov.in,08153-255228,Bangarpet  Circle,12.98593,78.17882
22,K.G.F,Kolar,BEML Nagar PS,"NEAR BEML NAGAR SPORT COMPLEX, BEML NAGAR, KGKGF District",bemlnagarkgf@ksp.gov.in,08153-263179,Oorgaum Circle,12.98082,78.2367
22,K.G.F,Kolar,Bethamangala PS,NEAR BETHAMANGALA BUS STAND,bethamnagalakgf@ksp.gov.in,08153-277623,Bangarpet  Circle,13.00823,78.33332
22,K.G.F,Kolar,Budikote Police Station,Budikote,budikotekgf@ksp.gov.in,9480802746,Budikote,12.906218,78.129691
22,K.G.F,Kolar,Champion Reefs PS,"NEAR SUPERINTENDENT OF POLICE OFFICE, KGF.",championreefskgf@ksp.gov.in,08153-274289,Champion Reefs  Circle,12.95851,78.27103
22,K.G.F,Kolar,Kamasamudram PS,NEAR KAMASAMUDRAM BUS STAND,kamasamudramkgf@ksp.gov.in,08153-259028,Bangarpet  Circle,12.86323,78.19599
22,K.G.F,Kolar,KGF CEN Crime PS,DCBKGF District,email@ksp.gov.in,88888-888888,K.G.F District,12.95611,78.272121
22,K.G.F,Kolar,Kyasamballi Police Station,Kyasamballi,kysamballikgf@ksp.gov.in,9480802745,Kyasamballi,12.952116,78.359262
22,K.G.F,Kolar,Marikuppam PS,"NEAR HONCOCKs SHAFT, KGF",marikuppamkgf@ksp.gov.in,08153-274296,Champion Reefs  Circle,12.92712,78.26591
22,K.G.F,Kolar,Oorgaum PS,"NEAR OORGAUM RAILWAY STATION, OORGAUM KGF",oorgaumkgf@ksp.gov.in,08153-260283,Oorgaum Circle,12.95247,78.26465
22,K.G.F,Kolar,Robertsonpet PS,"NEAR MUNICIPALITY BUS STAND, ROBERTSONPET, KG",robertsonpetkgf@ksp.gov.in,08153-260224,Robertsonpet Circle,12.95756,78.27155
23,Kalaburagi,Kalaburagi,Afzalpur PS,Near Bus Stand Afzalpur Tq : Afzalpur,afzalpurgba@ksp.gov.in,08477-283038,Afzalpur Circle,17.20287,76.35825
23,Kalaburagi,Kalaburagi,Alland PS,Aland Tq : Aland,alandgba@ksp.gov.in,08477-202222,Alland Circle,17.56166,76.56071
23,Kalaburagi,Kalaburagi,Chincholi PS,Near Bus Stand Chincholi Tq : Chincholi,chincholigba@ksp.gov.in,08475-273033,Chincholi Circle,17.2736,77.25112
23,Kalaburagi,Kalaburagi,Chittapura PS,Chittapur Tq :chittapur,chittapurgba@ksp.gov.in,08474-236123,Chittapura  Circle,17.11948,77.08355
23,Kalaburagi,Kalaburagi,Devalagangapur PS,Devalagangapur Tq: Afzalpur,dgpurgba@ksp.gov.in,08477-274360,Afzalpur Circle,17.20721,76.5431
23,Kalaburagi,Kalaburagi,Jewargi PS,opp. Bus stand Main Road Jewargi,jewargigba@ksp.gov.in,08442-236033,Jewargi  Circle,17.01593,76.7758
23,Kalaburagi,Kalaburagi,Kalaburagi CEN Crime PS,Kalaburgi Town,email@ksp.gov.in,88888-888888,Kalaburagi District,76.83792,17.32788
23,Kalaburagi,Kalaburagi,Kalaburagi Women PS,Old SP Office Gulbarga,womengba@ksp.gov.in,08472-263620,Gulbarga Rural Sub-Division,0.0,0.0
23,Kalaburagi,Kalaburagi,Kalaburgi DCRE PS,---,---,---,Kalaburgi Circle,0.0,0.0
23,Kalaburagi,Kalaburagi,Kalagi PS,PWD Quarters Kalagi Tq: chittapur,kalagigba@ksp.gov.in,08474-227633,Kalagi  Circle,17.21655,77.09245
23,Kalaburagi,Kalaburagi,Kamalapur PS,Kamalapur Tq: Gulbarga,kamalapurgba@ksp.gov.in,08472-221306,Gulbarga Rural Circle,15.30233,76.47831
23,Kalaburagi,Kalaburagi,Kunchavaram PS,Kunchawaram Tq : chincholi,kunchawaramgba@ksp.gov.in,08475-204001,Chincholi Circle,17.4854,77.62818
23,Kalaburagi,Kalaburagi,Kurakunta PS,CCI cement Factory Quarters area Kurkunta Tq:,kurkuntagba@ksp.gov.in,08441-228543,Sedam Circle,17.17051,77.33789
23,Kalaburagi,Kalaburagi,Madanahipparga PS,Madanhipparga Tq: Aland,madanhippargagba@ksp.gov.in,08440-216266,Alland Circle,17.45725,76.37383
23,Kalaburagi,Kalaburagi,Madbool PS,Madbool Tq: Chittapur,madboolgba@ksp.gov.in,08474-290166,Kalagi  Circle,17.2856,77.00374
23,Kalaburagi,Kalaburagi,Mahagoan PS,Mahagoan Tq: Gulbarga,mahagaongba@ksp.gov.in,08478-220475,Gulbarga Rural Circle,17.3115,76.5649
23,Kalaburagi,Kalaburagi,Malkhed PS,Near Bas stand Malkhed Tq : sedam,malkhedgba@ksp.gov.in,08441-280366,Sedam Circle,17.17051,77.33789
23,Kalaburagi,Kalaburagi,Miryan PS,Miriyan Tq ; Chincholi,miriyangba@ksp.gov.in,08475-295444,Chincholi Circle,17.22132,77.2943
23,Kalaburagi,Kalaburagi,Mudhol PS,Mudhol Tq: Sedam,mudholgba@ksp.gov.in,08441-220811,Chincholi Sub-Division,16.32991,75.28498
23,Kalaburagi,Kalaburagi,Narona PS,Narona Tq:aland,naronagba@ksp.gov.in,08477-228233,Alland Circle,17.51395,76.7173
23,Kalaburagi,Kalaburagi,Nelogi PS,Nelogi Tq: Jewargi,nelogigba@ksp.gov.in,08442-225033,Jewargi  Circle,17.0305,76.3605
23,Kalaburagi,Kalaburagi,Nimbarga PS,Nimbarga Tq: Aland,nimbargagba@ksp.gov.in,08440-286733,Alland Circle,17.38713,76.58531
23,Kalaburagi,Kalaburagi,Ratkal PS,Ratkal Tq : Chincholi,ratkalgba@ksp.gov.in,08475-297833,Sulepet  Circle,17.4517,77.1068
23,Kalaburagi,Kalaburagi,Revoor PS,Revoor Tq: Afzalpur,revoorgba@ksp.gov.in,08477-269436,Afzalpur Circle,17.32204,76.46487
23,Kalaburagi,Kalaburagi,Sedam PS,Sedam Tq: Sedam,sedamgba@ksp.gov.in,08441-276166,Sedam Circle,17.17985,77.28518
23,Kalaburagi,Kalaburagi,Shahabad Town PS,Shahabad Tq: Chittapur,shahabadtowngba@ksp.gov.in,08474-204444,Shahabad Sub-Division,17.13044,76.9346
23,Kalaburagi,Kalaburagi,Sulepet PS,Sulepet Tq:  chincholi,sulepethgba@ksp.gov.in,08475-295024,Sulepet  Circle,17.2416,77.2042
23,Kalaburagi,Kalaburagi,Wadi PS,Near ACC Cement Factory Wadi Tq : Chittapur,wadigba@ksp.gov.in,08474-202300,Chittapura  Circle,17.0344,76.58537
23,Kalaburagi,Kalaburagi,Yedrami PS,Yedrami Tq: Jewargi,yedramigba@ksp.gov.in,08442-226033,Jewargi  Circle,16.85576,76.54173
24,Kalaburagi City,Kalaburagi,Ashoknagar PS,"Behind Central Bus stand GDA Lay Out, Gulbarg",ashoknagargba@ksp.gov.in,08472-263617,Kalaburagi A Sub Division,12.5818,77.36369
24,Kalaburagi City,Kalaburagi,Brahmapur PS,"Super Market Gulbarga, Near Tashil Office, Gu",brahmapurgba@ksp.gov.in,08472-263618,Kalaburagi A Sub Division,17.33844,76.83794
24,Kalaburagi City,Kalaburagi,Chowk PS,"Super Market , Opp Tashil Office, Gulbarga",chowkgba@ksp.gov.ion,08472-263622,Kalaburagi B Sub Division,17.33814,76.83742
24,Kalaburagi City,Kalaburagi,Ferhatabad PS,Farthabad Gulbarga,farthabadgba@ksp.gov.in,08472-213033,Kalaburagi C Sub Division,17.17151,76.79334
24,Kalaburagi City,Kalaburagi,Kalaburagi City CENCrime PS,Kalaburagi City,email@ksp.gov.in,88888-888888,Kalaburagi B Sub Division,0.0,0.0
24,Kalaburagi City,Kalaburagi,Kalaburagi City Women PS,Kalaburagi City,email@ksp.gov.in,88888-888888,Kalaburagi B Sub Division,0.0,0.0
24,Kalaburagi City,Kalaburagi,Kalaburagi Rural PS,"Neharu Ganj, Near APMC Gulbarga",gramingba@ksp.gov.in,08472-263631,Kalaburagi C Sub Division,0.0,0.0
24,Kalaburagi City,Kalaburagi,Kalaburagi Traffic I PS,"Behind Mini Vidhan soudha , Gulbarga",addltrafficgba@ksp.gov.in,08472-263625,Kalaburagi Traffic Sub Division,0.0,0.0
24,Kalaburagi City,Kalaburagi,Kalaburagi Traffic II PS,Super Market Gulbarga,trafficgba@ksp.gov.in,08472-263624,Kalaburagi Traffic Sub Division,0.0,0.0
24,Kalaburagi City,Kalaburagi,MB Nagar PS,opp. Asha Jothi College GDA Lay Out Gulbarga,mbnagargba@ksp.gov.in,08472-263628,Kalaburagi B Sub Division,17.1938,76.5204
24,Kalaburagi City,Kalaburagi,Ragavendranagar PS,New Raghavendra Colony Gulbarga,rgnagargba@ksp.gov.in,08472-263619,Kalaburagi A Sub Division,17.33727,76.81807
24,Kalaburagi City,Kalaburagi,Roza PS,Near Khaja Bane Nawaz Durga Roza area Gulbarg,rozagba@ksp.gov.in,08472-263623,Kalaburagi B Sub Division,17.34596,76.85183
24,Kalaburagi City,Kalaburagi,Station Bazar PS,"I-Wan Shahi PWD Quarters, Near Mini Vidhana S",stationbazargba@ksp.gov.in,08472-263616,Kalaburagi A Sub Division,17.31685,76.82587
24,Kalaburagi City,Kalaburagi,University PS,University Campus Gulbarga,universitygba@ksp.gov.in,08472-263629,Kalaburagi C Sub Division,17.3099,76.87658
26,Kodagu,Kodagu,Bhagamandala PS,"Karike Road, Bhagamandala,",bhagamandalamcr@ksp.gov.in,08272-243270,Madikeri Rural Circle,12.38423,75.52858
26,Kodagu,Kodagu,Gonikoppa PS,"Juice Factory Road, Gonikoppa Town & Post,",gonicoppamcr@ksp.gov.in,08274-247333,Gonikoppa Circle,12.18633,75.92668
26,Kodagu,Kodagu,Kodagu CEN Crime PS,Madikere Town,email@ksp.gov.in,88888-888888,KODAGU(Madikeri) District,12.429706,75.725621
26,Kodagu,Kodagu,Kodagu DCRE PS,---,---,---,Kodagu Circle,0.0,0.0
26,Kodagu,Kodagu,Kodagu Women PS,"Opp: Fort, Main Road,Near Madikeri Town PS, Madikeri",email@ksp.gov.in,88888-888888,Madikeri Sub-Division,12.42103,75.74037
26,Kodagu,Kodagu,Kushalanagar Rural PS,Kushal nagarKodagu,email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.48,75.956565
26,Kodagu,Kodagu,Kushalnagar PS,"Near Hospital, Kudige Road,",kushalnagarmcr@ksp.gov.in,08276-274333,Kushalnagar Circle,12.46028,75.9623
26,Kodagu,Kodagu,Kushalnagar Traffic PS,"Kudlur Industrial Area, Kudlur Road,Kushalnagar hobli, Sowmarpet Tq, Kodagu",email@ksp.gov.in,88888-888888,Kushalnagar Circle,12.48,75.956565
26,Kodagu,Kodagu,Kutta PS,"Kutta Town, Kutta Post,",kuttamcr@ksp.gov.in,08274-244100,Kutta Circle,11.99386,76.35515
26,Kodagu,Kodagu,Madikeri Rural PS,"College Road,",madikeriruralmcr@ksp.gov.in,08272-228777,Madikeri Rural Circle,12.42966,75.7255
26,Kodagu,Kodagu,Madikeri Town PS,"Opp: Fort, Main Road,",madikeritownmcr@ksp.gov.in,08272-229333,Madikeri Town Circle,12.42093,75.74048
26,Kodagu,Kodagu,Madikeri Traffic PS,"Opp: Fort, Main Road,",trafficmcr@ksp.gov.in,08272-220081,Madikeri Town Circle,12.4228,75.73695
26,Kodagu,Kodagu,Napoklu PS,"Near market, Napoklu Town",napoklumcr@ksp.gov.in,08272-237240,Madikeri Rural Circle,12.31021,75.68936
26,Kodagu,Kodagu,Ponnampet PS,"Gonikoppa Road, Ponnampet Town & Post,",ponnampetmcr@ksp.gov.in,08274-249044,Gonikoppa Circle,12.15138,75.94246
26,Kodagu,Kodagu,Shanivarasanthe PS,"Shanivarasanthe Town, Shanivarasanthe,",shanivarasanthemcr@ksp.gov.in,08276-283333,Somwarpet Circle,12.7267,75.8897
26,Kodagu,Kodagu,Siddapura PS,"Near Bus Stand, Siddapura,",siddapuramcr@ksp.gov.in,08274-258333,Madikeri Town Circle,12.93963,77.59418
26,Kodagu,Kodagu,Somwarpet PS,"Near Private Bus Stand, Somawarpet Town,",somawarpetmcr@ksp.gov.in,08276-282040,Somwarpet Circle,12.51322,75.80903
26,Kodagu,Kodagu,Srimangala PS,"Srimangala Town, Srimangala Post,",srimangalamcr@ksp.gov.in,08274-246246,Kutta Circle,11.99386,76.35515
