crime_id,crime_datetime,time_slot,district_id,district,taluk_id,taluk,gp_id,gram_panchayat,village_id,village,police_station_name,crime_latitude,crime_longitude,crime_category,crime_type,crime_severity,hotspot_score,victim_age,victim_gender,accused_id,accused_age,accused_gender,fir_registered,case_status,cctv_available,response_time_minutes
CR002384,2025-03-26 09:43:44,Afternoon,541,Kodagu,5568,Virajpet,218737.0,Chennayana Kote,924040,Cennangi,Napoklu PS,12.315921,75.708803,Crime Against Women,Sexual Harassment,High,22,74,Female,ACC224400,59,Male,Yes,Charge Sheet Filed,No,25
CR002385,2025-02-08 00:25:08,Late Night,544,Mandya,5549,Shrirangapattana,219435.0,Thadagavadi,614264,Chikkaharohalli,Mandya Traffic PS,12.526983,76.901617,Violent Crime,Robbery,Critical,39,63,Male,ACC00269,69,Male,Yes,Under Investigation,Yes,13
CR002386,2024-11-13 04:45:03,Night,548,Tumakuru,5534,Pavagada,220273.0,Palavalli,610576,Veerammanahalli,Huliyar PS,13.590318,76.526147,Violent Crime,Assault,Critical,79,26,Female,ACC248158,20,Female,Yes,Closed,No,10
CR002387,2025-09-01 05:43:02,Afternoon,533,Chitradurga,5505,Chitradurga,217059.0,Chikkabennur,605463,Chikkabennur,Chitradurga Extension PS,14.230841,76.429664,Crime Against Women,Domestic Violence,High,34,54,Female,ACC00308,49,Male,Yes,Charge Sheet Filed,No,24
CR002388,2025-09-29 01:08:01,Morning,544,Mandya,5549,Shrirangapattana,219422.0,Hosahalli,614285,Mogarahalli,Keragodu PS,12.640485,76.934399,Cyber Crime,OTP Scam,Medium,8,25,Female,ACC770903,68,Male,No,Under Investigation,Yes,41
CR002389,2025-01-07 17:57:48,Afternoon,631,Bengaluru South,5606,Ramanagara,215604.0,Gopahalli,626158,Annahalli,Ramanagara Women PS,12.736671,77.284058,Property Crime,House Burglary,Medium,72,25,Female,ACC00283,62,Female,Yes,Pending Trial,Yes,49
CR002390,2026-04-10 13:20:12,Morning,544,Mandya,5546,Krishnarajpet,219205.0,Agraharabachahalli,613562,Bandaboyanahalli,Basaralu PS,12.710583,76.816315,Cyber Crime,Phishing,Medium,12,22,Female,ACC570659,49,Male,Yes,Closed,No,54
CR002391,2026-02-18 17:54:14,Night,525,Bengaluru Urban,5545,Anekal,215316.0,Byagadadenahalli,613345,Kaval Hosahalli,Amruthahally PS,13.050025,77.593896,Cyber Crime,OTP Scam,Medium,25,43,Female,ACC00053,66,Female,Yes,Closed,No,26
CR002392,2025-10-20 21:02:49,Morning,535,Davanagere,5512,Davanagere,217489.0,Kudaganuru,606662,Jamapannanahalli,Azad Nagar PS,14.466063,75.930447,Property Crime,Shop Theft,Medium,94,55,Male,ACC054820,63,Male,Yes,Charge Sheet Filed,Yes,47
CR002393,2024-12-18 00:07:45,Morning,537,Gadag,5468,Nargund,272962.0,Benakanakoppa,601862,Benakanakoppa,Gadag Women PS,15.446007,75.644463,Cyber Crime,Phishing,Medium,43,53,Male,ACC630984,54,Female,No,Under Investigation,Yes,25
CR002394,2025-07-03 20:35:14,Night,532,Chikkamagaluru,5530,Chikkamagaluru,216793.0,Basaravalli,609707,Pura,Koppa PS,12.691483,76.959602,Cyber Crime,OTP Scam,Medium,16,50,Female,ACC529155,31,Male,Yes,Under Investigation,Yes,38
CR002395,2026-03-02 01:48:09,Morning,528,Ballari,7109,Kurugodu,216112.0,Ganakihal,604859,Kyadigehal,Gadiganur PS,15.219565,76.596606,Crime Against Women,Domestic Violence,High,52,57,Female,ACC420488,45,Female,No,Under Investigation,No,15
CR002396,2026-06-19 15:33:58,Night,533,Chitradurga,5508,Hiriyur,,Unknown,938941,Krushnambudi,Chitrahalli Gate PS,14.079897,76.286578,Violent Crime,Robbery,Critical,37,19,Male,ACC00168,38,Female,Yes,Under Investigation,Yes,10
CR002397,2024-07-21 10:27:26,Afternoon,548,Tumakuru,5541,Kunigal,220188.0,Hallevur,612694,Kichavadi,Handanakere PS,13.509651,76.431809,Public Order,Rioting,Medium,22,36,Female,ACC002688,23,Female,No,Pending Trial,No,57
CR002398,2024-08-06 23:15:44,Morning,529,Bidar,5455,Bhalki,216394.0,Nittur(B),599885,Nittur,New Town PS,17.923256,77.528369,Rural Crime,Sand Mining,Medium,100,42,Male,ACC00353,69,Male,Yes,Under Investigation,No,45
CR002399,2025-04-13 15:20:25,Evening,534,Dakshina Kannada,5563,Beltangadi,273276.0,Thekkaru,617666,Thekkaru,Traffic South Police Station,12.961569,74.088061,Economic Crime,Cheating,Medium,99,44,Male,ACC473542,43,Male,Yes,Charge Sheet Filed,Yes,57
CR002400,2025-11-26 03:14:41,Night,630,Chikkaballapura,5600,Chintamani,218852.0,Doddaganjur,624674,Doddanatha,Nandi Giridhama PS,13.395072,77.708633,Rural Crime,Cattle Theft,Medium,8,32,Male,ACC00288,28,Male,Yes,Under Investigation,No,41
CR002401,2025-05-29 20:41:05,Night,541,Kodagu,5566,Madikeri,272702.0,Yammemadu,617844,Yemmemadu,Srimangala PS,11.981499,76.341917,Cyber Crime,UPI Fraud,Medium,60,61,Female,ACC310076,30,Female,Yes,Pending Trial,Yes,55
CR002402,2024-09-24 18:30:54,Afternoon,530,Vijayapura,5449,Vijayapura,,Unknown,938725,Bhutanala,Managoli PS,16.650276,75.813384,Rural Crime,Cattle Theft,Medium,55,47,Female,ACC309982,46,Male,Yes,Pending Trial,Yes,36
CR002403,2025-07-24 09:49:09,Morning,550,Uttara Kannada,5488,Bhatkal,220594.0,Mundalli,603833,Choutani,Ankola PS,14.6429,74.290349,Economic Crime,Cheating,Medium,74,27,Female,ACC00349,65,Male,Yes,Charge Sheet Filed,Yes,33
CR002404,2025-04-25 20:47:48,Night,548,Tumakuru,5541,Kunigal,220203.0,Nademavinapura,612463,Kannaguni,Medigeshi PS,13.496932,77.12098,Public Order,Illegal Liquor,Medium,58,71,Female,ACC635498,18,Male,No,Charge Sheet Filed,No,20
CR002405,2025-01-23 04:50:09,Evening,538,Kalaburagi,5583,Chincholi,217936.0,Hasargundagi,620330,Yetabarpur,Afzalpur PS,17.191042,76.351066,Rural Crime,Crop Theft,Medium,15,23,Male,ACC00060,31,Male,No,Closed,Yes,50
CR002406,2025-12-10 03:51:38,Night,545,Mysuru,5572,Mysuru,219543.0,Harohalli (Mallahalli),618786,Harohalli,H.D. Kote PS,12.531536,76.183091,Public Order,Illegal Gambling,Medium,31,51,Female,ACC820697,59,Male,No,Under Investigation,Yes,56
CR002407,2025-05-22 08:18:35,Late Night,541,Kodagu,5568,Virajpet,218748.0,Karmadu,618030,Kavadi,Kodagu CEN Crime PS,12.41142,75.74234,Violent Crime,Robbery,Critical,8,62,Male,ACC00193,30,Female,Yes,Charge Sheet Filed,Yes,11
CR002408,2025-09-14 04:27:04,Afternoon,538,Kalaburagi,5581,Afzalpur,217866.0,Atanoor,620153,Atnoor,Ashoknagar PS,12.569573,77.355,Cyber Crime,UPI Fraud,Medium,47,35,Female,ACC00103,19,Male,Yes,Under Investigation,No,32
CR002409,2024-10-21 17:38:55,Night,538,Kalaburagi,5583,Chincholi,217951.0,Salebeeranalli,620332,Tumkunta,MB Nagar PS,17.188342,76.507626,Rural Crime,Sand Mining,Medium,41,65,Female,ACC484017,51,Female,Yes,Charge Sheet Filed,No,21
CR002410,2024-08-16 21:18:54,Afternoon,548,Tumakuru,5532,Chiknayakanhalli,,Unknown,610201,Katenahalli,Tumkur CEN Crime PS,13.338685,77.108098,Cyber Crime,Phishing,Medium,29,70,Male,ACC00231,34,Female,Yes,Charge Sheet Filed,No,45
CR002411,2025-04-29 21:10:05,Afternoon,545,Mysuru,5570,Hunsur,219481.0,Hanagodu,618369,Hanagodu,Vidyaranyarpuram PS,12.282742,76.636556,Crime Against Women,Stalking,High,7,65,Female,ACC963336,70,Female,Yes,Charge Sheet Filed,Yes,10
CR002412,2026-03-24 18:21:27,Late Night,534,Dakshina Kannada,5561,Mangaluru,217334.0,Ualibettu,617493,Ulaibettu,Buntwala Rural PS,12.545665,75.023788,Property Crime,Vehicle Theft,Medium,58,58,Female,ACC00178,39,Male,Yes,Under Investigation,Yes,20
CR002413,2025-07-06 16:17:54,Morning,533,Chitradurga,5506,Holalkere,217133.0,Hire Yemmiganur,605662,Hireyemmiganur,Srirampura PS,12.973765,77.583408,Violent Crime,Murder,Critical,28,68,Female,ACC099825,38,Female,Yes,Pending Trial,Yes,9
CR002414,2024-12-17 17:02:15,Night,631,Bengaluru South,5605,Magadi,215552.0,Chikkahalli,625767,Gangonahalli,M.K. Doddi PS,12.605504,77.127973,Property Crime,Vehicle Theft,Medium,71,21,Male,ACC415356,31,Female,Yes,Closed,Yes,28
CR002415,2024-08-31 13:57:11,Evening,545,Mysuru,5575,Tirumakudal - Narsipur,219656.0,Kothegala,619410,Kotthegala,Kuvempunagar PS,12.297355,76.644895,Economic Crime,Forgery,Medium,55,52,Female,ACC00323,54,Male,Yes,Charge Sheet Filed,No,24
CR002416,2025-05-28 16:33:47,Morning,631,Bengaluru South,5606,Ramanagara,215615.0,Manchanayakanahalli,626106,Seshagirihalli,Harohalli PS,12.677157,77.463202,Crime Against Women,Domestic Violence,High,7,62,Female,ACC527270,64,Male,Yes,Pending Trial,Yes,17
CR002417,2024-12-15 14:21:22,Night,538,Kalaburagi,7090,Kamalapur,217887.0,Ambalga,619986,Ambalga,Nelogi PS,17.018839,76.361333,Rural Crime,Crop Theft,Medium,49,28,Female,ACC00362,51,Female,No,Closed,No,57
CR002418,2025-01-30 20:22:06,Night,547,Shivamogga,5519,Tirthahalli,220078.0,Konanduru,608080,Halesara,Jayanagara PS,13.94473,75.585616,Economic Crime,Forgery,Medium,49,46,Male,ACC00251,63,Female,Yes,Under Investigation,No,20
CR002419,2026-06-09 15:57:35,Morning,550,Uttara Kannada,5483,Sirsi,220727.0,Huttagaar,603222,Manajavalli,Kumta PS,14.4226,74.411091,Rural Crime,Crop Theft,Medium,63,39,Female,ACC00179,63,Male,Yes,Under Investigation,Yes,46
CR002420,2026-05-23 06:18:22,Morning,548,Tumakuru,5537,Tumakuru,220370.0,Honasigere,611599,Kodihalli,Patanayakanahalli PS,13.877515,76.927239,Property Crime,House Burglary,Medium,8,30,Male,ACC083345,41,Male,Yes,Charge Sheet Filed,Yes,25
CR002421,2024-12-21 12:14:37,Afternoon,534,Dakshina Kannada,5561,Mangaluru,217336.0,Yekkaru,617476,Badagayekkaru,Cyber Crime PS Mangaluru City,12.854086,74.847286,Public Order,Illegal Liquor,Medium,53,19,Male,ACC435605,39,Female,Yes,Closed,No,22
CR002422,2025-03-25 14:30:45,Night,532,Chikkamagaluru,7078,Ajjampura,217001.0,Mugali,609303,Mugali,Jayapura PS,12.102629,76.335508,Crime Against Women,Domestic Violence,High,55,67,Female,ACC725326,40,Male,Yes,Charge Sheet Filed,No,21
CR002423,2026-03-18 18:32:00,Night,527,Belagavi,7100,Kagwad,,Unknown,597286,Shedbal,Yamakanmardi PS,16.145155,74.527624,Cyber Crime,OTP Scam,Medium,47,39,Female,ACC152013,45,Female,Yes,Charge Sheet Filed,No,34
CR002424,2024-11-30 16:10:32,Night,525,Bengaluru Urban,5543,Bengaluru South,,Unknown,938427,Arakere,Cyber Crime Police Station,12.96041,77.571113,Violent Crime,Murder,Critical,72,77,Male,ACC901137,42,Female,Yes,Under Investigation,Yes,11
CR002425,2024-09-15 21:18:47,Evening,532,Chikkamagaluru,5529,Kadur,216883.0,Tangali,609522,Kanagondanahalli,Koppa PS,12.715857,76.952854,Rural Crime,Crop Theft,Medium,87,42,Male,ACC533801,47,Female,Yes,Pending Trial,Yes,60
CR002426,2025-08-13 06:43:42,Morning,527,Belagavi,5439,Khanapur,215947.0,Bekawad,597906,Bekwad,Belgaum South Traffic PS,15.860984,74.503288,Crime Against Women,Domestic Violence,High,52,50,Female,ACC00494,70,Male,Yes,Closed,No,15
CR002427,2024-10-23 10:08:57,Night,543,Koppal,5465,Kushtagi,219150.0,Hirebannigol,601463,Hirebannigol,Gangavathi Traffic PS,15.409476,76.547797,Property Crime,Vehicle Theft,Medium,25,55,Male,ACC487521,51,Female,No,Pending Trial,Yes,50
CR002428,2025-09-22 18:46:11,Morning,528,Ballari,5501,Sandur,273267.0,H.K.Halli,917702,Huchenahalli,Sandur PS,15.08513,76.560681,Rural Crime,Sand Mining,Medium,74,49,Male,ACC591594,55,Male,No,Charge Sheet Filed,No,47
CR002429,2025-10-04 01:40:59,Morning,542,Kolar,5591,Kolar,,Unknown,621791,Kurugal,Andersonpet PS,12.948988,78.256992,Economic Crime,Cheating,Medium,90,62,Female,ACC00046,56,Female,Yes,Under Investigation,No,48
CR002430,2024-08-12 08:27:11,Evening,631,Bengaluru South,5605,Magadi,215554.0,Hanchikuppe,626045,Manchanabele,Ramanagar CEN Crime PS,12.741502,77.282544,Rural Crime,Sand Mining,Medium,33,66,Male,ACC00491,33,Female,No,Charge Sheet Filed,Yes,59
CR002431,2026-06-10 15:36:39,Afternoon,548,Tumakuru,5537,Tumakuru,220374.0,Kesaramadu,611389,Chokkenahalli,Thilak Park PS,13.349531,77.108916,Violent Crime,Murder,Critical,50,28,Female,ACC00431,58,Female,Yes,Closed,Yes,9
CR002432,2026-03-03 00:34:15,Evening,543,Koppal,5466,Gangawati,219093.0,Kesarahatti,601642,Markumbi,Gangavathi Town PS,15.425336,76.512265,Public Order,Rioting,Medium,73,75,Male,ACC018261,66,Female,Yes,Pending Trial,Yes,45
CR002433,2025-07-29 11:24:44,Afternoon,532,Chikkamagaluru,5530,Chikkamagaluru,216801.0,Dasarahalli,609719,Thotadahalli,Koppa PS,12.722386,76.954812,Rural Crime,Crop Theft,Medium,38,18,Male,ACC328073,34,Female,Yes,Charge Sheet Filed,No,24
CR002434,2025-02-22 07:06:15,Morning,542,Kolar,5593,Bangarapet,218821.0,Thoppanahalli,622630,Chinnakamanahalli,Gulpet PS,13.140997,78.141714,Public Order,Rioting,Medium,40,48,Male,ACC850746,59,Female,Yes,Pending Trial,Yes,27
CR002435,2026-02-04 15:55:24,Evening,548,Tumakuru,5539,Tiptur,220343.0,Masavanaghatta,612183,Rayashettyhalli,Amruthur PS,12.904929,76.926171,Economic Crime,Cheating,Medium,78,68,Female,ACC00464,27,Female,No,Closed,Yes,25
CR002436,2025-08-21 22:02:49,Evening,543,Koppal,7091,Kanakagiri,273125.0,Basarihal,601567,Hulsanhatti,Gangavathi Town PS,15.430645,76.537313,Public Order,Illegal Gambling,Medium,76,21,Male,ACC00483,50,Male,Yes,Under Investigation,No,32
CR002437,2026-07-11 04:59:34,Night,542,Kolar,7002,Kolar Gold Field,218798.0,Gatta Madamangala,622695,Lakshmisagara,Kolar Rural PS,13.136181,78.122587,Rural Crime,Crop Theft,Medium,78,54,Female,ACC665834,40,Male,Yes,Pending Trial,No,47
CR002438,2026-06-18 10:03:57,Afternoon,738,Vijayanagara,5510,Harapanahalli,217506.0,Bhagali,606306,Bagali,Sandur PS,15.090871,76.541848,Cyber Crime,Phishing,Medium,82,29,Female,ACC00171,36,Female,No,Closed,No,48
CR002439,2025-08-21 13:07:31,Morning,544,Mandya,5546,Krishnarajpet,219204.0,Aghalaya,613437,Doddasomanahalli,Arakere PS,12.415905,76.819768,Cyber Crime,OTP Scam,Medium,23,40,Male,ACC527340,24,Female,Yes,Closed,No,41
CR002440,2024-12-23 20:05:32,Afternoon,738,Vijayanagara,5502,Kudligi,216214.0,Alooru,605132,Kenchamallanahalli,Tekkalkota PS,15.283669,76.345693,Cyber Crime,OTP Scam,Medium,44,46,Male,ACC451797,32,Male,Yes,Under Investigation,No,52
CR002441,2025-07-04 19:15:21,Evening,524,Bagalkote,5445,Mudhol,215304.0,Mugalkhoda,598551,Mugalkhod,Ilakal Rural PS,15.966435,76.11654,Property Crime,House Burglary,Medium,46,25,Male,ACC465639,68,Male,No,Pending Trial,No,29
CR002442,2025-06-27 11:43:41,Night,524,Bagalkote,5446,Badami,215170.0,Mamtageri,598700,Ugalawat,Teradal PS,16.511125,75.056461,Property Crime,Chain Snatching,Medium,65,60,Female,ACC00428,55,Male,Yes,Closed,Yes,50
CR002443,2024-10-06 16:13:28,Evening,631,Bengaluru South,5605,Magadi,215547.0,Banavadi,625863,Palanahalli,Kanakapura Rural PS,12.570649,77.426198,Crime Against Women,Stalking,High,41,52,Female,ACC506845,36,Male,Yes,Closed,Yes,18
CR002444,2026-05-17 02:25:15,Evening,548,Tumakuru,5533,Sira,220298.0,Gopaladevarahalli,610459,Yaramadanahalli,Tumkur Town PS,13.361763,77.094774,Public Order,Illegal Gambling,Medium,70,32,Female,ACC634330,66,Female,Yes,Closed,Yes,26
CR002445,2026-02-24 21:22:07,Morning,525,Bengaluru Urban,5543,Bengaluru South,215378.0,Chunchanakuppe,612999,Kethohalli Narasimhapura,Hennur PS,13.003438,77.651978,Violent Crime,Attempt to Murder,Critical,58,68,Male,ACC00217,58,Female,Yes,Charge Sheet Filed,No,6
CR002446,2026-04-11 16:02:24,Night,738,Vijayanagara,5498,Hosapete,216200.0,Hampi,604729,Kaddirampura,Kampli PS,15.396313,76.580235,Violent Crime,Robbery,Critical,10,77,Male,ACC696384,57,Male,Yes,Under Investigation,No,13
CR002447,2024-10-29 08:13:36,Late Night,546,Raichur,7101,Maski,219719.0,Maraladinni,600519,Venkatapur,Devadurga PS,16.39946,76.927616,Property Crime,Vehicle Theft,Medium,33,33,Male,ACC772935,70,Male,Yes,Pending Trial,Yes,28
CR002448,2026-05-04 17:27:08,Night,524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598932,Hireyaranakeri,Banahatti PS,16.493804,75.134409,Property Crime,Vehicle Theft,Medium,84,34,Female,ACC00185,54,Female,Yes,Closed,No,50
CR002449,2026-06-17 08:28:53,Evening,527,Belagavi,7105,Nippani,215791.0,Galataga,597165,Bhimapurwadi,Belgaum North Traffic PS,15.862281,74.530806,Violent Crime,Assault,Critical,7,74,Male,ACC176410,21,Female,Yes,Pending Trial,Yes,7
CR002450,2024-10-31 12:03:03,Morning,536,Dharwad,5474,Navalgund,217751.0,Shirakol,602320,Hanashi,Navalgund PS,15.541149,75.350905,Crime Against Women,Sexual Harassment,High,28,37,Female,ACC00313,45,Male,Yes,Charge Sheet Filed,No,23
CR002451,2026-02-15 21:37:41,Afternoon,539,Hassan,5554,Belur,218326.0,Yamasandi,615200,Kudlur,Hirisave PS,12.947095,76.560075,Crime Against Women,Domestic Violence,High,72,51,Female,ACC163702,32,Male,Yes,Under Investigation,No,29
CR002452,2026-03-28 02:56:40,Morning,546,Raichur,5461,Raichur,219778.0,Gillesugur,600869,Karebudur,Mudgal PS,15.999406,76.438466,Rural Crime,Cattle Theft,Medium,81,30,Female,ACC986244,49,Female,Yes,Closed,Yes,35
CR002453,2025-09-23 13:22:28,Afternoon,538,Kalaburagi,7089,Yadrami,273183.0,Karkihalli,620789,Saidapur,Wadi PS,17.039187,76.59009,Crime Against Women,Stalking,High,76,31,Female,ACC440350,49,Female,Yes,Charge Sheet Filed,No,24
CR002454,2024-11-25 20:35:28,Evening,630,Chikkaballapura,5600,Chintamani,218877.0,Upparapet,624575,Upparapete,Nandi Giridhama PS,13.376519,77.68797,Rural Crime,Crop Theft,Medium,25,28,Female,ACC368281,53,Male,Yes,Under Investigation,Yes,46
CR002455,2026-03-03 08:31:00,Late Night,537,Gadag,5468,Nargund,217807.0,Shirol,601886,Kappali,Gadag Town PS,15.410441,75.624608,Property Crime,Vehicle Theft,Medium,70,74,Female,ACC440155,42,Male,No,Pending Trial,No,24
CR002456,2024-08-27 14:38:19,Evening,542,Kolar,5592,Malur,218980.0,Nosagere,622168,Boppanahalli,Kolar CEN Crime PS,13.160145,78.143181,Violent Crime,Assault,Critical,54,75,Female,ACC00076,66,Female,Yes,Closed,Yes,7
CR002457,2025-05-03 21:54:25,Afternoon,545,Mysuru,5570,Hunsur,219475.0,Dharmapura,618493,Halladakoppalu,Siddarthanagar Traffic PS,12.289354,76.687077,Cyber Crime,OTP Scam,Medium,45,38,Female,ACC00496,21,Female,Yes,Pending Trial,Yes,45
CR002458,2024-12-28 05:23:21,Evening,539,Hassan,5559,Hole Narsipur,218421.0,Kodihalli,616870,Marasettihalli,Hallymysore PS,12.654027,76.240347,Cyber Crime,Phishing,Medium,40,56,Female,ACC933314,50,Male,Yes,Charge Sheet Filed,No,38
CR002459,2024-09-29 09:29:10,Evening,540,Haveri,5494,Hirekerur,218558.0,Chikkerur,604374,Jyavalli,Haveri Traffic PS,14.78625,75.399683,Cyber Crime,UPI Fraud,Medium,13,49,Female,ACC641154,33,Female,Yes,Under Investigation,No,41
CR002460,2025-12-06 03:44:12,Evening,542,Kolar,5592,Malur,218971.0,Hulimangala Hosakote (H.Hosakote),622230,Barugur,BEML Nagar PS,12.978945,78.245836,Violent Crime,Murder,Critical,5,53,Male,ACC442935,54,Female,Yes,Charge Sheet Filed,No,14
CR002461,2025-11-13 10:52:36,Night,546,Raichur,5463,Sindhnur,219822.0,Mukkunda,601229,Singapur,Manvi PS,16.006526,77.035283,Property Crime,Vehicle Theft,Medium,23,64,Male,ACC00016,53,Male,Yes,Closed,Yes,21
CR002462,2026-03-15 16:31:06,Night,536,Dharwad,5476,Kalghatgi,217706.0,Muttagi,602449,Muttagi,Ghantikeri PS,15.354989,75.142328,Economic Crime,Financial Fraud,Medium,49,60,Female,ACC00478,31,Female,Yes,Charge Sheet Filed,Yes,39
CR002463,2024-10-29 06:51:54,Night,548,Tumakuru,5541,Kunigal,220212.0,Utharidurga,612555,Kathrigatta,Tiptur Rural PS,13.163681,76.257307,Public Order,Illegal Gambling,Medium,19,64,Male,ACC00390,44,Male,Yes,Under Investigation,No,22
CR002464,2024-11-06 22:51:58,Night,550,Uttara Kannada,5483,Sirsi,220730.0,Janmane,603181,Balavalli,Mundgod PS,14.607698,74.821194,Public Order,Rioting,Medium,30,21,Male,ACC00082,61,Male,Yes,Under Investigation,Yes,56
CR002465,2025-01-16 12:08:50,Morning,547,Shivamogga,5520,Shivamogga,272952.0,Bedara Hosahalli,608448,Bullapura,Bhadravathi New Town PS,13.841045,75.683155,Rural Crime,Sand Mining,Medium,10,46,Female,ACC862985,59,Female,Yes,Closed,Yes,36
CR002466,2025-09-22 09:31:15,Evening,548,Tumakuru,5535,Madhugiri,220232.0,Garani,610885,Srinivasapura,Huliyar PS,13.598945,76.526808,Violent Crime,Assault,Critical,68,28,Male,ACC00139,55,Female,Yes,Charge Sheet Filed,Yes,10
CR002467,2025-02-03 05:47:59,Evening,540,Haveri,5489,Shiggaon,218651.0,Hosur,603905,Basavanakoppa,Kumarapattanam PS,14.503051,75.773958,Public Order,Illegal Liquor,Medium,26,57,Female,ACC00091,27,Male,Yes,Closed,Yes,48
CR002468,2026-04-02 21:05:57,Night,534,Dakshina Kannada,7104,Kadaba,217361.0,Mardhala,617729,102 Nekkilady,Sullia PS,12.576438,75.37488,Cyber Crime,UPI Fraud,Medium,7,59,Female,ACC00297,68,Male,No,Closed,No,30
CR002469,2026-04-08 18:56:50,Morning,544,Mandya,5547,Nagamangala,219380.0,Devihalli,613716,Maradevanahalli,Bellur PS,12.983285,76.731343,Cyber Crime,UPI Fraud,Medium,65,24,Female,ACC890311,35,Male,Yes,Under Investigation,Yes,46
CR002470,2026-06-05 21:53:22,Night,532,Chikkamagaluru,5529,Kadur,216839.0,Balliganur,609362,B.Kodihalli,Koppa PS,12.689933,76.951291,Crime Against Women,Domestic Violence,High,50,25,Female,ACC687710,70,Male,Yes,Pending Trial,Yes,15
CR002471,2026-01-08 07:01:03,Morning,541,Kodagu,7124,Kushalnagar,218694.0,Chettalli,617967,Cherala Srimangala,Madikeri Town PS,12.410589,75.743182,Crime Against Women,Stalking,High,55,25,Female,ACC377934,42,Female,Yes,Closed,No,14
CR002472,2026-05-07 07:28:37,Afternoon,550,Uttara Kannada,5483,Sirsi,220731.0,Kangod,603240,Kangod,Murudeshwar PS,14.081549,74.482646,Economic Crime,Cheating,Medium,8,39,Male,ACC00479,28,Male,Yes,Under Investigation,No,51
CR002473,2026-04-16 10:26:22,Afternoon,537,Gadag,5468,Nargund,217805.0,Konnur,601884,Konnur,Gadag CEN Crime PS,15.418779,75.620781,Economic Crime,Financial Fraud,Medium,78,39,Female,ACC00476,24,Male,Yes,Pending Trial,No,21
CR002474,2026-06-29 18:37:00,Evening,543,Koppal,5465,Kushtagi,219156.0,Kabbaragi,601429,Sebankatti,Koppal Town PS,15.341566,76.1581,Economic Crime,Cheating,Medium,49,26,Female,ACC595865,27,Female,Yes,Closed,No,56
CR002475,2025-04-12 20:55:36,Night,537,Gadag,5470,Gadag,217762.0,Beladhadi,602044,Kabalayata Katti,Gadag Town PS,15.418522,75.649073,Rural Crime,Crop Theft,Medium,78,29,Male,ACC303853,38,Male,Yes,Under Investigation,No,41
CR002476,2026-03-27 21:35:21,Afternoon,539,Hassan,5554,Belur,218305.0,Hanike,615216,Honnenahalli,Alur PS,12.972309,75.997087,Rural Crime,Crop Theft,Medium,15,79,Male,ACC809887,69,Male,Yes,Under Investigation,No,47
CR002477,2026-07-16 15:40:29,Evening,538,Kalaburagi,5582,Kalaburagi,218022.0,Sannur,620250,Kalbenur,Kamalapur PS,15.301044,76.490945,Public Order,Illegal Liquor,Medium,59,58,Female,ACC00126,20,Male,Yes,Closed,No,42
CR002478,2025-09-07 01:53:00,Evening,539,Hassan,5559,Hole Narsipur,218428.0,Niduvani,616964,Motanayakanahalli,Hirisave PS,12.949644,76.537766,Rural Crime,Cattle Theft,Medium,75,77,Female,ACC853979,51,Female,Yes,Closed,No,48
CR002479,2026-04-18 22:02:49,Evening,539,Hassan,5557,Alur,218207.0,Kadalu,616454,Kadalu,Belur PS,13.162994,75.886397,Cyber Crime,UPI Fraud,Medium,43,73,Female,ACC00408,67,Male,Yes,Under Investigation,Yes,36
CR002480,2024-08-02 19:23:34,Morning,524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598608,Chawadapur,Bagalkot Women PS,16.124999,75.645396,Violent Crime,Attempt to Murder,Critical,35,65,Male,ACC00431,62,Female,Yes,Closed,No,12
CR002481,2024-11-13 17:39:57,Morning,543,Koppal,5465,Kushtagi,219151.0,Hiregonnagar,601415,Mugnoor,Hanumasagar PS,15.86126,76.041996,Cyber Crime,UPI Fraud,Medium,8,22,Male,ACC434659,37,Female,Yes,Pending Trial,Yes,53
CR002482,2024-10-05 14:36:04,Morning,548,Tumakuru,5538,Gubbi,220133.0,Doddagunni,611782,Rajanapanche,Tumkur Rural PS,13.344696,77.120503,Cyber Crime,Phishing,Medium,16,72,Female,ACC00164,63,Male,Yes,Closed,Yes,35
CR002483,2025-03-09 22:26:17,Afternoon,549,Udupi,5522,Kundapura,220493.0,Shankaranarayana,608716,Shankaranarayana,Hebri PS,13.440292,74.999455,Public Order,Illegal Liquor,Medium,94,77,Male,ACC340225,24,Male,Yes,Pending Trial,No,36
CR002484,2026-01-19 14:43:21,Afternoon,536,Dharwad,5476,Kalghatgi,217688.0,Beeravalli,602508,Beeravalli,Kundagol PS,15.26001,75.245994,Rural Crime,Crop Theft,Medium,19,38,Male,ACC00066,21,Male,No,Closed,Yes,56
CR002485,2025-04-15 08:26:13,Evening,535,Davanagere,5512,Davanagere,217490.0,Kukkavada,606689,Honnamaradi,Basavanagara PS,14.488549,75.929299,Property Crime,House Burglary,Medium,72,52,Male,ACC00206,65,Female,Yes,Closed,No,60
CR002486,2026-07-07 12:16:54,Afternoon,528,Ballari,5499,Siruguppa,216282.0,Kududarahal,604796,Kududarahal,APMC Yard PS,15.13524,76.904387,Crime Against Women,Domestic Violence,High,78,31,Female,ACC663365,65,Female,Yes,Charge Sheet Filed,No,30
