village_id,gp_id,gp_name
605869,217164,Hunuvinadu
605870,217164,Hunuvinadu
605871,217164,Hunuvinadu
605872,217171,Kellodu
605873,217171,Kellodu
605874,217154,Bokikere
605875,217154,Bokikere
605876,217179,Sanihalli
605877,217179,Sanihalli
605878,217179,Sanihalli
605879,217179,Sanihalli
605880,217179,Sanihalli
605881,217179,Sanihalli
605882,217169,Kanguvalli
605883,217154,Bokikere
605884,217171,Kellodu
605885,217171,Kellodu
605886,217171,Kellodu
605887,217171,Kellodu
605888,217171,Kellodu
605889,217171,Kellodu
605890,217171,Kellodu
605891,217154,Bokikere
605892,217169,Kanguvalli
605893,217169,Kanguvalli
605894,217169,Kanguvalli
605895,217169,Kanguvalli
605896,217169,Kanguvalli
605897,217169,Kanguvalli
605898,217169,Kanguvalli
605899,217169,Kanguvalli
605900,217169,Kanguvalli
605901,217171,Kellodu
605902,217171,Kellodu
605903,217171,Kellodu
605904,217171,Kellodu
605905,217158,Doddagatta
605906,217158,Doddagatta
605907,217158,Doddagatta
605908,217158,Doddagatta
605909,217158,Doddagatta
605910,217165,Jankal
605912,217159,Doddakittadahalli
605913,217159,Doddakittadahalli
605914,217159,Doddakittadahalli
605915,217159,Doddakittadahalli
605916,217159,Doddakittadahalli
605917,217159,Doddakittadahalli
605918,217173,Lakkihalli
605919,217174,Madadakere
605920,217174,Madadakere
605921,217165,Jankal
605922,217150,Attimagge
605923,217156,Devapura
605924,217156,Devapura
605925,217165,Jankal
605926,217158,Doddagatta
605927,217158,Doddagatta
605928,217158,Doddagatta
605929,217156,Devapura
605930,217156,Devapura
605931,217156,Devapura
605932,217156,Devapura
605933,217150,Attimagge
605934,217150,Attimagge
605935,217174,Madadakere
605936,217150,Attimagge
605937,217150,Attimagge
605938,217174,Madadakere
605939,217150,Attimagge
605940,217173,Lakkihalli
605941,217173,Lakkihalli
605942,217173,Lakkihalli
605943,217152,Ballalasamudra
605944,217152,Ballalasamudra
605945,217152,Ballalasamudra
605946,217152,Ballalasamudra
605947,217152,Ballalasamudra
605948,217152,Ballalasamudra
605949,217152,Ballalasamudra
605950,217152,Ballalasamudra
605951,217167,Kainadu
605952,217167,Kainadu
605953,217166,Kabbala
605954,217166,Kabbala
605955,217166,Kabbala
605956,217166,Kabbala
605957,217153,Belaguru
605958,217181,Thandaga
605959,217166,Kabbala
605960,217166,Kabbala
605961,217181,Thandaga
605962,217166,Kabbala
605963,217167,Kainadu
605964,217167,Kainadu
605965,217167,Kainadu
605966,217167,Kainadu
605967,217167,Kainadu
605968,217167,Kainadu
605969,217167,Kainadu
605970,217167,Kainadu
605971,217178,S Nerlakere
605972,217178,S Nerlakere
605973,217163,Heggere
605974,217163,Heggere
605975,217178,S Nerlakere
605976,217178,S Nerlakere
605977,217178,S Nerlakere
605978,217178,S Nerlakere
605979,217178,S Nerlakere
605980,217178,S Nerlakere
605981,217172,Kurubarahalli
605982,217181,Thandaga
605983,217181,Thandaga
605984,217181,Thandaga
605985,217181,Thandaga
605986,217153,Belaguru
605987,217153,Belaguru
605988,217153,Belaguru
605989,217181,Thandaga
605990,217172,Kurubarahalli
605991,217172,Kurubarahalli
605992,217172,Kurubarahalli
605993,217172,Kurubarahalli
605994,217172,Kurubarahalli
605995,217163,Heggere
605996,217172,Kurubarahalli
605997,217163,Heggere
605998,217180,Srirampura
605999,217180,Srirampura
606000,217163,Heggere
606001,217180,Srirampura
606002,217178,S Nerlakere
606003,217170,Karehalli
606004,217171,Kellodu
606005,217170,Karehalli
606006,217170,Karehalli
606007,217170,Karehalli
606008,217170,Karehalli
606009,217170,Karehalli
606010,217170,Karehalli
606011,217170,Karehalli
606012,217177,Mathodu
606013,217177,Mathodu
606014,217177,Mathodu
606015,217161,Guddadanerlakere
606016,217161,Guddadanerlakere
606017,217161,Guddadanerlakere
606018,217161,Guddadanerlakere
606019,217161,Guddadanerlakere
606020,217161,Guddadanerlakere
606021,217161,Guddadanerlakere
606022,217168,Kanchipura
606023,217168,Kanchipura
606024,217161,Guddadanerlakere
606025,217161,Guddadanerlakere
606026,217177,Mathodu
606027,217168,Kanchipura
606028,217170,Karehalli
606029,217160,Doddathekalavatti
606030,217160,Doddathekalavatti
606031,217160,Doddathekalavatti
606032,217160,Doddathekalavatti
606033,217160,Doddathekalavatti
606034,217160,Doddathekalavatti
606035,217168,Kanchipura
606036,217168,Kanchipura
606037,217168,Kanchipura
606038,217155,Chikkabyladakere
606039,217168,Kanchipura
606040,217168,Kanchipura
606041,217168,Kanchipura
606042,217168,Kanchipura
606043,217155,Chikkabyladakere
606044,217155,Chikkabyladakere
606045,217155,Chikkabyladakere
606046,217091,Buruginarolppa
606047,217091,Buruginarolppa
606048,217091,Buruginarolppa
606049,217109,Maradihally
606050,217108,M.D.Kote
606051,217108,M.D.Kote
606052,217108,M.D.Kote
606053,217108,M.D.Kote
606054,217108,M.D.Kote
606055,217119,Yeraballi
606056,217119,Yeraballi
606057,217119,Yeraballi
606058,217108,M.D.Kote
606059,217109,Maradihally
606060,217101,Imangala
606061,217101,Imangala
606062,217101,Imangala
606063,217101,Imangala
606064,217101,Imangala
606065,217115,Suragondanahally
606066,217111,Metikurke
606067,217111,Metikurke
606068,217111,Metikurke
606069,217098,Harthikote
606070,217098,Harthikote
606071,217119,Yeraballi
606072,217119,Yeraballi
606073,217098,Harthikote
606074,217098,Harthikote
606075,217095,Gananaikanahally
606076,217111,Metikurke
606077,217115,Suragondanahally
606078,217115,Suragondanahally
606079,217115,Suragondanahally
606080,217115,Suragondanahally
606081,217115,Suragondanahally
606082,217115,Suragondanahally
606083,217111,Metikurke
606084,217111,Metikurke
606085,217095,Gananaikanahally
606086,217095,Gananaikanahally
606087,217095,Gananaikanahally
606088,217114,Rangenahally
606089,217114,Rangenahally
606090,217114,Rangenahally
606091,217088,Abbenahole
606092,217114,Rangenahally
606093,217114,Rangenahally
606094,217114,Rangenahally
606095,272697,Byadarahalli
606096,272697,Byadarahalli
606097,217088,Abbenahole
606098,217088,Abbenahole
606099,217088,Abbenahole
606100,217088,Abbenahole
606101,217097,Hariyebbe
606102,217097,Hariyebbe
606103,217104,Kanajanahalli
606104,217106,Khandenahally
606105,217106,Khandenahally
606106,217112,P.D.Kote
606107,217112,P.D.Kote
606108,217092,Dharampura
606109,217092,Dharampura
606110,217097,Hariyebbe
606111,217097,Hariyebbe
606112,217097,Hariyebbe
606113,217088,Abbenahole
606114,217094,Eshwaragere
606115,217088,Abbenahole
606116,272697,Byadarahalli
606117,217094,Eshwaragere
606118,217094,Eshwaragere
606119,217092,Dharampura
606120,217092,Dharampura
606121,217112,P.D.Kote
606122,217100,Ikkanur
606123,217100,Ikkanur
606124,217100,Ikkanur
606125,217100,Ikkanur
606126,217100,Ikkanur
606127,217100,Ikkanur
606128,217100,Ikkanur
606129,217100,Ikkanur
606130,217117,V.V.Pura
606131,217107,Kunikere
606132,217107,Kunikere
606133,217107,Kunikere
606134,217107,Kunikere
606135,217090,Babbur
606136,217090,Babbur
606137,217110,Maskal
606138,217099,Hosayelanadu
606139,217090,Babbur
606140,217090,Babbur
606141,217107,Kunikere
606142,217107,Kunikere
606143,217107,Kunikere
606144,217117,V.V.Pura
606145,217117,V.V.Pura
606146,217117,V.V.Pura
606147,217117,V.V.Pura
606148,217116,Uduvally
606149,217116,Uduvally
606150,217116,Uduvally
606151,217116,Uduvally
606152,217116,Uduvally
606153,217116,Uduvally
606154,217116,Uduvally
606155,217116,Uduvally
606156,217116,Uduvally
606157,217116,Uduvally
606158,217089,Adivala
606159,217099,Hosayelanadu
606160,217099,Hosayelanadu
606161,217089,Adivala
606162,217103,K R Hally
606163,217103,K R Hally
606164,217099,Hosayelanadu
606165,217094,Eshwaragere
606166,217113,Ranganathapura
606167,217113,Ranganathapura
606168,217113,Ranganathapura
606169,217113,Ranganathapura
606170,217103,K R Hally
606171,217103,K R Hally
606172,217103,K R Hally
606173,217096,Gowdanahally
606174,217096,Gowdanahally
606175,217103,K R Hally
606176,217089,Adivala
606177,217089,Adivala
606178,217096,Gowdanahally
606179,217096,Gowdanahally
606180,217116,Uduvally
606181,217096,Gowdanahally
606182,217096,Gowdanahally
606183,217093,Dindavara
606184,217096,Gowdanahally
606185,217102,Javanagondanahally
606186,217102,Javanagondanahally
606187,217102,Javanagondanahally
606188,217105,Kariyala
606189,217105,Kariyala
606190,217093,Dindavara
606191,217093,Dindavara
606192,217118,Yelladakere
606193,217118,Yelladakere
606194,217118,Yelladakere
606195,217118,Yelladakere
606196,217118,Yelladakere
606197,217118,Yelladakere
606198,217118,Yelladakere
606199,217093,Dindavara
606200,217093,Dindavara
606201,217093,Dindavara
606202,217093,Dindavara
606203,217093,Dindavara
606204,217561,Yelehole
606205,217561,Yelehole
606206,217555,Nandigavi
606207,217555,Nandigavi
606208,217555,Nandigavi
606209,217555,Nandigavi
606210,217560,Yelavatti
606211,217546,Holesirigere
606212,217561,Yelehole
606213,273038,Ukkadagathri
606214,217561,Yelehole
606215,217549,Kadaranayakanahalli
606216,217559,Vasana
606218,273038,Ukkadagathri
606219,217549,Kadaranayakanahalli
606220,217560,Yelavatti
606221,217547,Jigali
606222,217550,Kokkanur
606223,217550,Kokkanur
606224,217550,Kokkanur
606225,217559,Vasana
606226,273038,Ukkadagathri
606227,217550,Kokkanur
606228,217550,Kokkanur
606229,217550,Kokkanur
606230,217547,Jigali
606231,217547,Jigali
606232,217552,Kumbalur
606233,217553,Kunibelekere
606234,217553,Kunibelekere
606235,217540,Devarabelakere
606236,217540,Devarabelakere
606237,217552,Kumbalur
606239,217542,Halivana
606240,217542,Halivana
606241,217542,Halivana
606242,217542,Halivana
606243,217542,Halivana
606244,217544,Haralahalli
606245,217544,Haralahalli
606246,217544,Haralahalli
606247,217544,Haralahalli
606248,217544,Haralahalli
606249,217556,Rajanahalli
606250,217556,Rajanahalli
606251,217556,Rajanahalli
606252,217543,Hanagavadi
606253,217556,Rajanahalli
606254,217556,Rajanahalli
606255,217538,Banuvalli
606256,217538,Banuvalli
606257,217560,Yelavatti
606258,217539,Belludi
606259,217539,Belludi
606260,217539,Belludi
606261,217543,Hanagavadi
606262,217543,Hanagavadi
606265,217558,Sarati
606266,217558,Sarati
606267,217558,Sarati
606268,217558,Sarati
606269,217551,Kondajji
606270,217551,Kondajji
606271,217558,Sarati
606272,217551,Kondajji
606273,217551,Kondajji
606274,217551,Kondajji
606275,217551,Kondajji
606277,217558,Sarati
606278,217543,Hanagavadi
606279,217543,Hanagavadi
606280,217537,Bannikodu
606281,217537,Bannikodu
606282,217548,K Bevenahalli
606283,217548,K Bevenahalli
606284,217548,K Bevenahalli
606285,217540,Devarabelakere
606286,217557,Salkatte
606287,217557,Salkatte
606291,217513,Harakanahall
606292,217513,Harakanahall
606293,217513,Harakanahall
606294,217513,Harakanahall
606295,217513,Harakanahall
606296,217522,Madligere
606297,217535,Togarikatte
606298,217535,Togarikatte
606299,217526,Neelagunda
606300,217526,Neelagunda
606301,217526,Neelagunda
606302,217535,Togarikatte
606303,217520,Koolahalli
606304,217520,Koolahalli
606305,217506,Bhagali
606306,217506,Bhagali
606307,217506,Bhagali
606308,217506,Bhagali
606309,217502,Adavihalli
606310,217502,Adavihalli
606311,217525,Nandibehuru
606312,217525,Nandibehuru
606313,217525,Nandibehuru
606314,217524,Mydur
606315,217508,Chigateri
606316,217524,Mydur
606317,217505,Bennehalli
606318,217505,Bennehalli
606319,217505,Bennehalli
606320,217505,Bennehalli
606321,217527,Nichchvvanahalli
606322,217511,Gundagatti
606323,217527,Nichchvvanahalli
606324,217518,Kadabagere
606325,217518,Kadabagere
606326,217518,Kadabagere
606327,217531,Sasvihalli
606328,217523,Mathihalli
606329,217523,Mathihalli
606330,217531,Sasvihalli
606331,217521,Kunachur
606332,217517,K.Kallahalli
606333,217517,K.Kallahalli
606334,217521,Kunachur
606335,217512,Halavagalu
606336,217528,Nittur
606337,217528,Nittur
606338,217528,Nittur
606339,272699,Kadathi
606340,217528,Nittur
606341,217509,Chirasthahalli
606342,217509,Chirasthahalli
606343,217509,Chirasthahalli
606344,217526,Neelagunda
606345,217511,Gundagatti
606346,217536,Yadihalli
606347,217536,Yadihalli
606348,217533,Teligi
606349,217510,Duggavathi
606350,217530,Ragimasalawada
606351,217530,Ragimasalawada
606352,217534,Thouduru
606353,217534,Thouduru
606354,217504,Arasikeri
606355,217504,Arasikeri
606356,217515,Hosakote
606357,217515,Hosakote
606358,217503,Anajigere
606359,217503,Anajigere
606360,217529,Punabhagatta
606361,217529,Punabhagatta
606362,217519,Kanchikeri
606363,217519,Kanchikeri
606364,217532,Shingrihalli
606365,272701,Lakshmipura
606366,272701,Lakshmipura
606367,217514,Hiremagalagere
606368,217516,Huchhangidurga
606369,217507,Chatnihalli
606370,217507,Chatnihalli
606371,217611,Basavanakote
606372,217611,Basavanakote
606373,217618,Gurusiddapura
606374,217618,Gurusiddapura
606375,217618,Gurusiddapura
606376,217611,Basavanakote
606377,217616,Diddige
606378,217616,Diddige
606379,217611,Basavanakote
606380,217611,Basavanakote
606381,217611,Basavanakote
606382,217629,Sokke
606383,217629,Sokke
606384,217629,Sokke
606385,217629,Sokke
606386,217618,Gurusiddapura
606387,217623,Hosakere
606388,217613,Bilichodu
606389,217623,Hosakere
606390,217623,Hosakere
606391,217623,Hosakere
606392,217623,Hosakere
606393,217623,Hosakere
606394,217618,Gurusiddapura
606395,217618,Gurusiddapura
606396,217625,Kechhenahalli
606397,217625,Kechhenahalli
606398,217625,Kechhenahalli
606399,217623,Hosakere
606400,217626,Kyasenahalli
606401,217626,Kyasenahalli
606402,217623,Hosakere
606403,217626,Kyasenahalli
606404,217615,Devikere
606405,217623,Hosakere
606406,217626,Kyasenahalli
606407,217626,Kyasenahalli
606408,217626,Kyasenahalli
606409,217626,Kyasenahalli
606410,217609,Anabur
606411,217609,Anabur
606412,217626,Kyasenahalli
606413,217626,Kyasenahalli
606414,217626,Kyasenahalli
606415,217626,Kyasenahalli
606416,217621,Hanumanthapura
606417,217625,Kechhenahalli
606418,217625,Kechhenahalli
606419,217625,Kechhenahalli
606420,217625,Kechhenahalli
606421,217625,Kechhenahalli
606422,217616,Diddige
606423,217616,Diddige
606424,217616,Diddige
606425,217616,Diddige
606426,217628,Pallagatte
606427,217628,Pallagatte
606428,217628,Pallagatte
606429,217616,Diddige
606430,217610,Asagodu
606431,217610,Asagodu
606432,217610,Asagodu
606433,217610,Asagodu
606434,217610,Asagodu
606435,217628,Pallagatte
606436,217628,Pallagatte
606437,217615,Devikere
606438,217615,Devikere
606439,217628,Pallagatte
606440,217628,Pallagatte
606441,217628,Pallagatte
606442,217610,Asagodu
606443,217610,Asagodu
606444,217613,Bilichodu
606445,217613,Bilichodu
606446,217613,Bilichodu
606448,217615,Devikere
606449,217615,Devikere
606450,217615,Devikere
606451,217615,Devikere
606452,217615,Devikere
606453,217615,Devikere
606454,217615,Devikere
606455,217615,Devikere
606456,217615,Devikere
606457,217614,Bistuvalli
606458,217614,Bistuvalli
606459,217614,Bistuvalli
606460,217614,Bistuvalli
606461,217614,Bistuvalli
606462,217614,Bistuvalli
606463,217619,Guttidurga
606464,217615,Devikere
606465,217615,Devikere
606466,217619,Guttidurga
606467,217615,Devikere
606468,217620,Halekallu
606469,217613,Bilichodu
606470,217620,Halekallu
606471,217620,Halekallu
606473,217620,Halekallu
606474,217620,Halekallu
606475,217620,Halekallu
606476,217620,Halekallu
606477,217619,Guttidurga
606478,217619,Guttidurga
606479,217619,Guttidurga
606480,217619,Guttidurga
606481,217619,Guttidurga
606482,217619,Guttidurga
606483,217621,Hanumanthapura
606484,217621,Hanumanthapura
606485,217621,Hanumanthapura
606486,217609,Anabur
606487,217609,Anabur
606488,217609,Anabur
606489,217609,Anabur
606490,217609,Anabur
606491,217621,Hanumanthapura
606492,217621,Hanumanthapura
606493,217621,Hanumanthapura
606494,217621,Hanumanthapura
606495,217609,Anabur
606496,217609,Anabur
606497,217609,Anabur
606499,217609,Anabur
606500,217622,Hiremallanahole
606501,217622,Hiremallanahole
606502,217622,Hiremallanahole
606503,217622,Hiremallanahole
606504,217622,Hiremallanahole
606505,217622,Hiremallanahole
606506,217622,Hiremallanahole
606507,217622,Hiremallanahole
606508,217622,Hiremallanahole
606509,217622,Hiremallanahole
606510,217622,Hiremallanahole
606511,217617,Donnehalli
606512,217617,Donnehalli
606513,217627,Mustur
606514,217627,Mustur
606515,217627,Mustur
606516,217617,Donnehalli
606517,217617,Donnehalli
606518,217617,Donnehalli
606519,217630,Thoranagatte
606520,217614,Bistuvalli
606521,217614,Bistuvalli
606522,217614,Bistuvalli
606523,217614,Bistuvalli
606524,217612,Biderakere
606525,217612,Biderakere
606526,217612,Biderakere
606527,217612,Biderakere
606528,217630,Thoranagatte
606529,217630,Thoranagatte
606530,217630,Thoranagatte
606531,217630,Thoranagatte
606532,217624,Kalledevarapura
606533,217630,Thoranagatte
606534,217630,Thoranagatte
606535,217617,Donnehalli
606536,217617,Donnehalli
606537,217624,Kalledevarapura
606538,217624,Kalledevarapura
606539,217624,Kalledevarapura
606540,217624,Kalledevarapura
606541,217624,Kalledevarapura
606542,217481,Iguru
606543,272698,Halebathi
606544,272698,Halebathi
606545,217472,Doddabati
606546,217467,Avaragolla
606547,217485,Kakkaragolla
606548,217485,Kakkaragolla
606549,217483,Kadlebalu
606550,217483,Kadlebalu
606551,217483,Kadlebalu
606552,217467,Avaragolla
606553,217467,Avaragolla
606554,217467,Avaragolla
606555,217483,Kadlebalu
606556,217482,Kadajji
606557,217471,Beturu
606558,217482,Kadajji
606559,217462,Aluru
606560,217482,Kadajji
606561,217469,Basavanalu
606562,217469,Basavanalu
606563,217469,Basavanalu
606564,217500,Shiramagondanahally
606565,217500,Shiramagondanahally
606566,217496,Mudahadadi
606567,217496,Mudahadadi
606568,217496,Mudahadadi
606569,217470,Belavanuru
606570,217475,Hadadi
606571,217475,Hadadi
606572,217475,Hadadi
606573,217486,Kanagondanahalli
606574,217486,Kanagondanahalli
606575,217486,Kanagondanahalli
606576,217486,Kanagondanahalli
606577,217486,Kanagondanahalli
606578,217486,Kanagondanahalli
606579,217490,Kukkavada
606580,217490,Kukkavada
606581,217484,Kaidale
606582,217484,Kaidale
606583,217484,Kaidale
606584,217470,Belavanuru
606585,217470,Belavanuru
606586,217463,Anagodu
606587,217473,Gopnalu
606588,217480,Hunnuru
606589,217481,Iguru
606590,217481,Iguru
606591,217469,Basavanalu
606592,217481,Iguru
606593,217481,Iguru
606594,272700,Sriramanagara
606595,217462,Aluru
606596,217464,Anaji
606597,217464,Anaji
606598,217464,Anaji
606599,217477,Hemmanabetur
606600,217477,Hemmanabetur
606601,217477,Hemmanabetur
606602,217477,Hemmanabetur
606603,217477,Hemmanabetur
606604,217479,Hulikatte
606605,217479,Hulikatte
606606,217464,Anaji
606607,217488,Kandavakovi
606608,217481,Iguru
606609,217481,Iguru
606610,217481,Iguru
606611,217480,Hunnuru
606612,217480,Hunnuru
606613,217501,Tolahunase
606614,217501,Tolahunase
606615,217491,Kurki
606616,217491,Kurki
606617,217501,Tolahunase
606618,217480,Hunnuru
606619,217480,Hunnuru
606620,217491,Kurki
606621,217463,Anagodu
606622,217463,Anagodu
606623,217488,Kandavakovi
606624,217472,Doddabati
606625,217488,Kandavakovi
606626,217474,Gudalu
606627,217488,Kandavakovi
606628,217488,Kandavakovi
606629,217463,Anagodu
606630,217463,Anagodu
606631,217498,Nerlige
606632,217498,Nerlige
606633,217498,Nerlige
606634,217476,Hebbalu
606635,217474,Gudalu
606636,217488,Kandavakovi
606637,217488,Kandavakovi
606638,217474,Gudalu
606639,217474,Gudalu
606640,217476,Hebbalu
606641,217476,Hebbalu
606642,217476,Hebbalu
606643,217476,Hebbalu
606644,217476,Hebbalu
606645,217476,Hebbalu
606646,217476,Hebbalu
606647,217498,Nerlige
606648,217497,Naraganahalli
606649,217497,Naraganahalli
606650,217497,Naraganahalli
606651,217497,Naraganahalli
606652,217497,Naraganahalli
606653,217473,Gopnalu
606654,217484,Kaidale
606655,217484,Kaidale
606656,217473,Gopnalu
606657,217491,Kurki
606658,217491,Kurki
606659,217491,Kurki
606660,217478,Huchchavanahally
606661,217498,Nerlige
606662,217489,Kudaganuru
606663,217498,Nerlige
606664,217489,Kudaganuru
606665,217497,Naraganahalli
606666,217489,Kudaganuru
606667,217489,Kudaganuru
606668,217489,Kudaganuru
606669,217491,Kurki
606670,217478,Huchchavanahally
606671,217478,Huchchavanahally
606672,217478,Huchchavanahally
606673,217478,Huchchavanahally
606674,217478,Huchchavanahally
606675,217478,Huchchavanahally
606676,217478,Huchchavanahally
606677,217495,Mayakonda
606678,217465,Anberu
606679,217466,Attigere
606680,217466,Attigere
606681,217489,Kudaganuru
606682,217466,Attigere
606683,217466,Attigere
606684,217466,Attigere
606685,217493,Malalkere
606686,217492,Lokikere
606687,217484,Kaidale
606688,217492,Lokikere
606689,217490,Kukkavada
606690,217494,Matthi
606691,217494,Matthi
606692,217494,Matthi
606693,217499,Shaygale
606694,217499,Shaygale
606695,217487,Kandagallu
606696,217499,Shaygale
606697,217493,Malalkere
606698,217468,Bada
606699,217468,Bada
606700,217468,Bada
606701,217468,Bada
606702,217465,Anberu
606703,217465,Anberu
606704,217465,Anberu
606705,217465,Anberu
606706,217465,Anberu
606707,217478,Huchchavanahally
606708,217577,Guddehalli
606709,217577,Guddehalli
606710,217577,Guddehalli
606711,217577,Guddehalli
606712,217577,Guddehalli
606713,217566,Belagutti
606714,217566,Belagutti
606715,217573,Chinnikatte
606716,217573,Chinnikatte
606717,217573,Chinnikatte
606718,217573,Chinnikatte
606719,217573,Chinnikatte
606720,217573,Chinnikatte
606721,217573,Chinnikatte
606722,217573,Chinnikatte
606723,217573,Chinnikatte
606724,217573,Chinnikatte
606725,217573,Chinnikatte
606726,217573,Chinnikatte
606727,217566,Belagutti
606728,217608,Yaraganahal
606729,217608,Yaraganahal
606730,217602,Savalanga
606731,217602,Savalanga
606732,217602,Savalanga
606733,217602,Savalanga
606734,217608,Yaraganahal
606735,217603,Surahonne
606737,217574,Ganganakote
606738,217574,Ganganakote
606739,217594,Kunkova
606740,217594,Kunkova
606741,217599,Palavanahalli
606742,217603,Surahonne
606743,217602,Savalanga
606744,217602,Savalanga
606745,217570,Chatnihalli
606746,217570,Chatnihalli
606747,217570,Chatnihalli
606748,217599,Palavanahalli
606749,217599,Palavanahalli
606750,217599,Palavanahalli
606751,217599,Palavanahalli
606752,217594,Kunkova
606753,217594,Kunkova
606754,217594,Kunkova
606755,217606,Vaderahathuru
606756,217606,Vaderahathuru
606757,217606,Vaderahathuru
606758,217587,Kathige
606759,217587,Kathige
606760,217604,Suraturu
606761,217604,Suraturu
606762,217588,Kenchikoppa
606763,217588,Kenchikoppa
606764,217574,Ganganakote
606765,217565,Basavanahalli
606766,217562,Arabhagatta
606767,217604,Suraturu
606768,217579,H.Kadadakatte
606769,217578,H.Gopagundanahalli
606770,217582,Hathur
606771,217582,Hathur
606772,217582,Hathur
606773,217578,H.Gopagundanahalli
606774,217578,H.Gopagundanahalli
606775,217580,Hanumasagara
606776,217583,Hiregonigere
606777,217583,Hiregonigere
606778,217583,Hiregonigere
606779,217583,Hiregonigere
606780,217567,Belimalluru
606781,217568,Benakanahalli
606782,217563,Arakere
606783,217563,Arakere
606784,217596,Masadi
606785,217567,Belimalluru
606786,217596,Masadi
606787,217596,Masadi
606788,217596,Masadi
606789,217586,Kammaragatta
606790,217586,Kammaragatta
606791,217586,Kammaragatta
606792,217605,Thimmalapur
606793,217605,Thimmalapur
606794,217586,Kammaragatta
606795,217605,Thimmalapur
606796,217605,Thimmalapur
606797,217605,Thimmalapur
606798,217605,Thimmalapur
606799,217593,Kunduru
606800,217607,Yakkanahalli
606801,217607,Yakkanahalli
606802,217607,Yakkanahalli
606803,217564,Bannikodu
606804,217564,Bannikodu
606805,217597,Mukthenhalli
606806,217597,Mukthenhalli
606807,217597,Mukthenhalli
606808,217591,Kulambi
606809,217592,Kumbalur
606810,217592,Kumbalur
606811,217588,Kenchikoppa
606812,217582,Hathur
606813,217578,H.Gopagundanahalli
606814,217580,Hanumasagara
606815,217580,Hanumasagara
606816,217580,Hanumasagara
606817,217580,Hanumasagara
606818,217580,Hanumasagara
606821,217562,Arabhagatta
606822,217562,Arabhagatta
606823,217579,H.Kadadakatte
606825,217579,H.Kadadakatte
606826,217579,H.Kadadakatte
606827,217581,Haralahalli
606828,217581,Haralahalli
606829,217565,Basavanahalli
606830,217576,Govinakovi
606831,217574,Ganganakote
606832,217574,Ganganakote
606833,217574,Ganganakote
606834,217574,Ganganakote
606835,217576,Govinakovi
606836,217576,Govinakovi
606837,217571,Chi. Kadadakatte
606838,217571,Chi. Kadadakatte
606839,217571,Chi. Kadadakatte
606840,217571,Chi. Kadadakatte
606841,217571,Chi. Kadadakatte
606842,217606,Vaderahathuru
606843,217572,Chiluru
606844,217572,Chiluru
606845,217575,T Gopagondanahalli
606846,217575,T Gopagondanahalli
606847,217575,T Gopagondanahalli
606848,217575,T Gopagondanahalli
606849,217569,Biragondanahalli
606850,217569,Biragondanahalli
606851,217568,Benakanahalli
606852,217568,Benakanahalli
606853,217568,Benakanahalli
606854,217567,Belimalluru
606855,217569,Biragondanahalli
606856,217569,Biragondanahalli
606857,217600,Rampur
606858,217600,Rampur
606859,217600,Rampur
606860,217601,Sasvehalli
606861,217601,Sasvehalli
606862,217601,Sasvehalli
606863,217590,Kolaghatte
606864,217590,Kolaghatte
606865,217590,Kolaghatte
606866,217584,Hosahalli
606867,217584,Hosahalli
606868,217584,Hosahalli
606869,217584,Hosahalli
606870,217595,Lingapura
606871,217595,Lingapura
606872,217585,Hunsagatta
606873,217585,Hunsagatta
606874,217589,Kesanakere
606875,217589,Kesanakere
606876,217589,Kesanakere
606877,217589,Kesanakere
606878,217585,Hunsagatta
606879,217585,Hunsagatta
606880,217585,Hunsagatta
606881,217410,Daginakatte
606882,217410,Daginakatte
606883,217410,Daginakatte
606884,217438,Kotehal
606885,217404,Belalagere
606886,217404,Belalagere
606887,217404,Belalagere
606888,217438,Kotehal
606889,217404,Belalagere
606890,217438,Kotehal
606891,217438,Kotehal
606892,217438,Kotehal
606893,217427,Kamsagara
606894,217403,Basavapattana
606895,217403,Basavapattana
606896,217449,Nillogal
606897,217449,Nillogal
606898,217449,Nillogal
606899,217449,Nillogal
606900,217461,Vaddanal
606901,217416,Guddada Kumarana Halli
606902,217416,Guddada Kumarana Halli
606903,217453,Rudrapura
606904,217403,Basavapattana
606905,217427,Kamsagara
606906,217427,Kamsagara
606907,217427,Kamsagara
606908,217409,Chiradoni
606909,217407,Channeshapura
606910,217409,Chiradoni
606911,217427,Kamsagara
606912,217429,Kanivebilachi
606913,217429,Kanivebilachi
606914,217429,Kanivebilachi
606915,217429,Kanivebilachi
606916,217417,Haronahalli
606917,217453,Rudrapura
606918,217432,Kattalagere
606919,217432,Kattalagere
606920,217431,Kariganur
606921,217431,Kariganur
606922,217431,Kariganur
606923,217431,Kariganur
606924,217432,Kattalagere
606925,217460,Tyavanagi
606926,217460,Tyavanagi
606927,217460,Tyavanagi
606928,217445,Nalkudure
606929,217448,Navilehal
606930,217448,Navilehal
606931,217448,Navilehal
606932,217448,Navilehal
606933,217424,Kabbala
606934,217424,Kabbala
606935,217424,Kabbala
606936,217455,Siddanamatha
606937,217439,Lingadahalli
606938,217435,Kogaluru
606939,217435,Kogaluru
606940,217433,Kempanahalli
606941,217433,Kempanahalli
606942,217433,Kempanahalli
606943,217457,Tanigere
606944,217457,Tanigere
606945,217457,Tanigere
606946,217443,Medikere
606947,217443,Medikere
606948,217455,Siddanamatha
606949,217424,Kabbala
606950,217455,Siddanamatha
606951,217455,Siddanamatha
